Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000104343,UBE2W,22,-1.8143,39,-0.9533,67,-0.1239,75,0.03719,71,-0.0441,89,0.32239,70,-0.0664,90,0.32665,98,0.47352,90,0.36909
ENSG00000154582,ELOC,91,-0.7738,90,-0.7883,139,-0.1309,176,0.27145,105,-0.5610,127,-0.2676,140,-0.1104,197,0.42771,151,0.00073,208,0.57984
ENSG00000175606,TMEM70,10,-2.7670,23,-1.5667,41,-0.7167,78,0.32290,52,-0.3568,96,0.62010,53,-0.3242,62,-0.0797,82,0.37595,103,0.83694
ENSG00000104369,JPH1,19,-0.4897,5,-2.2872,23,-0.2018,36,0.56949,47,0.91405,60,1.34153,16,-0.7680,29,0.13645,10,-1.4396,17,-0.6747
ENSG00000104381,GDAP1,65,-1.0282,115,-0.1553,104,-0.3131,138,0.14935,147,0.23678,164,0.41116,84,-0.6418,116,-0.1344,172,0.48656,139,0.16347
ENSG00000091656,ZFHX4,176,2.73589,58,0.66362,37,-0.0397,15,-1.5427,21,-0.9392,18,-1.1482,71,1.00022,8,-2.2285,20,-0.9752,11,-1.9352
ENSG00000164751,PEX2,31,0.24481,15,-0.8819,32,0.29815,14,-1.0617,17,-0.6773,30,0.17478,63,1.42725,28,0.07691,22,-0.2604,26,-0.0025
ENSG00000171033,PKIA,67,-0.8036,120,0.08709,203,0.94409,122,0.12530,99,-0.2038,142,0.35621,121,0.10026,99,-0.2035,50,-1.2467,107,-0.0895
ENSG00000104427,ZC2HC1A,40,-1.0517,63,-0.3802,90,0.17560,113,0.61168,76,-0.0851,131,0.78796,44,-0.9005,61,-0.4220,89,0.16131,71,-0.1958
ENSG00000104435,STMN2,163,-3.1192,1190,-0.1611,763,-0.8436,1537,0.26896,1320,0.00208,1692,0.39677,705,-0.9637,1332,0.01581,2407,0.98055,1590,0.33007
ENSG00000164683,HEY1,28,-0.3864,27,-0.4736,11,-1.7636,38,0.05667,24,-0.6358,11,-1.7201,53,0.59771,64,0.91871,47,0.39958,48,0.48301
ENSG00000147586,MRPS28,34,-0.4495,44,-0.0606,37,-0.3000,54,0.28165,21,-1.1460,34,-0.4321,68,0.63923,45,-0.0328,43,-0.0947,57,0.37899
ENSG00000076554,TPD52,150,-0.5224,194,-0.1244,203,-0.0468,254,0.34144,174,-0.2896,151,-0.5125,161,-0.4100,288,0.50827,257,0.32658,214,0.03879
ENSG00000205189,ZBTB10,45,1.13727,26,0.22051,23,0.06398,32,0.64251,16,-0.5073,15,-0.6562,26,0.20955,13,-0.8466,12,-0.9271,15,-0.7039
ENSG00000164684,ZNF704,120,1.01932,79,0.33772,86,0.47514,84,0.48247,61,-0.0724,67,0.06952,37,-0.8209,43,-0.6226,30,-1.1379,38,-0.8522
ENSG00000076641,PAG1,43,0.69011,33,0.28451,9,-1.6069,26,-0.1036,33,0.26290,33,0.28454,21,-0.4406,36,0.37984,42,0.63157,16,-0.9059
ENSG00000164687,FABP5,68,-0.2829,99,0.29680,97,0.27160,75,-0.1429,66,-0.3281,69,-0.2595,93,0.20332,69,-0.2737,84,0.03541,93,0.22768
ENSG00000147588,PMP2,1027,1.46350,891,1.21108,949,1.32202,195,-1.2764,193,-1.2104,137,-1.7250,635,0.63958,398,-0.1093,136,-1.7275,182,-1.3844
ENSG00000133731,IMPA1,54,-0.2555,33,-0.9874,62,-0.0352,72,0.21861,39,-0.7436,113,0.94526,55,-0.2060,33,-0.9738,86,0.48290,70,0.17914
ENSG00000104231,ZFAND1,18,-0.8169,16,-1.0340,16,-0.9862,39,0.34500,44,0.52941,36,0.19580,27,-0.2615,41,0.38457,18,-0.8686,44,0.55964
ENSG00000104497,SNX16,18,-0.1529,16,-0.2974,20,0.03887,16,-0.3843,24,0.27705,36,0.94252,3,-2.6783,15,-0.3944,19,-0.0664,28,0.58464
ENSG00000184672,RALYL,22,-1.9921,45,-0.9609,77,-0.1270,71,-0.2870,103,0.32797,143,0.85333,65,-0.3866,89,0.08121,106,0.37148,108,0.44400
ENSG00000133739,LRRCC1,226,2.37048,96,0.78680,116,1.11466,30,-1.1014,62,0.08674,54,-0.1181,20,-1.6401,31,-0.9834,11,-2.4106,14,-2.2456
ENSG00000176731,RBIS,31,-1.1115,40,-0.7531,66,0.00976,65,-0.0085,55,-0.2686,64,-0.0210,69,0.08481,87,0.46233,88,0.47321,77,0.27697
ENSG00000104267,CA2,191,2.65669,23,-0.9580,34,-0.3923,18,-1.3797,17,-1.4134,36,-0.2966,95,1.28263,26,-0.8029,10,-2.1347,26,-0.8171
ENSG00000123124,WWP1,36,-0.7791,56,-0.0937,87,0.61240,67,0.21298,56,-0.0753,67,0.18676,26,-1.2323,61,0.05754,85,0.56914,52,-0.2351
ENSG00000176623,RMDN1,50,1.13320,41,0.78232,21,-0.2765,26,0.09374,16,-0.7034,9,-1.4830,26,0.08804,10,-1.3468,37,0.61780,18,-0.5064
ENSG00000085719,CPNE3,71,0.97279,60,0.68037,35,-0.1606,25,-0.7471,38,-0.0401,33,-0.2401,106,1.68524,16,-1.3423,14,-1.5377,22,-0.9156
ENSG00000156103,MMP16,43,0.11013,36,-0.1865,37,-0.1145,43,0.10186,72,0.94627,85,1.23258,21,-0.9758,26,-0.6695,20,-1.0268,28,-0.6014
ENSG00000164823,OSGIN2,56,0.82661,32,-0.0732,51,0.68285,18,-1.0301,22,-0.6289,23,-0.5700,49,0.61271,20,-0.8030,26,-0.3710,43,0.45017
ENSG00000104320,NBN,73,0.54986,81,0.72601,40,-0.3772,58,0.22425,77,0.65341,41,-0.3353,33,-0.6884,26,-1.0408,59,0.20923,35,-0.6377
ENSG00000104325,DECR1,37,-0.2452,69,0.74346,40,-0.1349,27,-0.7845,29,-0.6193,15,-1.5781,81,1.02157,58,0.46023,52,0.29561,42,-0.0340
ENSG00000104327,CALB1,3,-3.0422,17,-0.6987,0,-8.4238,83,2.38434,1,-4.0012,0,-8.3561,6,-2.1117,27,-0.0038,11,-1.3873,46,0.97171
ENSG00000123119,NECAB1,406,-0.9272,434,-0.8274,585,-0.3703,1261,0.98283,887,0.28279,900,0.30621,352,-1.1404,526,-0.5325,875,0.26091,708,-0.0806
ENSG00000155099,PIP4P2,50,-0.6926,75,-0.0931,64,-0.3399,57,-0.5553,88,0.16116,92,0.24140,78,-0.0298,75,-0.0764,144,0.96903,85,0.13322
ENSG00000253738,OTUD6B-AS1,172,-0.0326,204,0.24238,176,0.00664,277,0.84094,174,-0.0145,159,-0.1468,121,-0.5690,148,-0.2640,153,-0.2149,120,-0.6271
ENSG00000155100,OTUD6B,75,1.22185,43,0.30801,22,-0.7495,45,0.42248,47,0.45368,36,0.02002,22,-0.7329,18,-1.0111,33,-0.1279,20,-0.9422
ENSG00000079102,RUNX1T1,46,-0.1857,74,0.54197,52,-0.0002,59,0.20744,115,1.29543,65,0.33752,22,-1.2860,28,-0.9691,24,-1.1621,42,-0.3781
ENSG00000205133,TRIQK,33,-0.5486,35,-0.4218,24,-1.0247,79,0.96452,22,-1.1653,45,-0.0581,33,-0.5107,40,-0.2386,52,0.15983,59,0.42319
ENSG00000188343,FAM92A,14,-1.6735,37,-0.2589,23,-0.9378,52,0.33612,38,-0.2146,42,-0.0505,32,-0.4394,30,-0.5723,48,0.15992,75,1.02180
ENSG00000164951,PDP1,32,-2.7296,64,-1.6922,175,-0.1836,289,0.69198,193,-0.0280,217,0.15669,154,-0.3840,141,-0.5140,272,0.51793,268,0.55232
ENSG00000164944,VIRMA,74,1.20511,24,-0.5744,46,0.41421,39,0.17029,38,0.10068,34,-0.0799,18,-1.0391,40,0.18802,26,-0.4887,24,-0.6601
ENSG00000156162,DPY19L4,71,1.57006,32,0.24267,23,-0.2817,23,-0.2927,31,0.20844,21,-0.4046,27,-0.0530,19,-0.5628,27,-0.0109,16,-0.8514
ENSG00000164941,INTS8,17,0.25781,7,-0.9803,11,-0.3349,8,-0.8108,18,0.35964,16,0.22875,10,-0.4682,14,-0.0357,24,0.85562,17,0.35080
ENSG00000156170,NDUFAF6,15,-0.5799,17,-0.3891,16,-0.4392,23,0.10668,10,-1.1226,14,-0.6451,27,0.35901,17,-0.3910,22,0.04791,37,1.01304
ENSG00000156467,UQCRB,977,-0.1917,1274,0.22584,1562,0.55449,1046,-0.0937,699,-0.7082,571,-1.0123,1315,0.27631,1755,0.74732,948,-0.2397,1032,-0.1175
ENSG00000156471,PTDSS1,20,-1.3288,37,-0.3998,31,-0.6817,37,-0.4048,20,-1.3166,57,0.28500,64,0.45656,53,0.16069,63,0.44768,77,0.86749
ENSG00000169439,SDC2,37,-0.2840,78,0.92003,42,-0.0703,16,-1.5789,34,-0.3934,28,-0.6743,155,2.17702,15,-1.6264,36,-0.3124,35,-0.3633
ENSG00000104324,CPQ,46,2.14678,34,1.53718,10,-0.3642,1,-3.1146,1,-2.9849,1,-2.9803,28,1.23451,9,-0.5984,4,-1.6855,10,-0.3878
ENSG00000180543,TSPYL5,14,-2.0636,31,-0.9417,37,-0.6550,76,0.51796,41,-0.4923,77,0.49267,36,-0.6911,55,-0.0573,93,0.80109,72,0.42616
ENSG00000147649,MTDH,447,0.75719,317,0.19977,222,-0.3604,325,0.26610,361,0.40582,463,0.81434,154,-0.9163,144,-1.0165,309,0.15912,144,-1.0910
ENSG00000104341,LAPTM4B,52,-0.0799,36,-0.6294,29,-0.9307,53,-0.0482,37,-0.5701,51,-0.0848,64,0.25507,48,-0.1947,73,0.47757,77,0.63709
ENSG00000156482,RPL30,869,0.82998,460,-0.1921,886,0.86286,374,-0.5533,203,-1.4356,221,-1.3054,764,0.61695,953,0.98446,189,-1.5382,475,-0.1558
ENSG00000132541,RIDA,45,-0.8519,103,0.41587,94,0.28278,35,-1.3273,51,-0.6741,58,-0.4851,216,1.69396,78,-0.0167,62,-0.3658,85,0.13405
ENSG00000104361,NIPAL2,8,-2.5367,19,-1.3060,14,-1.7264,46,0.07106,74,0.82905,63,0.55688,26,-0.8143,24,-0.9421,86,1.08297,63,0.62660
ENSG00000156486,KCNS2,2,-2.9324,12,-0.5384,5,-1.6669,36,1.41954,19,0.14079,20,0.25729,6,-1.4741,19,0.14174,13,-0.3828,18,0.09326
ENSG00000253948,VPS13B-DT,22,-0.2923,29,0.12338,16,-0.7366,27,0.04882,16,-0.7704,2,-3.3820,30,0.20360,62,1.40402,19,-0.5159,33,0.40983
ENSG00000132549,VPS13B,52,1.21448,36,0.59886,13,-0.9752,36,0.67184,26,0.07933,21,-0.2186,27,0.14852,11,-1.1733,10,-1.3756,14,-0.9349
ENSG00000164919,COX6C,335,-1.5720,596,-0.7070,823,-0.2114,956,0.02580,526,-0.8977,445,-1.1471,1141,0.30395,1456,0.70126,1090,0.23131,1490,0.83945
ENSG00000147669,POLR2K,51,-1.2020,78,-0.5424,81,-0.4966,128,0.24562,76,-0.5989,73,-0.6491,84,-0.4386,141,0.36983,162,0.60310,168,0.73924
ENSG00000034677,RNF19A,70,0.20207,70,0.22199,54,-0.1798,90,0.68917,79,0.39607,47,-0.3984,38,-0.7321,54,-0.1827,69,0.18162,37,-0.8408
ENSG00000186106,ANKRD46,33,-1.5092,40,-1.2364,39,-1.2965,103,0.21522,81,-0.1748,100,0.14713,74,-0.3166,79,-0.2148,147,0.77903,145,0.85892
ENSG00000070756,PABPC1,488,0.94172,304,0.16585,520,1.05073,338,0.37715,217,-0.3562,200,-0.4836,233,-0.2509,215,-0.3696,117,-1.2868,154,-0.9445
ENSG00000164924,YWHAZ,395,-1.3169,431,-1.1876,644,-0.5790,1386,0.71293,851,-0.1492,1269,0.48712,684,-0.4860,757,-0.3297,1134,0.30483,1146,0.35779
ENSG00000261087,AP003469.4,28,-0.3489,28,-0.3336,43,0.31077,36,0.01979,26,-0.4899,29,-0.2759,40,0.19559,53,0.63938,22,-0.6789,41,0.26238
ENSG00000120963,ZNF706,127,0.53573,91,0.01209,68,-0.4391,111,0.35813,58,-0.6746,97,0.09890,88,-0.0535,62,-0.5791,64,-0.5395,105,0.26093
ENSG00000104490,NCALD,62,-2.1928,174,-0.6610,260,-0.0423,332,0.38339,314,0.25473,277,0.05523,230,-0.2374,239,-0.1757,278,0.06246,355,0.50585
ENSG00000048392,RRM2B,16,-1.5277,31,-0.5734,24,-0.9938,47,0.05531,45,-0.0179,33,-0.4998,46,0.02284,47,0.06450,130,1.77565,39,-0.2424
ENSG00000104517,UBR5,120,0.96767,87,0.43890,47,-0.5122,54,-0.3414,117,0.93008,55,-0.2971,76,0.22597,30,-1.2033,54,-0.3075,49,-0.4982
ENSG00000155096,AZIN1,90,-1.0100,94,-0.9307,124,-0.5194,177,0.03908,185,0.10730,214,0.33684,126,-0.4940,178,0.04463,200,0.22725,256,0.70957
ENSG00000155097,ATP6V1C1,69,-1.7593,97,-1.2627,171,-0.4044,260,0.27553,192,-0.2307,334,0.65406,132,-0.8053,187,-0.2683,384,0.88615,291,0.47603
ENSG00000164929,BAALC,171,-0.7812,331,0.24100,291,0.03416,193,-0.6463,188,-0.6355,149,-0.9878,504,0.92861,509,0.94528,228,-0.3451,328,0.24774
ENSG00000164933,SLC25A32,14,-0.8605,9,-1.4570,23,-0.1610,16,-0.7153,23,-0.1376,9,-1.5198,16,-0.6765,17,-0.5908,61,1.42815,49,1.24866
ENSG00000164934,DCAF13,9,-0.7015,8,-0.9665,11,-0.4504,10,-0.6495,15,-0.0487,8,-1.0022,29,1.02125,10,-0.6536,22,0.58618,25,0.90486
ENSG00000176406,RIMS2,329,0.17411,513,0.89989,651,1.31202,256,-0.2401,369,0.35721,273,-0.1153,145,-1.0824,285,-0.0532,214,-0.4944,121,-1.4341
ENSG00000147650,LRP12,30,-0.1075,21,-0.6535,5,-2.6829,27,-0.2452,30,-0.0636,44,0.51770,25,-0.3929,23,-0.5003,77,1.47486,36,0.20334
ENSG00000169946,ZFPM2,22,-0.3876,19,-0.5619,24,-0.2205,41,0.66639,27,-0.0734,29,0.05321,17,-0.7114,29,0.05798,32,0.22122,27,-0.0373
ENSG00000254615,AC027031.2,5,-1.7835,10,-0.7316,0,-7.4498,23,0.49838,22,0.37523,10,-0.7439,23,0.46213,20,0.28136,25,0.60746,22,0.42908
ENSG00000164830,OXR1,190,-1.6305,441,-0.3608,470,-0.2597,832,0.73375,717,0.40671,1038,1.02064,191,-1.6184,289,-1.0042,1051,1.04135,307,-0.9773
ENSG00000147655,RSPO2,8,-2.0904,47,0.54162,9,-1.8978,48,0.67728,42,0.37363,8,-2.1287,20,-0.7633,21,-0.7085,58,0.91519,44,0.50001
ENSG00000104408,EIF3E,167,0.29266,142,0.04073,160,0.22680,210,0.75577,55,-1.3883,120,-0.2189,139,0.00680,143,0.05044,106,-0.4084,104,-0.4745
ENSG00000104412,EMC2,206,1.46353,128,0.64589,90,0.08525,92,0.13207,44,-1.0073,40,-1.1328,97,0.19686,42,-1.0633,96,0.18611,48,-0.9398
ENSG00000164841,TMEM74,31,0.81267,20,0.11144,34,0.95418,21,0.24361,23,0.32825,33,0.89611,2,-3.2043,17,-0.1668,7,-1.4745,7,-1.4510
ENSG00000120526,NUDCD1,8,-1.0684,2,-3.0684,14,-0.3021,22,0.46457,19,0.17799,26,0.71886,17,0.07464,11,-0.6595,18,0.09363,21,0.40305
ENSG00000120533,ENY2,64,-0.6379,91,-0.1120,94,-0.0561,99,0.01921,88,-0.1535,97,-0.0169,63,-0.6694,84,-0.2259,125,0.39900,133,0.55460
ENSG00000147654,EBAG9,66,0.14279,59,-0.0381,66,0.12433,89,0.69588,56,-0.1094,55,-0.1358,32,-0.9473,46,-0.4194,69,0.19920,49,-0.3542
ENSG00000147642,SYBU,16,-3.0963,63,-1.1317,79,-0.7917,134,0.02759,155,0.25103,148,0.18278,118,-0.1680,156,0.26494,207,0.72315,187,0.62256
ENSG00000164794,KCNV1,6,-4.1404,58,-0.7941,26,-1.9835,171,1.03674,86,-0.2079,108,0.14792,52,-0.9677,116,0.25975,105,0.11217,138,0.62018
ENSG00000164796,CSMD3,16,-0.3940,25,0.23487,3,-2.7501,22,0.05896,47,1.29055,26,0.30703,16,-0.4012,22,0.07440,10,-1.1439,23,0.12054
ENSG00000104447,TRPS1,81,1.59007,63,1.15930,26,-0.2656,30,-0.0382,22,-0.4914,17,-0.9071,59,1.04605,15,-1.0437,13,-1.2981,7,-2.2588
ENSG00000147677,EIF3H,119,0.05249,87,-0.4344,163,0.55660,126,0.14949,62,-0.9452,75,-0.6629,140,0.30820,141,0.31830,90,-0.3926,128,0.17485
ENSG00000147679,UTP23,72,1.53995,42,0.64407,10,-1.4794,18,-0.7430,54,1.06089,39,0.51826,20,-0.5554,17,-0.7595,16,-0.8836,16,-0.8899
ENSG00000164754,RAD21,474,0.77447,345,0.25827,361,0.33051,326,0.18479,278,-0.0860,363,0.33609,215,-0.4825,252,-0.2346,190,-0.6673,195,-0.6832
ENSG00000182197,EXT1,5,-1.9461,9,-1.0561,12,-0.5731,16,-0.2228,23,0.37023,49,1.66202,14,-0.3363,15,-0.3088,16,-0.1359,21,0.23618
ENSG00000177570,SAMD12,53,-0.5759,109,0.53962,77,-0.0130,91,0.27929,108,0.52968,97,0.36022,39,-1.0612,79,0.02902,77,-0.0083,55,-0.5827
ENSG00000147676,MAL2,14,-3.3443,76,-0.9254,38,-1.9346,238,0.99366,94,-0.5946,128,-0.1263,130,-0.1059,121,-0.2077,161,0.23677,214,0.78365
ENSG00000136999,CCN3,3,-2.9918,14,-0.9674,5,-2.3629,24,-0.1662,26,-0.0295,25,-0.1262,19,-0.5530,30,0.19797,43,0.76680,53,1.30171
ENSG00000136960,ENPP2,407,5.23434,11,-1.9857,13,-1.8028,5,-3.3160,4,-3.4869,16,-1.5262,16,-1.4890,7,-2.6020,6,-2.9038,16,-1.6009
ENSG00000064313,TAF2,40,0.56724,31,0.17369,21,-0.4266,22,-0.4105,40,0.56570,46,0.79642,22,-0.3411,23,-0.2932,23,-0.3228,22,-0.3527
ENSG00000172172,MRPL13,13,-0.8726,18,-0.4713,22,-0.1225,24,-0.0241,20,-0.2432,11,-1.1342,37,0.68788,22,-0.1265,35,0.58624,31,0.44444
ENSG00000136986,DERL1,41,0.39279,6,-2.5198,22,-0.5554,33,0.05807,41,0.41647,64,1.12518,34,0.09344,13,-1.3493,25,-0.3418,35,0.17012
ENSG00000156787,TBC1D31,30,0.94977,27,0.73099,35,1.20872,6,-1.5695,15,-0.1265,14,-0.2620,10,-0.7474,9,-0.9675,38,1.34084,5,-1.8530
ENSG00000189376,C8orf76,9,-0.7646,10,-0.5403,17,0.22098,14,0.00197,9,-0.7623,17,0.24480,15,0.06629,10,-0.5411,29,1.13487,15,0.00836
ENSG00000165156,ZHX1,188,0.44974,236,0.82032,130,-0.1347,179,0.41283,233,0.79926,81,-0.8671,71,-1.0569,142,-0.0013,145,0.03513,59,-1.4082
ENSG00000156802,ATAD2,20,-0.0130,21,0.02934,15,-0.5149,30,0.65614,43,1.20884,25,0.32634,10,-1.0581,12,-0.8300,17,-0.3094,12,-0.8771
ENSG00000156795,WDYHV1,13,-0.2029,7,-1.1138,2,-2.9880,9,-0.7796,15,0.00663,11,-0.3959,23,0.71234,13,-0.1504,22,0.68749,26,1.02630
ENSG00000156804,FBXO32,153,1.31323,53,-0.4215,44,-0.6916,77,0.17996,77,0.16522,78,0.19616,33,-1.1234,54,-0.3788,73,0.09317,55,-0.3762
ENSG00000176853,FAM91A1,27,0.19078,31,0.40030,9,-1.4735,24,0.01114,18,-0.4256,44,1.00669,20,-0.2398,9,-1.4637,28,0.25248,26,0.13896
ENSG00000164983,TMEM65,36,-0.6983,46,-0.3178,12,-2.2726,71,0.40988,39,-0.5599,37,-0.6293,41,-0.4965,58,0.05329,69,0.31732,98,1.01958
ENSG00000170881,RNF139,29,0.26735,26,0.10233,19,-0.3495,17,-0.6020,18,-0.4388,32,0.45772,25,0.05817,16,-0.5857,21,-0.2286,35,0.65907
ENSG00000147687,TATDN1,37,0.73810,29,0.31333,11,-1.1748,34,0.65453,16,-0.6251,14,-0.8258,16,-0.5364,31,0.43744,20,-0.2286,20,-0.2537
ENSG00000147684,NDUFB9,259,-0.7545,549,0.41800,478,0.19562,291,-0.6219,197,-1.1660,164,-1.4352,651,0.69658,912,1.27060,317,-0.4448,479,0.21971
ENSG00000170873,MTSS1,134,1.55404,50,-0.0671,29,-0.8897,37,-0.5802,54,0.05468,80,0.66137,33,-0.7332,49,-0.0950,33,-0.6923,47,-0.1899
ENSG00000104549,SQLE,78,0.57562,20,-1.4825,31,-0.8662,44,-0.3621,49,-0.1595,94,0.87801,73,0.45714,28,-0.9990,73,0.45700,60,0.16527
ENSG00000164961,WASHC5,30,0.31317,13,-1.0201,35,0.52385,21,-0.2545,14,-0.8314,17,-0.5822,40,0.75840,25,2.29066,33,0.42900,25,-0.0181
ENSG00000156831,NSMCE2,13,-0.1149,12,-0.2088,5,-1.4524,11,-0.3639,9,-0.6078,13,-0.1267,12,-0.2072,15,0.13923,16,0.22793,24,1.02726
ENSG00000153310,FAM49B,46,-1.5555,47,-1.5146,59,-1.1781,169,0.48579,117,-0.1495,176,0.50231,103,-0.3482,123,-0.0708,197,0.68970,168,0.47679
ENSG00000153317,ASAP1,109,-0.1995,132,0.10307,136,0.15081,139,0.19754,207,0.82578,137,0.15765,137,0.15664,85,-0.5754,108,-0.2082,79,-0.7520
ENSG00000132294,EFR3A,127,-0.8639,209,-0.1043,278,0.35139,171,-0.4458,287,0.40448,321,0.58622,152,-0.5904,219,-0.0246,325,0.60559,207,-0.1302
ENSG00000184156,KCNQ3,41,-1.9995,209,0.46879,179,0.21343,185,0.29422,156,-0.0007,211,0.48237,123,-0.3712,173,0.16464,175,0.17960,118,-0.4691
ENSG00000129295,LRRC6,40,-0.0709,72,0.86060,68,0.77836,37,-0.1985,84,1.12485,43,0.03891,21,-1.0257,31,-0.4694,36,-0.2387,17,-1.4413
ENSG00000129292,PHF20L1,181,0.85728,100,-0.1077,67,-0.7161,123,0.24412,226,1.23550,114,0.11070,64,-0.7911,64,-0.7825,94,-0.2021,62,-0.8836
ENSG00000104419,NDRG1,424,2.92856,49,-0.8567,124,0.58631,32,-1.5759,25,-1.8697,62,-0.5104,105,0.31776,55,-0.6777,34,-1.3996,45,-1.0681
ENSG00000008513,ST3GAL1,11,-0.5202,16,-0.0208,6,-1.3842,19,0.25732,17,0.08927,33,1.14543,18,0.17403,15,-0.0768,20,0.35632,9,-0.8588
ENSG00000131773,KHDRBS3,156,-0.5444,120,-0.9399,201,-0.1584,329,0.71188,347,0.71636,327,0.61970,122,-0.9205,182,-0.3142,169,-0.4260,192,-0.2478
ENSG00000147724,FAM135B,5,-1.9146,25,0.42092,14,-0.4298,8,-1.2753,40,1.22493,11,-0.8510,12,-0.6876,13,-0.6087,56,1.83765,17,-0.1777
ENSG00000167632,TRAPPC9,27,-0.1031,22,-0.3682,34,0.29562,24,-0.2830,15,-0.9871,18,-0.7074,31,0.15762,37,0.42227,36,0.39355,36,0.41652
ENSG00000282164,PEG13,2,-3.4258,6,-1.8260,14,-0.6293,23,0.12520,11,-0.9301,29,0.51464,24,0.20415,23,0.16771,37,0.89457,30,0.65517
ENSG00000123908,AGO2,76,0.75989,62,0.43656,54,0.22720,71,0.73374,50,0.10463,42,-0.1709,39,-0.2717,33,-0.5542,23,-1.0951,22,-1.2338
ENSG00000169398,PTK2,224,1.13405,69,-0.7459,108,-0.0499,98,-0.2186,124,0.16619,130,0.24268,91,-0.3181,73,-0.6530,144,0.40420,91,-0.3556
ENSG00000105339,DENND3,0,-5.3249,12,-0.5506,2,-3.2629,18,0.07346,29,0.79390,16,-0.1149,24,0.51776,15,-0.2418,24,0.48005,26,0.68547
ENSG00000022567,SLC45A4,7,-1.7189,25,0.13166,27,0.29456,8,-1.6187,20,-0.1656,23,0.00180,27,0.24068,35,0.66388,19,-0.2773,37,0.88717
ENSG00000181790,ADGRB1,9,-2.5664,29,-0.8172,20,-1.4004,39,-0.4195,49,-0.0268,51,0.03073,86,0.87870,53,0.11478,55,0.15284,84,0.96598
ENSG00000180155,LYNX1,36,-2.1059,74,-1.0396,83,-0.8665,92,-0.7708,111,-0.4331,158,0.11265,140,-0.0760,215,0.60816,326,1.31696,217,0.70768
ENSG00000160932,LY6E,46,-1.3022,39,-1.5772,64,-0.8318,145,0.49850,80,-0.4955,127,0.22879,100,-0.1473,179,0.79273,90,-0.3069,151,0.56866
ENSG00000176956,LY6H,88,-1.3879,35,-2.7294,276,0.35453,245,0.18327,211,-0.0690,608,1.71206,168,-0.4193,108,-1.0932,95,-1.2852,283,0.44496
ENSG00000250571,GLI4,10,-0.4907,12,-0.2947,11,-0.4844,14,-0.0111,13,-0.2007,18,0.34036,26,0.94350,18,0.35860,5,-1.5780,16,0.17641
ENSG00000158106,RHPN1,22,-0.0102,6,-1.9389,5,-2.2535,24,0.09681,29,0.40294,17,-0.3982,29,0.37212,21,-0.1298,29,0.38556,32,0.65241
ENSG00000104529,EEF1D,225,1.64788,79,-0.0974,83,-0.0123,41,-1.1585,45,-0.9439,40,-1.1196,102,0.29981,119,0.54705,55,-0.6645,90,0.11107
ENSG00000104522,TSTA3,5,-1.5309,11,-0.4910,1,-3.1916,6,-1.4045,19,0.35930,10,-0.6086,9,-0.7788,12,-0.3743,29,1.04609,36,1.70106
ENSG00000183309,ZNF623,8,-1.6542,8,-1.7870,9,-1.5927,35,0.53837,31,0.27325,34,0.41240,37,0.55361,31,0.29932,30,0.25440,26,0.02229
ENSG00000180900,SCRIB,30,1.03229,9,-0.8568,4,-2.0557,13,-0.3065,9,-0.8399,18,0.15336,26,0.79840,20,0.35984,15,-0.1207,17,0.09997
ENSG00000179950,PUF60,58,-0.3993,37,-1.0592,54,-0.5159,69,-0.1447,58,-0.4087,75,0.00374,105,0.53890,67,-0.1741,73,-0.0478,118,0.82085
ENSG00000185189,NRBP2,88,0.81725,15,-1.8664,30,-0.8905,34,-0.7386,67,0.36222,109,1.16493,73,0.50467,28,-0.9636,37,-0.5439,61,0.25238
ENSG00000178209,PLEC,106,0.55529,70,-0.1027,29,-1.4092,46,-0.7926,84,0.18411,79,0.09700,129,0.89034,62,-0.2721,78,0.07077,82,0.17199
ENSG00000178719,GRINA,67,-1.3257,97,-0.7790,78,-1.1007,151,-0.1047,136,-0.2582,188,0.24377,143,-0.1858,132,-0.3106,265,0.80360,261,0.88791
ENSG00000178896,EXOSC4,7,-1.2661,2,-2.7100,19,0.17832,19,0.20570,21,0.32116,19,0.16175,21,0.31340,16,-0.1004,10,-0.7868,25,0.69948
ENSG00000197858,GPAA1,44,-0.0286,27,-0.7856,30,-0.5814,33,-0.5097,45,0.01841,28,-0.7008,59,0.45039,53,0.28263,35,-0.3863,74,0.92530
ENSG00000179091,CYC1,41,-1.4896,63,-0.8619,76,-0.5891,95,-0.2659,78,-0.5430,82,-0.4614,121,0.13024,116,0.06373,169,0.67576,198,1.07662
ENSG00000179526,SHARPIN,14,0.03787,7,-1.0335,3,-2.1070,9,-0.7590,15,0.08705,13,-0.1134,18,0.35913,31,1.24228,13,-0.0728,19,0.48926
ENSG00000179632,MAF1,29,-0.1692,25,-0.3637,10,-1.7767,33,0.07052,22,-0.5506,21,-0.6564,62,1.08443,48,0.66024,23,-0.5031,38,0.31572
