Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000182870,GALNT9,74,1.51628,13,-1.2096,1,-4.7436,0,-5.4248,57,1.22677,17,-0.8700,49,0.91337,9,-1.8138,11,-1.4261,19,-0.7132
ENSG00000112787,FBRSL1,13,-1.8009,18,-1.3346,32,-0.4837,51,0.21966,23,-1.0253,66,0.64130,56,0.41311,18,-1.3357,110,1.51552,63,0.55742
ENSG00000176894,PXMP2,14,-1.2867,22,-0.6850,13,-1.4822,25,-0.4515,34,-0.0037,32,-0.1159,52,0.74407,50,0.60442,61,0.92412,22,-0.6845
ENSG00000176915,ANKLE2,79,1.33082,37,0.08939,23,-0.6393,3,-3.3560,42,0.32855,20,-0.8314,29,-0.2874,55,0.73779,41,0.24524,18,-1.0274
ENSG00000090615,GOLGA3,136,1.51236,58,0.08872,51,-0.1134,41,-0.4522,47,-0.2597,82,0.65208,53,-0.0556,13,-2.1684,65,0.27754,11,-2.3514
ENSG00000198040,ZNF84,65,1.15270,55,0.85675,4,-2.8671,37,0.22655,35,0.13099,28,-0.2260,13,-1.3781,57,0.91756,34,0.11542,8,-1.9736
ENSG00000196199,MPHOSPH8,890,1.65848,406,0.31643,668,1.14595,191,-0.8494,239,-0.5540,296,-0.1806,221,-0.6797,319,-0.0664,81,-2.1330,217,-0.6577
ENSG00000121390,PSPC1,62,0.31607,28,-0.9094,70,0.49727,65,0.37671,78,0.77877,54,0.08864,20,-1.5072,55,0.13443,25,-1.1021,56,0.15905
ENSG00000132950,ZMYM5,70,1.32759,63,1.15870,55,0.93375,49,0.72385,14,-1.2575,29,-0.1056,7,-2.3237,35,0.18101,27,-0.2074,2,-3.6754
ENSG00000121741,ZMYM2,76,0.73853,51,0.10223,54,0.18823,44,-0.1463,66,0.55423,26,-0.9351,27,-0.9312,86,0.93540,38,-0.3773,16,-1.6169
ENSG00000121742,GJB6,15,-2.5536,8,-3.4832,24,-1.9116,16,-2.5036,14,-2.7932,16,-2.4763,63,-0.5176,502,3.35356,126,0.60421,174,1.14659
ENSG00000165475,CRYL1,38,-0.7747,90,0.54857,61,-0.0771,92,0.59514,44,-0.6254,31,-1.0691,46,-0.5354,75,0.25498,164,1.58071,33,-1.0204
ENSG00000278291,AL161772.1,45,-0.7027,43,-0.7535,31,-1.2311,58,-0.3093,90,0.41668,47,-0.6217,88,0.37475,92,0.42159,108,0.67676,70,-0.0167
ENSG00000172458,IL17D,47,-0.9489,72,-0.2824,28,-1.6890,91,0.06951,40,-1.2398,51,-0.8112,81,-0.1080,132,0.67547,299,2.14064,77,-0.1822
ENSG00000150459,SAP18,164,-0.9342,283,-0.0960,322,0.10643,469,0.71325,321,0.11319,337,0.17977,359,0.30817,183,-0.7658,137,-1.2015,357,0.27142
ENSG00000173141,MRPL57,57,-1.1882,61,-1.0925,87,-0.5532,62,-1.0816,170,0.54860,183,0.60924,166,0.50141,114,-0.1478,91,-0.4856,174,0.52480
ENSG00000165487,MICU2,67,0.29092,66,0.27550,17,-1.7416,56,0.00306,49,-0.2254,47,-0.2499,29,-1.0764,84,0.66946,61,0.13860,114,1.16987
ENSG00000151835,SACS,96,1.13456,73,0.68716,36,-0.4440,58,0.31035,76,0.84900,17,-1.5200,24,-1.1277,63,0.44857,12,-2.0166,17,-1.5444
ENSG00000165566,AMER2,68,-1.4693,599,2.09461,85,-1.1361,319,0.94876,85,-1.2128,55,-1.7734,98,-0.9789,330,1.00334,188,0.08201,128,-0.5065
ENSG00000139505,MTMR6,124,1.55751,40,-0.2887,23,-1.1484,28,-0.8280,78,0.85804,50,0.05020,53,0.13557,28,-0.8231,22,-1.2276,7,-2.7797
ENSG00000139496,NUP58,82,1.86976,25,-0.1302,24,-0.1677,19,-0.5057,35,0.44010,21,-0.3621,16,-0.8637,19,-0.5142,9,-1.5802,23,-0.2499
ENSG00000132932,ATP8A2,68,1.10378,16,-1.1946,10,-1.8396,2,-3.9455,94,2.01688,7,-2.4103,18,-1.0373,18,-1.0100,20,-0.8166,51,0.61889
ENSG00000127870,RNF6,40,0.18099,25,-0.5286,28,-0.3422,7,-2.3020,76,1.45237,43,0.28884,17,-1.1544,42,0.28055,26,-0.4673,27,-0.3867
ENSG00000132970,WASF3,164,-0.5564,175,-0.4549,256,0.13234,270,0.21581,168,-0.5668,240,0.03018,283,0.32345,213,-0.1528,272,0.23061,332,0.54949
ENSG00000152484,USP12,30,-0.7427,31,-0.6879,62,0.37127,67,0.49712,66,0.51555,60,0.30038,55,0.18721,43,-0.2090,31,-0.7248,25,-1.0316
ENSG00000122026,RPL21,888,-1.3027,2209,0.09228,3007,0.58833,3760,0.96070,1238,-0.8632,2835,0.49176,2677,0.44597,1138,-0.9304,1900,-0.1444,1438,-0.5755
ENSG00000122034,GTF3A,75,-0.8078,59,-1.1683,131,0.06221,54,-1.2860,152,0.32795,121,-0.0591,204,0.88078,122,-0.0460,90,-0.5128,149,0.26089
ENSG00000122033,MTIF3,114,0.16811,99,-0.0434,96,-0.0902,201,1.10774,108,0.09199,91,-0.1733,64,-0.7629,85,-0.2868,68,-0.6163,126,0.33201
ENSG00000186184,POLR1D,42,-0.5232,51,-0.2348,46,-0.3812,44,-0.4504,80,0.55456,41,-0.5715,79,0.52683,41,-0.5598,50,-0.2587,74,0.35367
ENSG00000102755,FLT1,5,-3.4053,18,-1.7536,54,-0.0646,26,-1.2028,13,-2.3338,494,4.82379,13,-2.2997,1,-5.8991,32,-0.8624,0,-7.0348
ENSG00000132963,POMP,157,-0.6390,142,-0.7928,222,-0.1020,162,-0.5885,269,0.22016,403,0.85804,315,0.50215,259,0.13502,184,-0.3919,151,-0.6949
ENSG00000122042,UBL3,170,-0.0343,298,0.87544,99,-0.8607,131,-0.4306,161,-0.1266,129,-0.4601,144,-0.3131,166,-0.0651,233,0.47306,244,0.54629
ENSG00000102781,KATNAL1,47,1.06722,23,-0.0898,45,0.99286,30,0.29108,31,0.42827,20,-0.3298,13,-0.9728,20,-0.2817,10,-1.2585,8,-1.5640
ENSG00000189403,HMGB1,1032,-0.3184,2329,0.99409,1655,0.42790,1667,0.43917,1025,-0.3571,1231,-0.0437,1054,-0.3107,1251,-0.0183,958,-0.4332,905,-0.5195
ENSG00000120694,HSPH1,443,0.90400,242,-0.0748,234,-0.1260,205,-0.3339,540,1.45602,137,-0.9461,154,-0.8321,165,-0.6673,98,-1.4520,135,-0.9702
ENSG00000073910,FRY,93,1.21865,20,-1.1865,13,-1.8308,19,-1.3014,78,1.05889,108,1.47053,34,-0.4272,19,-1.2923,18,-1.3307,16,-1.5078
ENSG00000139597,N4BP2L1,73,1.40985,39,0.37128,34,0.13628,24,-0.3717,43,0.60219,8,-1.9424,11,-1.6857,32,0.07508,46,0.64566,6,-2.3689
ENSG00000244754,N4BP2L2,516,1.35145,442,1.07890,452,1.11863,343,0.65188,121,-1.0466,165,-0.5005,123,-1.0133,191,-0.2815,88,-1.4502,55,-2.1418
ENSG00000083642,PDS5B,350,1.36892,207,0.47917,214,0.53732,135,-0.1981,200,0.47576,101,-0.6464,104,-0.6444,103,-0.6124,54,-1.5744,65,-1.2952
ENSG00000172915,NBEA,224,1.35889,52,-0.9702,198,1.14872,60,-0.7522,150,0.77095,19,-2.4140,73,-0.4972,77,-0.3701,22,-2.2148,79,-0.3315
ENSG00000133083,DCLK1,247,0.78475,99,-0.6664,140,-0.1260,91,-0.7821,356,1.67604,73,-1.1179,134,-0.2108,60,-1.4025,77,-1.0383,55,-1.5444
ENSG00000133104,SPART,152,0.60556,257,1.50754,76,-0.4846,149,0.57113,57,-0.9839,93,-0.1782,55,-1.0302,148,0.56096,62,-0.8016,87,-0.2750
ENSG00000120697,ALG5,16,-0.8882,31,0.15896,8,-1.8138,34,0.27909,31,0.16152,47,0.78862,11,-1.5086,44,0.69950,26,-0.1386,51,0.92684
ENSG00000120686,UFM1,114,0.10117,132,0.33011,83,-0.3969,159,0.63307,111,0.05438,112,0.06461,84,-0.4078,62,-0.8497,92,-0.2311,143,0.45409
ENSG00000183722,LHFPL6,26,-1.2140,44,-0.4126,59,0.02970,30,-1.0208,43,-0.4937,211,2.25224,36,-0.7881,64,0.16345,66,0.21307,36,-0.7160
ENSG00000102738,MRPS31,26,-0.4877,51,0.52830,16,-1.2482,84,1.38098,41,0.21728,13,-1.5214,18,-1.1534,61,0.84209,19,-0.9575,47,0.41669
ENSG00000120688,WBP4,189,0.51800,227,0.82059,141,0.05535,179,0.42962,148,0.13797,108,-0.3581,94,-0.6173,100,-0.4743,64,-1.1510,145,0.09291
ENSG00000165572,KBTBD6,97,0.94177,88,0.78252,17,-1.7100,62,0.20217,73,0.53185,5,-3.4940,41,-0.4450,21,-1.3976,55,0.03760,75,0.51953
ENSG00000120696,KBTBD7,32,0.15807,31,0.07574,7,-1.9928,33,0.20945,49,0.97254,7,-2.0105,17,-0.8578,43,0.63577,38,0.41443,24,-0.3196
ENSG00000102760,RGCC,73,-1.4210,184,-0.0195,112,-0.7744,51,-1.9566,80,-1.3694,152,-0.3146,327,1.05135,474,1.56534,111,-0.7965,261,0.54033
ENSG00000023516,AKAP11,224,0.20272,219,0.17077,231,0.25527,238,0.29938,310,0.82998,171,-0.2202,146,-0.4990,133,-0.6011,118,-0.7820,114,-0.8329
ENSG00000120675,DNAJC15,99,-0.6154,228,0.70249,180,0.32042,186,0.37721,161,0.15366,123,-0.2767,138,-0.1101,141,-0.0650,114,-0.4000,97,-0.6423
ENSG00000120658,ENOX1,45,0.76308,40,0.58166,11,-1.3307,56,1.12421,34,0.35651,20,-0.4795,24,-0.2600,23,-0.3140,6,-2.2027,17,-0.7697
ENSG00000151778,SERP2,61,-0.8156,40,-1.4433,100,-0.0518,6,-4.1768,180,1.01880,73,-0.5380,178,0.99908,63,-0.7534,69,-0.6191,116,0.17318
ENSG00000102804,TSC22D1,298,-0.2894,162,-1.2104,206,-0.8535,45,-3.0990,805,1.57836,855,1.44530,249,-0.6104,195,-0.9339,311,-0.2211,123,-1.6263
ENSG00000133114,GPALPP1,102,1.14320,43,-0.2622,56,0.15353,91,0.95522,50,-0.0379,46,-0.1528,30,-0.8556,50,-0.0328,38,-0.4266,23,-1.2210
ENSG00000188342,GTF2F2,54,0.14461,107,1.26780,47,-0.0874,109,1.30429,43,-0.2405,17,-1.5574,25,-1.1202,27,-0.9057,51,0.06441,44,-0.1681
ENSG00000133112,TPT1,952,-1.0391,1888,0.01221,2520,0.47369,2818,0.65677,1474,-0.4059,3096,0.81313,2275,0.34313,1166,-0.7317,1210,-0.6753,1331,-0.5306
ENSG00000123200,ZC3H13,1306,1.30713,1118,1.03725,1144,1.07690,857,0.59115,288,-1.1804,412,-0.5628,429,-0.5432,403,-0.5971,152,-2.0492,283,-1.1322
ENSG00000235903,CPB2-AS1,33,-0.3174,241,3.38825,63,0.70028,60,0.62231,12,-1.9200,4,-3.2704,9,-2.2786,25,-0.7695,19,-1.1151,1,-4.9861
ENSG00000139684,ESD,48,-1.0690,55,-0.8730,41,-1.3096,103,0.09753,118,0.35219,126,0.42569,82,-0.2845,140,0.59172,153,0.74388,94,-0.0389
ENSG00000102468,HTR2A,27,-0.6508,15,-1.5173,82,1.10200,34,-0.2965,125,2.28313,8,-2.3982,23,-0.9709,15,-1.5329,18,-1.2939,6,-2.7570
ENSG00000136143,SUCLA2,23,-1.7578,42,-0.8814,43,-0.8445,51,-0.5669,176,1.69753,37,-1.0556,84,0.20756,70,-0.0838,46,-0.7368,60,-0.3382
ENSG00000136146,MED4,79,0.22497,83,0.30218,100,0.59599,66,-0.0704,72,0.08661,55,-0.3407,61,-0.2083,50,-0.4997,47,-0.5720,78,0.20613
ENSG00000136156,ITM2B,460,-1.2042,839,-0.2878,456,-1.2158,1332,0.44217,1090,0.13384,1059,0.07556,538,-1.0364,1727,0.87036,1725,0.86876,1260,0.35308
ENSG00000139687,RB1,52,0.29842,13,-1.7323,29,-0.5991,24,-0.8712,32,-0.4846,108,1.52136,38,-0.2197,43,0.01265,32,-0.4340,74,0.87861
ENSG00000102531,FNDC3A,54,0.20486,64,0.47178,38,-0.3581,76,0.74320,54,0.19724,53,0.16682,32,-0.6681,42,-0.2090,43,-0.1487,32,-0.6357
ENSG00000102547,CAB39L,27,-0.8297,28,-0.7697,42,-0.1839,120,1.57589,69,0.69677,19,-1.3263,43,-0.1549,18,-1.4094,47,0.01732,36,-0.4115
ENSG00000136144,RCBTB1,16,-1.1538,84,1.49496,24,-0.5348,26,-0.3935,31,-0.1366,32,-0.0955,22,-0.7126,16,-1.1502,60,0.91091,44,0.39212
ENSG00000123179,EBPL,28,-0.1690,13,-1.2377,37,0.30246,13,-1.2979,45,0.66234,38,0.35270,22,-0.5454,35,0.19286,16,-0.9361,55,0.92451
ENSG00000102753,KPNA3,73,-0.0013,87,0.27850,65,-0.1849,111,0.66851,83,0.21493,60,-0.3021,34,-1.2504,107,0.60433,67,-0.1456,75,0.03385
ENSG00000123178,SPRYD7,81,0.76613,33,-0.6497,30,-0.7971,12,-2.1617,69,0.57021,33,-0.6355,54,0.12239,43,-0.2373,48,-0.0600,77,0.67646
ENSG00000136104,RNASEH2B,64,0.53163,45,-0.0369,51,0.18292,58,0.38350,55,0.33001,32,-0.5339,47,0.04568,16,-1.5699,9,-2.4391,69,0.66005
ENSG00000102786,INTS6,84,1.09195,53,0.32700,42,-0.0314,54,0.35631,32,-0.4651,79,0.98546,24,-0.9439,39,-0.1485,22,-1.0259,29,-0.5730
ENSG00000136100,VPS36,138,1.40261,64,0.12729,54,-0.1430,27,-1.1615,90,0.75483,44,-0.4513,34,-0.8935,73,0.32141,54,-0.1297,7,-3.1413
ENSG00000165416,SUGT1,109,0.05569,161,0.67588,51,-1.0970,180,0.86095,112,0.10731,85,-0.3394,107,0.02290,77,-0.4896,81,-0.4168,84,-0.3486
ENSG00000136099,PCDH8,18,-1.0931,0,-6.6346,0,-8.3440,0,-7.3315,130,2.68586,23,-0.7949,18,-1.1982,21,-0.8759,23,-0.7644,77,1.13763
ENSG00000118946,PCDH17,443,1.39682,283,0.63446,202,0.09219,534,1.73928,137,-0.5499,65,-1.6374,72,-1.5673,185,-0.0506,70,-1.5186,88,-1.1731
ENSG00000083544,TDRD3,32,0.00363,70,1.26602,34,0.08086,63,1.08314,28,-0.2460,13,-1.3475,18,-0.9524,53,0.81640,25,-0.3944,4,-2.8213
ENSG00000184226,PCDH9,1252,1.26293,1884,2.01977,686,0.25919,978,0.83865,285,-1.1701,170,-1.8659,260,-1.3141,542,-0.1136,272,-1.1671,117,-2.4144
ENSG00000204899,MZT1,68,0.40842,22,-1.2739,52,0.00482,36,-0.5809,85,0.88479,24,-1.1656,74,0.61885,37,-0.5179,19,-1.5088,51,-0.0454
ENSG00000083520,DIS3,40,0.26205,44,0.41318,23,-0.5633,49,0.58387,39,0.26538,3,-3.5956,24,-0.5923,41,0.29284,32,-0.0784,48,0.55707
ENSG00000118922,KLF12,27,-0.0827,26,-0.1605,42,0.62021,0,-6.2070,38,0.50697,34,0.26772,16,-0.9595,66,1.38966,32,0.15936,8,-1.8781
ENSG00000188243,COMMD6,45,-2.3401,148,-0.5645,235,0.14929,386,0.96290,184,-0.2543,308,0.58752,248,0.26424,128,-0.7927,177,-0.2936,272,0.38276
ENSG00000118939,UCHL3,25,-0.3748,34,0.07028,73,1.34233,50,0.69142,19,-0.8562,46,0.55036,36,0.18617,23,-0.5157,11,-1.6112,16,-1.0890
ENSG00000136153,LMO7,279,2.57709,46,-0.5322,124,1.03675,51,-0.3751,86,0.47801,12,-2.5563,22,-1.7009,30,-1.1957,3,-4.4820,26,-1.4047
ENSG00000178695,KCTD12,122,-0.2151,22,-2.7838,76,-0.9459,141,0.00908,76,-1.0163,760,3.16680,48,-1.7139,28,-2.4064,88,-0.7132,201,0.57363
ENSG00000005812,FBXL3,29,-1.0806,88,0.63308,26,-1.2270,101,0.85815,58,-0.0425,93,0.72491,41,-0.5989,67,0.19500,83,0.54083,25,-1.3081
ENSG00000005810,MYCBP2,546,1.25919,243,-0.0730,259,0.03146,270,0.09574,423,0.93809,161,-0.7089,167,-0.7012,168,-0.6358,90,-1.5708,134,-0.9834
ENSG00000139737,SLAIN1,26,-1.4412,441,3.68201,41,-0.7521,108,0.75121,37,-0.9977,2,-4.9854,24,-1.6775,36,-0.9526,15,-2.2557,23,-1.6107
ENSG00000136160,EDNRB,87,-0.7572,57,-1.3919,32,-2.2156,356,1.53593,46,-1.7899,27,-2.4597,57,-1.4566,665,2.81115,180,0.37552,91,-0.6768
ENSG00000139746,RBM26,415,1.71892,274,0.98101,134,-0.1751,117,-0.3851,113,-0.4794,148,-0.0229,69,-1.2528,179,0.27886,71,-1.1493,97,-0.6654
ENSG00000102471,NDFIP2,186,1.18398,87,-0.0519,55,-0.7654,21,-2.1758,234,1.92447,23,-2.0256,41,-1.2875,62,-0.5764,43,-1.1264,55,-0.7543
ENSG00000136158,SPRY2,40,-0.2979,34,-0.5499,27,-0.8877,27,-0.9117,61,0.39708,21,-1.3025,31,-0.7608,168,2.12548,67,0.50891,18,-1.4774
ENSG00000178235,SLITRK1,260,2.67225,52,-0.1822,91,0.69713,41,-0.5565,73,0.37804,27,-1.1673,30,-1.1005,14,-2.0955,4,-3.8349,10,-2.6166
ENSG00000165300,SLITRK5,137,2.09697,9,-2.1976,23,-0.8529,46,0.19581,92,1.60136,9,-2.2487,21,-1.0511,8,-2.4290,6,-2.8439,21,-0.9559
ENSG00000179399,GPC5,30,0.40214,8,-1.6483,3,-3.0392,32,0.48742,4,-2.7828,9,-1.4865,26,0.17583,126,3.11139,11,-1.1818,5,-2.2999
ENSG00000125285,SOX21,27,-0.4374,9,-1.9486,36,0.01862,29,-0.3198,9,-2.0519,36,0.04029,29,-0.3473,118,2.07242,36,0.05050,56,0.74065
ENSG00000134873,CLDN10,24,-3.0871,32,-2.6824,27,-2.9264,97,-1.0397,63,-1.7640,90,-1.1509,120,-0.7658,956,2.97646,383,1.14197,313,0.80337
ENSG00000134874,DZIP1,157,-0.0104,143,-0.1597,346,1.28687,275,0.89592,75,-1.2126,159,0.00957,135,-0.2737,128,-0.3312,160,0.01504,112,-0.5365
ENSG00000102580,DNAJC3,47,0.12526,64,0.61137,32,-0.4667,58,0.43532,19,-1.3303,68,0.71111,19,-1.3021,66,0.64921,31,-0.5158,81,1.00001
ENSG00000102595,UGGT2,101,1.99119,27,-0.2169,39,0.35609,43,0.49675,29,-0.1343,17,-0.8753,18,-0.9248,29,-0.1175,6,-2.4502,20,-0.6793
ENSG00000185352,HS6ST3,25,-1.7861,0,-8.7175,5,-4.0494,0,-8.4301,248,2.33558,50,-0.7697,83,0.01522,37,-1.2067,103,0.35824,104,0.36781
ENSG00000139793,MBNL2,92,-0.1642,262,1.57590,36,-1.5802,51,-1.0693,164,0.86951,75,-0.4801,71,-0.6112,60,-0.8079,65,-0.6865,114,0.17867
ENSG00000125249,RAP2A,87,-0.2084,133,0.46274,80,-0.3393,72,-0.4893,132,0.49938,70,-0.5360,113,0.23058,50,-1.0455,97,-0.0356,113,0.20320
ENSG00000065150,IPO5,74,-0.3317,67,-0.5013,23,-2.0634,43,-1.1457,192,1.40902,74,-0.3388,70,-0.4555,77,-0.2752,100,0.12804,122,0.44418
ENSG00000152767,FARP1,124,0.52087,79,-0.1896,69,-0.3942,128,0.57643,81,-0.1616,56,-0.7201,68,-0.4657,75,-0.2757,189,1.23223,54,-0.7765
ENSG00000102572,STK24,70,0.18798,25,-1.3703,44,-0.5439,39,-0.7319,71,0.22449,97,0.70201,82,0.49055,79,0.36509,45,-0.4921,44,-0.5497
ENSG00000088387,DOCK9,73,0.39736,99,0.89998,27,-1.1064,54,-0.0631,88,0.79249,77,0.48058,40,-0.5707,27,-1.1356,33,-0.8328,34,-0.7689
ENSG00000134882,UBAC2,22,-0.4703,3,-3.0714,0,-5.0576,12,-1.2998,34,0.25283,43,0.61876,27,-0.1702,69,1.41457,34,0.24097,47,0.73531
ENSG00000125304,TM9SF2,66,0.12596,102,0.82136,45,-0.4792,39,-0.6778,105,0.99980,33,-0.9375,18,-1.9157,103,0.84445,49,-0.3509,50,-0.3140
ENSG00000102452,NALCN,78,1.26622,53,0.62595,20,-0.9152,24,-0.5989,58,0.85131,4,-3.0218,20,-0.9677,27,-0.4681,37,0.05023,34,-0.0990
ENSG00000102466,FGF14,40,-0.5484,32,-0.8913,27,-1.1713,79,0.49841,100,1.01385,21,-1.5297,41,-0.5662,9,-2.6490,46,-0.3560,156,1.66970
ENSG00000134900,TPP2,74,0.93090,93,1.31952,22,-0.9949,69,0.80007,37,-0.2123,16,-1.4567,12,-1.9424,41,-0.0237,48,0.23028,40,-0.0663
ENSG00000134897,BIVM,59,1.20308,31,0.17284,11,-1.3376,19,-0.6180,21,-0.4825,30,0.12153,15,-1.0354,40,0.55350,12,-1.2827,63,1.32467
ENSG00000134899,ERCC5,95,0.83260,53,-0.0903,156,1.70251,65,0.21739,38,-0.6753,53,-0.0895,45,-0.4014,62,0.14411,28,-1.0846,2,-4.4403
ENSG00000125266,EFNB2,57,0.38086,16,-1.5127,33,-0.4590,5,-3.0381,40,-0.1651,110,1.50304,31,-0.6115,85,1.04259,61,0.50664,24,-0.9084
ENSG00000134884,ARGLU1,1427,1.95617,870,1.05792,1084,1.44299,332,-0.4889,107,-2.2880,433,-0.0783,119,-2.1310,535,0.25352,159,-1.5939,173,-1.4698
ENSG00000204442,FAM155A,217,1.54380,6,-3.9403,58,-0.5971,63,-0.4775,129,0.73697,56,-0.6698,82,-0.0704,68,-0.3710,91,0.08660,50,-0.8236
ENSG00000185950,IRS2,122,0.05623,90,-0.4052,36,-1.7715,69,-0.8132,159,0.54388,177,0.66190,108,-0.1379,99,-0.2718,144,0.32802,136,0.23274
ENSG00000213995,NAXD,17,-1.1564,35,-0.1011,40,0.09757,23,-0.7202,47,0.38762,35,-0.1039,33,-0.2035,49,0.41630,61,0.77333,29,-0.3705
ENSG00000088448,ANKRD10,60,0.97503,56,0.85810,15,-1.2074,0,-7.1232,23,-0.5750,84,1.55189,8,-2.2275,53,0.75624,48,0.60735,17,-0.9868
ENSG00000102606,ARHGEF7,179,1.06015,90,-0.0558,68,-0.4846,37,-1.4006,141,0.74011,136,0.59676,65,-0.6077,48,-1.0059,77,-0.3092,75,-0.3407
ENSG00000126217,MCF2L,91,0.39669,73,0.05633,45,-0.6809,1,-5.8585,90,0.42610,78,0.14999,98,0.59041,50,-0.5335,58,-0.3087,76,0.10702
ENSG00000139842,CUL4A,42,0.57480,28,-0.0735,12,-1.3438,10,-1.6046,19,-0.7177,38,0.42349,10,-1.7083,52,0.93128,58,1.12295,52,0.95499
ENSG00000185896,LAMP1,118,0.02382,287,1.50977,40,-1.6128,77,-0.6346,66,-0.9254,112,-0.0556,48,-1.4341,210,0.96225,227,1.09616,94,-0.3226
ENSG00000150403,TMCO3,30,0.05636,53,0.98009,34,0.23110,20,-0.5428,24,-0.3009,36,0.35980,28,-0.0829,32,0.17871,20,-0.5951,18,-0.6886
ENSG00000198176,TFDP1,23,-1.1003,22,-1.2076,49,0.02794,109,1.32396,44,-0.1747,61,0.35388,47,-0.0530,32,-0.6590,54,0.18011,51,0.07125
ENSG00000183087,GAS6,67,0.90733,5,-2.8166,22,-0.8290,3,-3.5980,45,0.27695,89,1.39221,28,-0.5022,62,0.79454,49,0.38435,14,-1.4716
ENSG00000130177,CDC16,30,-0.7525,87,0.94137,30,-0.7385,11,-2.2122,53,0.14647,31,-0.7098,30,-0.8199,99,1.15779,89,0.98426,42,-0.2170
ENSG00000169062,UPF3A,294,0.92495,192,0.22707,357,1.25806,79,-1.1280,130,-0.4088,196,0.26107,99,-0.8604,127,-0.4117,159,-0.0691,131,-0.3634
ENSG00000100814,CCNB1IP1,32,0.09590,14,-1.1170,2,-3.8131,27,-0.1805,38,0.38176,32,0.07832,36,0.31397,39,0.40258,24,-0.3787,46,0.64539
ENSG00000129484,PARP2,53,0.83503,13,-1.3333,18,-0.8690,25,-0.3414,70,1.54956,24,-0.4264,23,-0.5046,26,-0.2624,10,-1.6165,21,-0.6198
ENSG00000092094,OSGEP,66,1.24043,42,0.48024,10,-1.6708,11,-1.4587,34,0.18929,40,0.40339,10,-1.7638,29,-0.0664,46,0.65069,36,0.24815
ENSG00000100823,APEX1,76,-0.1050,94,0.22763,45,-0.9037,73,-0.1529,98,0.33567,42,-0.9941,55,-0.6387,133,0.80144,114,0.54915,88,0.13464
ENSG00000165782,PIP4P1,19,-0.7576,37,0.24209,4,-2.8671,4,-2.9509,48,0.72592,39,0.30428,32,0.00170,21,-0.6374,47,0.61285,52,0.77190
ENSG00000129538,RNASE1,39,-1.7631,900,3.99267,81,-0.6802,160,0.37581,8,-4.2314,246,1.08566,13,-3.4515,5,-4.7053,37,-1.8465,7,-4.1774
ENSG00000165795,NDRG2,685,-1.4738,778,-1.2843,1460,-0.3277,961,-0.9659,935,-1.0787,2093,0.23721,3570,1.30190,2378,0.44271,2082,0.22889,2173,0.29791
ENSG00000258441,LINC00641,59,0.04967,52,-0.1543,54,-0.0807,28,-1.0782,79,0.56557,38,-0.6475,58,0.01162,41,-0.5307,68,0.27408,75,0.42493
ENSG00000092199,HNRNPC,212,-0.5967,442,0.55542,299,-0.0660,391,0.35676,327,0.07780,253,-0.3248,248,-0.3914,293,-0.1005,261,-0.2780,446,0.57252
ENSG00000092201,SUPT16H,170,0.50191,219,0.92852,185,0.64575,129,0.07056,139,0.20752,61,-1.0701,102,-0.3218,103,-0.2892,36,-1.8606,98,-0.3620
ENSG00000100888,CHD8,153,1.26596,134,1.03281,74,0.07147,61,-0.2178,55,-0.4202,44,-0.7314,28,-1.4905,119,0.84121,61,-0.2292,37,-0.9937
ENSG00000092203,TOX4,41,-0.6282,77,0.34548,74,0.29052,87,0.55363,74,0.31896,40,-0.6636,59,-0.0852,44,-0.5363,59,-0.0830,54,-0.2173
ENSG00000165821,SALL2,19,-0.8369,9,-1.9047,25,-0.4510,42,0.38123,26,-0.3819,8,-2.0270,23,-0.6338,70,1.20686,56,0.83751,71,1.24613
ENSG00000129562,DAD1,36,-2.0226,130,-0.0996,64,-1.1787,150,0.12555,133,-0.0721,128,-0.1283,129,-0.1222,193,0.52593,197,0.56223,242,0.90107
ENSG00000155463,OXA1L,19,-1.0590,40,0.06686,14,-1.4914,13,-1.5492,68,1.07896,35,-0.1309,28,-0.4877,78,1.16544,29,-0.4249,36,-0.0934
ENSG00000172590,MRPL52,53,-1.1610,77,-0.5897,78,-0.5605,120,0.09428,99,-0.2167,159,0.54607,138,0.34949,119,0.08187,67,-0.7952,207,0.98843
ENSG00000197324,LRP10,37,-0.1555,47,0.24773,1,-4.9822,22,-0.9239,8,-2.3999,94,1.39043,18,-1.3297,74,0.98423,145,2.21215,13,-1.7099
ENSG00000100461,RBM23,51,0.47961,22,-0.7969,35,-0.1206,49,0.41595,42,0.15874,41,0.12361,19,-1.1086,27,-0.5313,41,0.10993,67,0.91600
ENSG00000100804,PSMB5,58,-1.3221,47,-1.6181,106,-0.4028,67,-1.0983,214,0.79985,116,-0.2727,158,0.24049,161,0.24205,142,0.04521,214,0.70263
ENSG00000100813,ACIN1,177,0.99247,147,0.68041,179,1.01148,82,-0.2394,56,-0.8938,144,0.64687,51,-1.0260,99,0.04295,71,-0.4682,40,-1.3353
