Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000149187,CELF1,85,-0.1369,94,0.02624,90,-0.0430,80,-0.2814,145,0.74647,85,-0.1293
ENSG00000213619,NDUFS3,115,-0.6314,172,0.00154,157,-0.1595,212,0.45212,164,-0.0706,146,-0.2633
ENSG00000110536,PTPMT1,69,0.78931,53,0.39600,39,-0.1661,38,-0.2200,28,-0.6464,31,-0.4773
ENSG00000123444,KBTBD4,18,-0.2427,18,-0.3099,20,-0.1011,23,0.20560,25,0.25525,23,0.14586
ENSG00000172247,C1QTNF4,109,-0.7720,226,0.43954,153,-0.2771,151,-0.3348,288,0.79016,179,-0.0018
ENSG00000109919,MTCH2,54,-0.4776,87,0.29265,70,-0.0925,72,-0.0481,77,0.06307,77,0.07356
ENSG00000109920,FNBP4,60,0.80782,34,-0.1282,36,-0.0085,23,-0.8381,44,0.30555,51,0.52506
ENSG00000030066,NUP160,22,1.05523,16,0.52814,9,-0.5111,6,-1.1785,11,-0.0890,17,0.60329
ENSG00000149177,PTPRJ,12,-0.8237,22,0.15805,18,-0.2156,19,-0.1371,28,0.51011,26,0.40999
ENSG00000086205,FOLH1,4,-1.8766,0,-4.8504,1,-3.2236,3,-2.5036,12,-0.1658,108,4.95913
ENSG00000149136,SSRP1,39,-0.4800,55,0.05560,47,-0.2284,52,-0.0635,75,0.55087,61,0.20166
ENSG00000186907,RTN4RL2,23,-0.8678,54,0.51179,39,-0.1003,40,-0.0801,56,0.50616,27,-0.6540
ENSG00000134809,TIMM10,62,-0.3497,86,0.18270,89,0.25470,78,0.01410,73,-0.1003,57,-0.4955
ENSG00000156587,UBE2L6,48,0.71896,37,0.30419,32,0.07329,27,-0.2925,13,-1.3578,31,0.00804
ENSG00000149131,SERPING1,67,2.03719,20,-0.0598,14,-0.7325,15,-0.6106,11,-0.9740,19,-0.1702
ENSG00000166793,YPEL4,20,-1.2095,41,-0.1334,60,0.58854,48,0.20282,34,-0.4183,39,-0.1991
ENSG00000156599,ZDHHC5,16,-0.4293,20,-0.1474,23,0.11205,19,-0.2512,33,0.69557,24,0.14874
ENSG00000156603,MED19,25,-1.1336,64,0.37742,50,-0.0847,68,0.55099,34,-0.6581,34,-0.6907
ENSG00000213593,TMX2,72,-0.4619,90,-0.1092,106,0.17939,104,0.17579,88,-0.1419,95,-0.0180
ENSG00000211450,SELENOH,152,-0.9617,344,0.36753,384,0.58388,283,0.00813,189,-0.6245,172,-0.7702
ENSG00000198561,CTNND1,42,0.10515,33,-0.3235,56,0.65593,42,0.10787,15,-1.5130,36,-0.1550
ENSG00000186660,ZFP91,117,0.24074,92,-0.1594,92,-0.1541,87,-0.2842,114,0.20664,145,0.59402
ENSG00000110042,DTX4,10,-1.2486,21,-0.1171,37,0.98712,19,-0.2423,14,-0.7228,24,0.11825
ENSG00000110048,OSBP,35,-0.4408,43,-0.1314,53,0.23422,48,0.07713,53,0.22643,39,-0.2604
ENSG00000166900,STX3,14,-0.6547,26,0.34282,24,0.19200,21,-0.0088,23,0.08028,14,-0.6213
ENSG00000166902,MRPL16,61,0.08701,64,0.17524,66,0.23816,62,0.11572,43,-0.4706,32,-0.9264
ENSG00000110104,CCDC86,6,-0.4758,8,-0.0383,6,-0.6481,7,-0.3150,21,1.51281,8,-0.0704
ENSG00000110107,PRPF19,58,-0.7415,86,-0.1482,84,-0.1866,119,0.52075,97,0.05968,83,-0.1860
ENSG00000110108,TMEM109,46,0.82578,21,-0.4813,28,0.04039,24,-0.2331,29,0.09188,29,0.09352
ENSG00000006118,TMEM132A,67,-0.3844,110,0.46670,92,0.13690,65,-0.5214,124,0.61082,63,-0.4716
ENSG00000167987,VPS37C,7,-0.8699,16,0.41647,12,-0.1703,13,0.07156,14,0.19434,11,-0.2142
ENSG00000167986,DDB1,140,-0.0396,120,-0.3102,141,-0.0304,159,0.21425,140,-0.0362,155,0.12643
ENSG00000149476,TKFC,16,-0.5994,8,-1.6657,11,-1.2932,23,-0.0781,62,1.63682,53,1.34830
ENSG00000149532,CPSF7,32,-0.3689,37,-0.1898,40,-0.0437,42,0.05650,46,0.19764,51,0.35590
ENSG00000167985,SDHAF2,25,-0.5927,29,-0.3941,48,0.49007,39,0.15755,32,-0.1895,36,-0.0084
ENSG00000011347,SYT7,33,-1.8716,83,-0.5388,137,0.35687,123,0.18308,185,0.81919,101,-0.1682
ENSG00000134780,DAGLA,13,-1.4688,53,0.86607,37,0.16935,30,-0.2408,40,0.27358,15,-1.2588
ENSG00000124920,MYRF,2,-3.0798,2,-2.9671,4,-2.1191,5,-1.8770,21,0.50286,105,4.13405
ENSG00000134825,TMEM258,173,0.14252,162,0.04638,137,-0.2589,166,0.10382,122,-0.4062,190,0.29619
ENSG00000168496,FEN1,4,-1.9727,12,-0.6028,18,0.12043,25,0.90527,20,0.25126,9,-0.9228
ENSG00000134824,FADS2,106,1.68868,24,-0.8218,43,0.15396,23,-1.0385,41,0.04677,48,0.28413
ENSG00000149485,FADS1,163,2.09027,38,-0.5110,20,-1.4961,22,-1.4912,56,0.17714,104,1.20826
ENSG00000221968,FADS3,33,-0.3046,33,-0.3587,41,0.01276,37,-0.1601,77,1.06099,35,-0.2129
ENSG00000167995,BEST1,26,1.18396,8,-0.8027,8,-0.6800,6,-1.1816,16,0.44713,31,1.56686
ENSG00000167996,FTH1,3844,0.31297,4229,0.54179,3301,0.07358,2151,-0.7449,2253,-0.5378,4084,0.41267
ENSG00000162174,ASRGL1,146,0.80297,106,0.31359,80,-0.2032,58,-0.8350,87,-0.0535,118,0.44972
ENSG00000124942,AHNAK,353,4.22856,17,-1.8180,8,-2.8599,12,-2.4570,35,-0.6181,44,-0.2590
ENSG00000254772,EEF1G,606,1.17493,314,0.06830,214,-0.5954,220,-0.6181,256,-0.2618,443,0.62987
ENSG00000149541,B3GAT3,42,-0.3764,63,0.31853,58,0.16155,38,-0.6394,74,0.53772,58,0.15819
ENSG00000089597,GANAB,43,0.13821,26,-0.6890,37,-0.1297,41,0.05273,52,0.42350,53,0.46991
ENSG00000185085,INTS5,13,-0.0249,12,-0.1253,11,-0.2689,9,-0.7310,28,1.27398,16,0.37912
ENSG00000214756,CSKMT,17,0.94863,12,0.49632,6,-0.7203,8,-0.3759,7,-0.4456,10,0.11283
ENSG00000204922,UQCC3,35,-0.2363,42,0.06021,37,-0.1782,45,0.17811,41,0.00050,41,-0.0078
ENSG00000162191,UBXN1,103,0.53823,82,0.19799,68,-0.1335,60,-0.4112,66,-0.1777,88,0.28750
ENSG00000168000,BSCL2,210,-1.1402,435,-0.0087,513,0.29430,484,0.21555,489,0.17900,325,-0.4687
ENSG00000162188,GNG3,189,-1.3662,496,0.14570,548,0.33193,578,0.51078,284,-0.7478,281,-0.7621
ENSG00000214753,HNRNPUL2,88,-0.2909,103,-0.0586,116,0.16474,108,0.03823,101,-0.0755,110,0.05207
ENSG00000162222,TTC9C,6,-2.4224,21,-0.5863,31,0.07370,42,0.74485,38,0.37596,25,-0.2650
ENSG00000168002,POLR2G,88,0.64544,64,0.13342,37,-0.7880,59,-0.0010,55,-0.1080,70,0.25329
ENSG00000162227,TAF6L,8,-0.1699,11,0.48657,9,0.05777,5,-1.0001,7,-0.3960,17,1.07707
ENSG00000168569,TMEM223,20,-0.2681,17,-0.5889,35,0.73195,25,0.09456,19,-0.3354,20,-0.2632
ENSG00000185475,TMEM179B,24,1.04603,8,-0.8689,10,-0.4261,10,-0.4416,11,-0.2909,28,1.28423
ENSG00000162231,NXF1,24,0.03286,22,-0.1208,28,0.30338,21,-0.2241,29,0.31704,20,-0.2542
ENSG00000162236,STX5,26,-0.2181,27,-0.1938,34,0.20355,28,-0.1666,38,0.36225,33,0.13331
ENSG00000133316,WDR74,13,-0.8644,22,-0.1234,26,0.20130,25,0.15079,31,0.41446,19,-0.3308
ENSG00000255717,SNHG1,15,0.63457,16,0.83473,6,-0.7500,4,-1.4646,11,0.12302,18,0.91016
ENSG00000168003,SLC3A2,129,1.10175,54,-0.3598,43,-0.7333,71,0.13300,52,-0.3833,77,0.23262
ENSG00000168539,CHRM1,26,-1.1407,60,0.13466,53,-0.0826,56,0.01875,81,0.62367,54,-0.0524
ENSG00000133321,PLAAT4,52,3.20653,5,-1.1295,2,-2.0913,4,-1.6093,8,-0.4233,14,0.50275
ENSG00000176485,PLAAT3,110,0.93092,33,-1.0680,41,-0.7324,29,-1.4139,41,-0.6767,243,2.49008
ENSG00000184743,ATL3,46,1.54109,9,-1.2609,16,-0.2188,11,-0.9179,29,0.74249,27,0.58342
ENSG00000133318,RTN3,460,-1.7656,960,-0.7160,1527,0.08960,2164,0.91309,1484,0.03276,1126,-0.4037
ENSG00000188070,C11orf95,33,0.63045,26,0.29283,19,-0.3067,16,-0.6628,31,0.53616,22,-0.0184
ENSG00000072518,MARK2,21,-0.3420,40,0.85597,21,-0.3625,19,-0.5624,27,0.09662,29,0.21110
ENSG00000176340,COX8A,566,-0.0172,764,0.54052,565,-0.0244,548,-0.0893,401,-0.5605,457,-0.3557
ENSG00000167770,OTUB1,61,-1.0391,105,-0.2189,119,0.00329,147,0.45281,126,0.09413,114,-0.0689
ENSG00000133315,MACROD1,17,0.81491,11,0.19385,11,0.15931,5,-1.2590,4,-1.1659,20,1.14103
ENSG00000126500,FLRT1,16,0.84941,8,-0.3015,6,-0.5603,6,-0.6433,18,1.12928,10,0.13534
ENSG00000168439,STIP1,62,0.10195,49,-0.2980,64,0.15662,65,0.23304,52,-0.1748,48,-0.3156
ENSG00000149743,TRPT1,28,0.18536,24,-0.0586,35,0.62411,19,-0.5177,22,-0.1997,24,-0.0401
ENSG00000149761,NUDT22,40,0.43667,24,-0.4495,38,0.37874,31,-0.0010,20,-0.6682,32,0.06343
ENSG00000110011,DNAJC4,34,0.32622,32,0.29190,32,0.26726,25,-0.1701,18,-0.6434,19,-0.5648
ENSG00000173511,VEGFB,126,1.04175,74,0.15695,67,-0.0092,47,-0.6925,35,-1.0330,92,0.49976
ENSG00000173486,FKBP2,51,0.34429,43,0.08100,44,0.11280,43,0.08497,26,-0.7029,32,-0.3926
ENSG00000173457,PPP1R14B,53,0.88048,41,0.52034,34,0.15828,19,-0.9278,29,-0.1095,22,-0.5423
ENSG00000002330,BAD,108,-0.1634,147,0.38776,125,0.08590,102,-0.3042,122,0.04169,111,-0.1110
ENSG00000173264,GPR137,20,-0.2820,25,0.10107,28,0.34812,17,-0.6623,26,0.13695,33,0.56848
ENSG00000173153,ESRRA,13,-1.4473,34,0.05655,43,0.50479,35,0.15267,24,-0.5186,32,-0.0323
ENSG00000173113,TRMT112,181,0.16827,170,0.08293,187,0.25021,171,0.09847,98,-0.7960,123,-0.4384
ENSG00000126432,PRDX5,453,-0.4061,556,-0.0932,730,0.41087,661,0.25843,348,-0.8118,497,-0.2603
ENSG00000162302,RPS6KA4,24,-0.0315,25,0.00901,26,0.09965,18,-0.6413,39,0.71345,30,0.29560
ENSG00000110076,NRXN2,77,-0.2016,114,0.49243,91,0.08569,74,-0.3208,80,-0.1285,82,-0.0935
ENSG00000068831,RASGRP2,23,0.44103,12,-0.6208,28,0.88622,21,0.35847,2,-3.0354,8,-1.2354
ENSG00000068976,PYGM,36,2.20837,9,-0.1721,3,-1.8790,7,-0.8171,6,-0.8076,17,0.77917
ENSG00000168066,SF1,92,-0.1773,118,0.25233,92,-0.2083,103,-0.0090,101,-0.0283,109,0.09765
ENSG00000168067,MAP4K2,26,-0.5161,31,-0.2528,46,0.42451,33,-0.1880,41,0.20463,42,0.24531
ENSG00000133895,MEN1,19,0.16286,12,-0.5876,19,0.20891,16,-0.1219,18,0.11170,22,0.46314
ENSG00000110047,EHD1,21,0.53722,7,-1.1266,13,-0.2335,13,-0.2628,17,0.23488,31,1.20798
ENSG00000110046,ATG2A,18,0.23128,11,-0.5814,11,-0.5270,16,0.06078,23,0.63730,21,0.51889
ENSG00000068971,PPP2R5B,42,-0.5947,48,-0.4246,60,-0.0360,60,-0.0431,94,0.69863,81,0.45130
ENSG00000213465,ARL2,114,-0.2089,130,0.00304,139,0.11816,129,-0.0185,127,-0.0423,135,0.06041
ENSG00000110025,SNX15,30,0.25679,27,0.09014,29,0.24643,19,-0.6041,34,0.44175,24,-0.1188
ENSG00000168061,SAC3D1,13,-0.2470,14,-0.1461,14,-0.0864,14,-0.1005,17,0.12953,22,0.61670
ENSG00000162300,ZFPL1,26,-0.0098,26,0.03528,29,0.23375,24,-0.1756,20,-0.3942,30,0.24649
ENSG00000149823,VPS51,89,0.18506,75,-0.1031,69,-0.2433,71,-0.2199,107,0.49236,95,0.30235
ENSG00000149809,TM7SF2,55,-0.1538,50,-0.3331,68,0.21241,61,0.02862,50,-0.2988,80,0.45255
ENSG00000174276,ZNHIT2,8,-0.2075,10,0.13214,7,-0.5319,10,0.02280,7,-0.4037,16,0.87151
ENSG00000149806,FAU,1248,0.64104,943,0.19978,873,0.05822,656,-0.4971,668,-0.3724,936,0.16433
ENSG00000162298,SYVN1,22,-0.2363,27,0.05551,28,0.13058,23,-0.1895,30,0.23717,27,0.05920
ENSG00000149792,MRPL49,26,-0.0263,25,-0.0813,28,0.09901,27,0.02025,32,0.31011,20,-0.4492
ENSG00000014216,CAPN1,13,-1.6256,32,-0.3416,50,0.46436,43,0.18771,40,0.02819,45,0.21474
ENSG00000133884,DPF2,20,0.10913,20,0.13559,12,-0.7701,14,-0.4874,29,0.72505,30,0.78175
ENSG00000126391,FRMD8,12,0.27036,9,-0.3148,13,0.41725,8,-0.4549,17,0.77441,7,-0.6459
ENSG00000245532,NEAT1,319,2.48428,40,-1.1989,60,-0.5559,34,-1.5901,60,-0.4941,146,0.93655
ENSG00000251562,MALAT1,10393,2.36318,1562,-1.0252,1540,-1.0481,1381,-1.3365,4102,0.59336,3724,0.43200
ENSG00000142186,SCYL1,42,-0.7506,57,-0.3398,79,0.25510,77,0.23606,74,0.12355,69,-0.0017
ENSG00000168056,LTBP3,89,0.98599,50,0.02451,41,-0.3062,33,-0.7836,62,0.37564,61,0.34113
ENSG00000173465,ZNRD2,21,0.13228,20,0.03176,18,-0.1187,22,0.27387,21,0.11582,10,-1.0193
ENSG00000176973,FAM89B,41,-0.2140,58,0.36032,46,-0.0480,42,-0.2234,42,-0.1908,56,0.26349
ENSG00000173442,EHBP1L1,45,0.38263,46,0.45407,39,0.16292,25,-0.7051,45,0.36469,23,-0.6445
ENSG00000173327,MAP3K11,21,0.93257,9,-0.4908,10,-0.2826,6,-1.2400,17,0.55196,25,1.25724
ENSG00000197136,PCNX3,10,0.30446,7,-0.2943,6,-0.6269,9,0.28337,12,0.59409,7,-0.2723
ENSG00000173039,RELA,29,1.00178,12,-0.5427,12,-0.4194,11,-0.7576,23,0.61236,27,0.84742
ENSG00000172977,KAT5,22,-0.3356,20,-0.5920,40,0.66905,25,-0.1970,28,-0.0016,33,0.30038
ENSG00000172922,RNASEH2C,60,0.32891,48,-0.0501,43,-0.2573,45,-0.1940,46,-0.1219,72,0.60861
ENSG00000172757,CFL1,535,-0.5715,702,-0.1636,839,0.15802,884,0.29587,648,-0.2720,776,0.01364
ENSG00000172803,SNX32,7,-1.8050,24,0.09376,22,-0.0926,29,0.47511,31,0.48898,14,-0.7886
ENSG00000172732,MUS81,29,0.61482,17,-0.2593,22,0.18131,16,-0.4348,17,-0.1933,26,0.44834
ENSG00000172638,EFEMP2,29,1.82718,8,-0.2966,9,-0.2264,5,-1.2682,8,-0.3284,14,0.54737
ENSG00000172500,FIBP,56,-0.8677,84,-0.2807,114,0.26190,129,0.58803,57,-0.8504,90,-0.1425
ENSG00000175602,CCDC85B,412,0.01961,504,0.39678,419,0.05370,331,-0.4095,350,-0.2420,469,0.22988
ENSG00000175573,C11orf68,33,-0.8439,55,-0.0714,61,0.10715,61,0.10869,75,0.42735,52,-0.1449
ENSG00000175550,DRAP1,171,0.07910,197,0.35731,191,0.30173,126,-0.4942,137,-0.2695,161,-0.0137
ENSG00000175467,SART1,33,0.56261,24,0.08430,19,-0.3206,17,-0.6002,28,0.31251,33,0.56386
ENSG00000175376,EIF1AD,11,-0.9133,16,-0.4038,24,0.37689,23,0.30277,18,-0.1063,20,0.01435
ENSG00000175334,BANF1,100,0.37456,103,0.49303,81,0.04569,55,-0.6907,75,-0.0780,82,0.05764
ENSG00000175229,GAL3ST3,6,-1.4385,14,-0.1786,20,0.42056,15,-0.1013,21,0.52157,16,0.09322
ENSG00000087365,SF3B2,126,-0.0378,120,-0.1351,116,-0.1933,130,0.01552,138,0.11110,165,0.40274
ENSG00000175115,PACS1,25,0.07525,26,0.14729,19,-0.3632,17,-0.6028,41,0.86687,31,0.38957
ENSG00000174996,KLC2,23,-1.6744,69,0.01318,105,0.80417,63,-0.1891,62,-0.1557,67,-0.0470
ENSG00000174903,RAB1B,68,0.07707,65,0.00663,74,0.23915,54,-0.3683,60,-0.1300,81,0.36365
ENSG00000174871,CNIH2,88,-0.2314,129,0.44808,120,0.30581,66,-0.8155,132,0.42173,99,-0.0362
ENSG00000174851,YIF1A,45,1.33854,18,-0.2221,12,-0.9256,13,-0.8282,25,0.29598,36,0.91640
ENSG00000179292,TMEM151A,11,-2.2940,34,-0.6787,66,0.49462,46,-0.1889,70,0.53447,87,0.88673
ENSG00000174744,BRMS1,16,0.90843,10,0.15584,8,-0.2377,5,-1.0945,9,-0.0454,15,0.88555
ENSG00000174684,B4GAT1,156,-1.1071,287,-0.1907,357,0.20249,369,0.30748,360,0.19415,283,-0.1943
ENSG00000174547,MRPL11,34,0.12327,34,0.18635,25,-0.3830,35,0.27385,21,-0.5800,31,-0.0125
ENSG00000174516,PELI3,14,-1.4961,29,-0.4414,52,0.61436,40,0.14436,51,0.50045,27,-0.5056
ENSG00000174483,BBS1,31,0.06439,25,-0.3065,38,0.46522,29,-0.0250,26,-0.1854,25,-0.2435
ENSG00000174165,ZDHHC24,20,0.21106,19,0.08063,15,-0.3241,15,-0.2734,21,0.26799,23,0.43680
ENSG00000174080,CTSF,149,-0.0032,156,0.07202,124,-0.3333,153,0.04400,161,0.11147,169,0.19592
ENSG00000173992,CCS,32,0.27635,17,-0.7684,27,-0.0104,24,-0.2449,37,0.46822,43,0.73133
ENSG00000239306,RBM14,22,-0.2265,27,0.10114,24,-0.0791,18,-0.6200,34,0.46313,41,0.77314
ENSG00000173933,RBM4,58,0.02553,45,-0.4080,57,-0.0144,61,0.14002,63,0.16432,63,0.15304
ENSG00000173914,RBM4B,10,-0.6713,12,-0.5033,24,0.77302,13,-0.3776,14,-0.1978,24,0.65790
ENSG00000173898,SPTBN2,54,-0.5004,75,0.01619,80,0.15469,63,-0.3225,87,0.26537,100,0.48536
ENSG00000173715,C11orf80,7,-0.3978,12,0.50325,10,0.23216,8,-0.1085,6,-0.5766,7,-0.3572
ENSG00000173653,RCE1,2,-2.1621,13,0.66347,11,0.30858,5,-0.9578,14,0.69232,11,0.33234
ENSG00000173599,PC,46,0.06535,46,0.06399,45,0.01472,38,-0.3105,55,0.35206,47,0.09360
ENSG00000173621,LRFN4,19,-0.3256,24,0.01140,25,0.08431,20,-0.2770,35,0.65573,23,-0.0400
ENSG00000173227,SYT12,11,-1.2991,19,-0.5418,37,0.66134,25,-0.0888,32,0.33786,31,0.24734
ENSG00000173120,KDM2A,24,-0.3036,25,-0.2202,25,-0.2714,32,0.23147,38,0.43990,30,0.05412
ENSG00000173020,GRK2,78,0.22347,53,-0.4168,71,0.08571,55,-0.4298,98,0.59219,90,0.46456
ENSG00000172932,ANKRD13D,31,-0.2211,39,0.15524,42,0.29328,27,-0.4878,36,0.03804,44,0.35223
ENSG00000175482,POLD4,29,0.00816,30,0.08983,31,0.14487,24,-0.3329,23,-0.3547,40,0.53878
ENSG00000172531,PPP1CA,52,-0.1024,54,-0.0558,53,-0.1023,54,-0.0851,72,0.41514,60,0.10346
ENSG00000172508,CARNS1,9,-1.4009,3,-3.0087,8,-1.7627,6,-2.1648,25,0.10342,158,4.17212
ENSG00000175634,RPS6KB2,15,0.21116,8,-0.7391,11,-0.2766,12,-0.1607,20,0.74576,19,0.67330
ENSG00000172725,CORO1B,19,0.76056,5,-1.3277,9,-0.4265,11,-0.0436,8,-0.5920,28,1.44163
ENSG00000172663,TMEM134,23,0.38405,16,-0.1971,23,0.45277,12,-0.6985,16,-0.1315,25,0.53184
ENSG00000110711,AIP,43,-0.3183,51,-0.0502,59,0.22821,48,-0.1573,50,-0.0548,64,0.33516
ENSG00000110697,PITPNM1,22,-0.5215,29,-0.1117,40,0.50538,26,-0.3234,24,-0.4036,45,0.61854
ENSG00000167797,CDK2AP2,35,0.92060,26,0.46741,13,-0.7456,15,-0.5521,18,-0.1890,25,0.35745
ENSG00000084207,GSTP1,306,1.11533,172,0.16130,127,-0.3839,116,-0.5938,137,-0.2170,187,0.27220
ENSG00000167792,NDUFV1,149,-0.4726,202,0.00620,178,-0.2205,223,0.21096,224,0.17147,213,0.08958
ENSG00000110717,NDUFS8,158,-0.0355,193,0.32887,168,0.07030,163,0.01704,109,-0.6203,138,-0.2505
ENSG00000110721,CHKA,28,-0.5761,34,-0.2970,53,0.51158,31,-0.5155,55,0.47702,55,0.48053
ENSG00000110066,KMT5B,81,0.91032,31,-0.6915,37,-0.4043,39,-0.3193,69,0.63551,61,0.44595
ENSG00000171067,C11orf24,5,-1.3105,9,-0.4716,13,0.11754,14,0.27281,17,0.49787,14,0.21523
ENSG00000110075,PPP6R3,37,-0.0662,34,-0.2342,35,-0.1952,32,-0.3560,55,0.56539,62,0.75058
ENSG00000110090,CPT1A,42,1.67046,10,-0.6642,15,-0.0287,13,-0.3755,7,-1.1785,17,0.16141
ENSG00000197345,MRPL21,66,-0.3918,84,-0.0258,90,0.10752,110,0.55454,64,-0.4439,43,-1.0544
ENSG00000132740,IGHMBP2,10,-0.3629,13,0.15384,10,-0.3289,13,0.06630,16,0.44910,12,-0.0748
ENSG00000110092,CCND1,47,2.31959,5,-1.5506,7,-0.9992,8,-0.9663,15,0.26051,20,0.73510
ENSG00000149716,LTO1,14,0.17140,10,-0.4044,18,0.61588,10,-0.3838,11,-0.2098,15,0.26826
ENSG00000168040,FADD,4,-1.1120,6,-0.8910,12,0.36451,10,-0.0040,15,0.65234,14,0.55996
ENSG00000131626,PPFIA1,134,1.60192,39,-0.5032,34,-0.7670,37,-0.6682,67,0.39456,69,0.42637
ENSG00000085733,CTTN,59,-0.6124,82,-0.1072,98,0.23202,80,-0.1612,107,0.34144,101,0.24607
ENSG00000162105,SHANK2,53,-0.2219,74,0.35000,55,-0.1823,48,-0.4736,109,0.97118,46,-0.4311
ENSG00000172893,DHCR7,48,0.44474,21,-0.9338,37,0.01533,36,-0.0590,28,-0.4212,67,1.01255
ENSG00000254682,AP002387.2,18,0.81829,14,0.44878,9,-0.2786,6,-0.9823,9,-0.3018,16,0.66682
ENSG00000137522,RNF121,14,-0.2919,14,-0.2456,19,0.21639,20,0.41238,11,-0.6572,15,-0.1937
ENSG00000137497,NUMA1,82,0.61328,49,-0.2505,51,-0.1689,35,-0.8891,88,0.74087,87,0.71913
ENSG00000184154,LRTOMT,17,1.04270,9,0.07274,8,-0.1581,5,-0.8749,11,0.37598,10,0.11004
ENSG00000149357,LAMTOR1,143,0.28862,133,0.19874,115,-0.0735,112,-0.1289,107,-0.1740,113,-0.0931
ENSG00000110200,ANAPC15,55,-0.3020,82,0.37462,77,0.25687,56,-0.3439,47,-0.5723,81,0.30333
ENSG00000165458,INPPL1,23,1.23060,14,0.40497,10,-0.1393,4,-1.8153,16,0.56973,12,0.14447
ENSG00000162129,CLPB,32,-0.2648,45,0.31609,42,0.18966,31,-0.3808,35,-0.1137,44,0.23110
ENSG00000186642,PDE2A,63,-1.0482,156,0.41199,123,-0.0292,106,-0.3232,180,0.60105,129,0.05165
ENSG00000186635,ARAP1,27,1.14038,10,-0.5348,8,-0.9271,5,-1.7891,29,1.30302,29,1.29640
ENSG00000214530,STARD10,27,-0.2039,24,-0.4923,31,-0.0173,30,-0.0998,34,0.14713,53,0.85987
ENSG00000285693,AP002381.2,10,-0.0821,14,0.60471,12,0.24860,8,-0.5153,8,-0.3960,9,-0.1326
ENSG00000168010,ATG16L2,16,0.24446,20,0.74281,18,0.57386,8,-0.8930,8,-0.8432,9,-0.5247
ENSG00000137478,FCHSD2,45,1.07368,12,-1.0899,21,-0.1950,22,-0.1290,22,-0.1089,36,0.68047
ENSG00000110237,ARHGEF17,44,-0.1192,36,-0.4800,55,0.27587,48,0.05493,59,0.35814,42,-0.1656
ENSG00000054965,FAM168A,77,-0.5380,101,-0.1449,116,0.10295,105,-0.0720,133,0.31310,133,0.32176
ENSG00000021300,PLEKHB1,380,1.71334,114,-0.3878,74,-1.0892,46,-1.9693,141,-0.0050,383,1.72802
ENSG00000175582,RAB6A,135,-1.2715,254,-0.3330,360,0.29062,402,0.59413,301,-0.0329,201,-0.6661
ENSG00000175581,MRPL48,21,-1.0509,39,-0.1217,36,-0.2449,57,0.69424,28,-0.6118,46,0.16520
ENSG00000181924,COA4,49,0.82391,30,0.03313,21,-0.6203,27,-0.1739,23,-0.4041,42,0.54256
ENSG00000175575,PAAF1,27,-0.3207,39,0.29618,31,-0.1421,25,-0.5320,36,0.10854,55,0.81094
ENSG00000168014,C2CD3,12,0.42008,8,-0.1205,7,-0.3914,7,-0.4739,15,0.88709,10,0.25757
ENSG00000214517,PPME1,49,-1.0347,76,-0.4073,95,-0.0083,114,0.37998,131,0.51626,91,-0.0698
ENSG00000165434,PGM2L1,109,-1.3601,209,-0.4076,242,-0.1538,335,0.52228,397,0.67300,224,-0.2592
ENSG00000254837,AP001372.2,14,-0.4952,17,-0.2062,16,-0.2911,27,0.77463,11,-0.7856,18,-0.0718
ENSG00000077514,POLD3,12,0.00617,11,-0.1679,7,-0.7755,15,0.57115,18,0.69783,5,-1.1265
ENSG00000166439,RNF169,34,1.08476,20,0.24077,14,-0.4649,9,-1.1527,20,0.18854,28,0.71098
ENSG00000166435,XRRA1,17,-0.0679,18,-0.0246,18,-0.0513,15,-0.3921,27,0.67470,21,0.23562
ENSG00000118363,SPCS2,233,0.66989,154,-0.0157,191,0.38294,119,-0.5243,112,-0.5165,162,0.06339
ENSG00000162139,NEU3,6,-1.1976,15,0.25066,15,0.25101,13,-0.0507,23,0.91672,4,-1.8853
ENSG00000137491,SLCO2B1,43,2.13785,8,-0.8069,11,-0.2511,3,-2.2462,10,-0.3293,27,1.24860
ENSG00000137486,ARRB1,92,0.39846,55,-0.4766,67,-0.1139,64,-0.2385,112,0.73424,79,0.15106
ENSG00000149273,RPS3,679,0.94296,402,0.07588,369,-0.0757,276,-0.6431,339,-0.2050,464,0.30178
ENSG00000149243,KLHL35,3,-1.7589,15,0.49077,12,0.19753,8,-0.5092,12,0.11496,17,0.62859
ENSG00000158555,GDPD5,3,-1.8601,5,-1.3796,9,-0.4128,14,0.35444,21,0.88855,24,1.16968
ENSG00000171533,MAP6,72,-0.4309,92,-0.0624,101,0.11363,95,0.01529,115,0.31278,89,-0.0939
ENSG00000062282,DGAT2,5,-1.3136,10,-0.2421,10,-0.2300,11,-0.0796,24,1.24602,13,0.15232
ENSG00000198382,UVRAG,13,-1.2093,29,-0.0374,27,-0.1521,31,0.05884,35,0.26326,44,0.64826
ENSG00000137492,THAP12,46,0.29601,50,0.46379,26,-0.6509,33,-0.3071,54,0.55794,34,-0.1969
ENSG00000179240,GVQW3,12,-0.1058,18,0.55032,8,-0.8741,13,-0.0724,15,0.17268,16,0.26156
