Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000164978,NUDT2,28,0.11917,15,-0.7905,18,-0.5304,37,0.67529,12,-1.2538,33,0.41370,28,0.15858
ENSG00000164976,MYORG,17,-0.3459,35,0.78576,6,-1.9178,5,-2.1912,12,-0.9457,54,1.82485,19,-0.2114
ENSG00000164972,C9orf24,7,-2.0400,29,0.01485,9,-1.6772,16,-0.9849,13,-1.2112,60,1.37883,41,0.71190
ENSG00000164970,FAM219A,49,-0.6006,49,-0.6184,78,0.10431,67,-0.1371,62,-0.2684,76,0.07936,96,0.54881
ENSG00000168913,ENHO,109,-1.2019,373,0.71139,227,-0.0835,146,-0.8186,101,-1.3953,573,1.72582,175,-0.5759
ENSG00000122756,CNTFR,22,-0.0935,32,0.46749,15,-0.6396,13,-0.9703,13,-1.0036,45,1.22865,24,0.01721
ENSG00000164967,RPP25L,13,-0.5865,12,-0.7574,11,-0.8855,9,-1.1878,18,-0.1519,19,-0.0175,35,1.27647
ENSG00000137100,DCTN3,41,-1.3192,58,-0.8045,64,-0.6597,135,0.58028,47,-1.1869,112,0.24637,140,0.74398
ENSG00000147955,SIGMAR1,13,-1.1530,15,-1.0003,7,-2.0916,20,-0.5985,24,-0.2886,32,0.19008,53,1.31422
ENSG00000213930,GALT,11,-0.4852,12,-0.2698,10,-0.6563,12,-0.3635,16,0.07383,17,0.22010,19,0.47748
ENSG00000187186,AL162231.1,29,-1.7736,82,-0.2234,74,-0.3900,87,-0.1444,54,-0.9356,122,0.43420,144,0.85637
ENSG00000122733,PHF24,19,-2.6859,72,-0.7777,121,0.02408,113,-0.0829,141,0.29945,119,0.00018,156,0.55059
ENSG00000165280,VCP,101,-0.2330,57,-1.1154,58,-1.0848,123,0.07951,120,0.02545,117,-0.0182,160,0.61724
ENSG00000165283,STOML2,31,-0.9482,22,-1.4279,37,-0.6689,49,-0.2841,50,-0.2474,65,0.21370,91,0.96812
ENSG00000005238,FAM214B,29,0.13054,12,-1.1571,14,-1.0214,18,-0.6492,27,0.01658,38,0.61477,34,0.44163
ENSG00000198722,UNC13B,18,-0.7623,16,-0.9497,29,-0.0600,29,-0.0735,47,0.81766,29,-0.0455,29,-0.0676
ENSG00000198853,RUSC2,40,-0.8484,53,-0.4321,59,-0.2723,57,-0.3397,63,-0.1950,77,0.16237,99,0.69645
ENSG00000107140,TESK1,10,-1.7342,16,-1.1396,13,-1.4550,24,-0.5885,37,0.13981,43,0.41109,54,0.96175
ENSG00000159884,CCDC107,20,-0.5331,26,-0.1162,12,-1.2401,29,0.06706,23,-0.3685,34,0.30951,36,0.50059
ENSG00000137076,TLN1,134,2.83020,58,1.19707,18,-0.6591,4,-2.9684,15,-1.0021,30,0.14035,9,-1.8599
ENSG00000107175,CREB3,43,-0.1773,35,-0.4940,48,-0.0105,50,0.05979,40,-0.3074,59,0.33807,52,0.14084
ENSG00000070610,GBA2,12,-2.2147,51,-0.0182,43,-0.3108,50,-0.0812,46,-0.1946,41,-0.3844,81,0.93675
ENSG00000107185,RGP1,25,0.24660,20,-0.1026,35,0.81155,19,-0.2201,29,0.57567,16,-0.4469,15,-0.5746
ENSG00000137133,HINT2,29,-0.2187,26,-0.3769,27,-0.3148,12,-1.6514,20,-0.8011,61,1.10791,44,0.56310
ENSG00000137103,TMEM8B,23,-1.0362,25,-0.8754,19,-1.2990,43,-0.0790,33,-0.5336,60,0.49323,68,0.84458
ENSG00000122705,CLTA,178,-0.5461,142,-0.8869,208,-0.3030,269,0.10698,244,-0.0619,206,-0.3450,356,0.70367
ENSG00000159921,GNE,20,-0.1684,7,-1.5775,12,-0.9302,24,0.18778,15,-0.5707,21,-0.0492,34,0.90238
ENSG00000137075,RNF38,23,-1.1065,31,-0.6725,34,-0.5090,36,-0.4800,55,0.25659,54,0.19776,65,0.63219
ENSG00000281649,EBLN3P,45,-0.3898,48,-0.2839,85,0.61674,67,0.26500,56,-0.0638,49,-0.2659,57,-0.0284
ENSG00000147905,ZCCHC7,32,0.53104,39,0.85672,31,0.52006,14,-0.7468,43,1.17646,12,-0.9998,10,-1.3103
ENSG00000137106,GRHPR,72,0.40774,31,-0.9147,41,-0.4753,61,0.15335,26,-1.2045,62,0.18668,76,0.61365
ENSG00000175768,TOMM5,28,-1.5236,43,-0.9208,82,0.07585,81,0.07568,52,-0.6652,116,0.72210,94,0.37591
ENSG00000122741,DCAF10,31,-0.8781,77,0.52498,49,-0.1984,61,0.15815,74,0.52458,42,-0.4627,51,-0.1487
ENSG00000180071,ANKRD18A,348,3.23101,63,0.00426,32,-1.0037,13,-2.3799,124,1.29789,4,-4.0818,8,-3.2323
ENSG00000283886,BX664615.2,22,-0.2019,37,0.58650,7,-1.9628,36,0.64096,20,-0.3803,18,-0.5358,29,0.30514
ENSG00000240240,BX664727.3,10,-0.5099,29,1.14227,4,-1.8412,5,-1.5696,36,1.87319,6,-1.3713,11,-0.5034
ENSG00000154529,CNTNAP3B,16,-0.2545,21,0.18034,5,-1.7742,7,-1.5848,36,1.21363,17,-0.1718,21,0.22071
ENSG00000231527,FAM27C,11,-0.7722,18,0.01135,15,-0.2276,26,0.69215,23,0.41669,17,-0.0964,13,-0.5933
ENSG00000107242,PIP5K1B,3,-3.1903,15,-0.9499,3,-2.9991,34,0.31314,11,-1.5436,32,0.19360,55,1.49595
ENSG00000187866,FAM122A,11,-0.8804,17,-0.2348,4,-2.1612,19,-0.0506,19,-0.0761,20,0.06558,29,0.79804
ENSG00000165060,FXN,33,1.38138,18,0.41420,6,-1.1792,12,-0.2896,6,-1.3002,15,0.06480,15,0.17297
ENSG00000119139,TJP2,140,4.27968,15,-0.2757,5,-1.9006,6,-1.6407,2,-2.9593,12,-0.6440,5,-2.1657
ENSG00000107282,APBA1,23,-0.5967,43,0.37803,26,-0.3947,34,0.00716,24,-0.5799,47,0.57058,35,0.06537
ENSG00000188647,PTAR1,57,0.64292,66,0.86187,73,1.04879,20,-1.0353,30,-0.3956,51,0.49571,20,-1.0977
ENSG00000198887,SMC5,130,1.90291,78,0.97867,17,-1.4017,45,0.09938,62,0.67540,14,-1.7686,14,-1.8045
ENSG00000119138,KLF9,49,-1.3391,117,-0.0077,84,-0.5194,173,0.69595,112,-0.0847,107,-0.1672,126,0.13674
ENSG00000083067,TRPM3,32,-0.7081,99,1.07056,83,0.77768,33,-0.7352,72,0.62012,45,-0.2106,33,-0.7818
ENSG00000107362,ABHD17B,83,1.55318,21,-0.6645,32,-0.0452,26,-0.4011,20,-0.8207,31,-0.0620,34,0.07721
ENSG00000119125,GDA,38,-2.0259,41,-1.9034,179,0.33650,182,0.40705,211,0.67748,96,-0.6883,168,0.28692
ENSG00000107372,ZFAND5,162,-0.9741,154,-1.0571,299,-0.0376,377,0.36744,337,0.16457,319,0.07097,332,0.15531
ENSG00000165092,ALDH1A1,38,-0.8717,109,0.75683,138,1.15200,38,-0.9555,28,-1.4367,132,1.24859,45,-0.7333
ENSG00000198963,RORB,29,-2.7830,528,1.74933,31,-2.6627,168,-0.1875,186,-0.0146,189,0.01370,192,0.04647
ENSG00000135045,C9orf40,7,-0.9397,8,-0.7184,12,-0.1374,19,0.60846,9,-0.5852,9,-0.6753,20,0.77649
ENSG00000156017,CARNMT1,15,-0.1783,22,0.41088,13,-0.3993,16,-0.1443,13,-0.5230,17,-0.0399,22,0.46466
ENSG00000106733,NMRK1,17,-0.4987,19,-0.3912,6,-2.1100,20,-0.3325,19,-0.3869,29,0.33450,37,0.89699
ENSG00000134996,OSTF1,24,-0.5752,19,-0.9340,25,-0.5170,57,0.86460,20,-0.9354,31,-0.2229,47,0.55944
ENSG00000135002,RFK,29,-1.9716,76,-0.5396,80,-0.4563,87,-0.3548,107,-0.0048,112,0.07346,165,0.88507
ENSG00000106772,PRUNE2,231,0.51464,136,-0.3207,68,-1.3643,71,-1.4007,203,0.33428,115,-0.6247,266,0.97892
ENSG00000197969,VPS13A,71,-0.8635,156,0.35908,157,0.36659,135,0.14313,230,1.15304,84,-0.6520,70,-1.0170
ENSG00000156052,GNAQ,353,-0.1837,412,0.06160,645,0.78477,416,0.08442,426,0.12668,404,0.03146,285,-0.6033
ENSG00000148019,CEP78,145,1.90126,60,0.37938,28,-0.7978,33,-0.6168,82,1.00692,27,-0.8987,17,-1.7159
ENSG00000135069,PSAT1,176,1.68375,51,-0.3755,64,-0.0177,15,-2.2622,46,-0.5748,137,1.43516,30,-1.3354
ENSG00000106829,TLE4,252,1.54312,28,-1.9334,228,1.36795,51,-1.0836,211,1.43466,34,-1.7151,33,-1.8865
ENSG00000196781,TLE1,31,-0.3295,54,0.51777,18,-1.2040,32,-0.3557,16,-1.3803,56,0.64989,52,0.58950
ENSG00000148057,IDNK,19,0.14277,22,0.34983,19,0.09524,8,-1.2664,12,-0.5698,37,1.44323,12,-0.7161
ENSG00000135018,UBQLN1,59,-1.0902,49,-1.3670,99,-0.3163,169,0.59748,100,-0.3352,110,-0.1752,164,0.61095
ENSG00000165113,GKAP1,89,1.03788,96,1.16684,84,0.93984,43,-0.1360,37,-0.3884,26,-0.9881,27,-0.9564
ENSG00000165115,KIF27,66,1.74782,56,1.43450,21,-0.1463,19,-0.3233,21,-0.2117,12,-1.1191,11,-1.2416
ENSG00000165119,HNRNPK,367,-0.1171,291,-0.4765,313,-0.3663,471,0.30486,419,0.09783,353,-0.1978,432,0.16877
ENSG00000148053,NTRK2,1022,0.46426,1274,0.82808,1356,0.93233,550,-0.5515,582,-0.4602,868,0.22468,505,-0.7508
ENSG00000135049,AGTPBP1,112,0.66857,66,-0.1816,76,0.04465,96,0.46520,77,0.08357,40,-0.9920,68,-0.1484
ENSG00000135040,NAA35,73,0.46952,61,0.18885,49,-0.1568,71,0.46319,92,0.95122,33,-0.8310,27,-1.2509
ENSG00000135052,GOLM1,121,0.30344,60,-0.7727,63,-0.7158,113,0.22434,100,0.01101,96,-0.0621,111,0.20994
ENSG00000135070,ISCA1,44,-1.3799,50,-1.1752,93,-0.2340,88,-0.3513,86,-0.3826,129,0.30476,169,0.93463
ENSG00000083223,TUT7,101,1.81309,57,0.80446,17,-1.0278,36,0.08827,51,0.68235,10,-1.9316,15,-1.4303
ENSG00000196730,DAPK1,16,-1.2960,21,-0.9032,3,-3.5150,57,0.70294,33,-0.2724,47,0.35235,49,0.49085
ENSG00000135047,CTSL,45,-0.0824,31,-0.6623,30,-0.6867,35,-0.5207,29,-0.8114,46,-0.0618,81,1.16484
ENSG00000106723,SPIN1,77,-1.1850,115,-0.5900,147,-0.2152,184,0.15439,185,0.16261,169,0.00530,202,0.36136
ENSG00000148082,SHC3,79,-1.2279,244,0.51265,318,0.95239,168,-0.0908,151,-0.2728,239,0.53372,123,-0.6664
ENSG00000187742,SECISBP2,80,0.61097,68,0.34632,46,-0.2530,66,0.32946,69,0.40907,34,-0.7711,41,-0.5255
ENSG00000187764,SEMA4D,209,2.46272,13,-2.0461,51,-0.0257,31,-0.8561,47,-0.1446,36,-0.5826,40,-0.4870
ENSG00000165023,DIRAS2,135,-1.7709,117,-1.9782,975,1.34313,387,-0.1949,793,1.13233,284,-0.7030,349,-0.4047
ENSG00000148090,AUH,14,-1.3794,25,-0.4518,8,-2.1353,30,-0.2217,39,0.23265,24,-0.6071,59,1.18366
ENSG00000090054,SPTLC1,28,-0.4084,27,-0.4675,13,-1.6149,16,-1.3386,57,0.78272,45,0.32007,47,0.47299
ENSG00000196305,IARS,27,-1.3756,27,-1.3992,36,-0.9536,72,0.12501,74,0.16176,55,-0.3222,104,0.92878
ENSG00000198000,NOL8,110,1.53128,70,0.73565,21,-1.1154,33,-0.4681,79,1.07922,19,-1.3198,21,-1.2540
ENSG00000127080,IPPK,5,-1.6348,4,-1.7219,26,0.92763,19,0.47132,12,-0.2955,14,-0.0587,16,0.21536
ENSG00000185963,BICD2,50,0.33265,28,-0.5497,34,-0.2489,54,0.52334,39,-0.0385,41,0.01171,34,-0.2947
ENSG00000165233,CARD19,10,-1.1712,5,-2.0983,5,-2.1833,15,-0.5667,17,-0.3252,36,0.95663,33,0.90645
ENSG00000131669,NINJ1,14,-0.5638,18,-0.1790,16,-0.3657,16,-0.4345,17,-0.2480,31,0.79137,22,0.16207
ENSG00000165238,WNK2,21,-1.9753,34,-1.2217,69,-0.1760,92,0.31299,75,-0.0403,82,0.11524,100,0.53395
ENSG00000188938,FAM120AOS,60,-0.0446,80,0.39668,55,-0.1823,71,0.25007,65,0.09085,62,0.00532,50,-0.3880
ENSG00000048828,FAM120A,135,0.56974,102,0.12646,101,0.10517,83,-0.2279,126,0.52127,87,-0.1430,68,-0.6072
ENSG00000197724,PHF2,50,1.45770,20,-0.0127,31,0.65139,10,-1.1008,25,0.34966,17,-0.2697,13,-0.7869
ENSG00000158079,PTPDC1,85,2.50839,8,-1.4628,22,0.12301,14,-0.5838,23,0.20187,6,-1.7954,14,-0.6237
ENSG00000148110,MFSD14B,27,0.09763,18,-0.5020,8,-1.6665,21,-0.3124,34,0.55379,33,0.51146,24,-0.1124
ENSG00000148120,AOPEP,37,1.17692,8,-1.2279,19,0.13424,5,-1.9640,25,0.62717,19,0.07851,17,-0.0599
ENSG00000185920,PTCH1,7,-1.1653,28,1.03465,11,-0.4355,6,-1.3867,9,-0.7833,35,1.71698,10,-0.7105
ENSG00000182150,ERCC6L2,102,0.72479,92,0.56244,98,0.67096,70,0.13397,83,0.44043,35,-1.0206,36,-1.0171
ENSG00000130956,HABP4,128,-0.9314,242,0.05132,355,0.66466,213,-0.1650,185,-0.4000,293,0.39370,236,0.01061
ENSG00000081377,CDC14B,62,1.56032,29,0.27404,26,0.09068,18,-0.5171,36,0.70203,18,-0.4569,10,-1.4912
ENSG00000081386,ZNF510,7,-1.0923,11,-0.4801,3,-2.2105,12,-0.3672,12,-0.2782,16,0.10080,25,1.15624
ENSG00000196312,MFSD14C,45,0.17970,32,-0.3332,42,0.06732,41,0.03626,55,0.54800,35,-0.2460,34,-0.3123
ENSG00000196116,TDRD7,26,0.72152,16,0.02040,16,0.01148,15,-0.1221,11,-0.6616,12,-0.4770,20,0.41820
ENSG00000136842,TMOD1,11,-1.5767,22,-0.5064,12,-1.4096,58,1.18913,10,-1.8053,26,-0.2495,45,0.79147
ENSG00000136925,TSTD2,17,-0.0018,7,-1.2822,19,0.10786,7,-1.3325,26,0.68205,20,0.25462,20,0.23929
ENSG00000136937,NCBP1,20,-0.3111,37,0.66166,11,-1.2102,21,-0.2498,31,0.40277,22,-0.1786,26,0.11264
ENSG00000136936,XPA,105,0.79795,95,0.63675,81,0.37376,68,0.10774,75,0.28165,37,-0.8901,42,-0.7646
ENSG00000136938,ANP32B,696,2.48799,208,0.30418,448,1.61403,52,-1.9018,93,-1.0096,125,-0.5273,55,-1.9264
ENSG00000095380,NANS,9,-1.4267,6,-2.0221,13,-0.9011,37,0.85776,14,-0.7683,13,-0.8840,40,1.17893
ENSG00000106789,CORO2A,3,-2.4517,8,-1.0070,17,0.09367,12,-0.5363,33,1.31985,19,0.31818,13,-0.4316
ENSG00000136928,GABBR2,56,-2.8164,245,-0.6231,243,-0.6349,583,0.84836,400,0.15119,265,-0.5440,454,0.42461
ENSG00000119523,ALG2,16,0.04337,17,0.12712,22,0.51275,8,-1.0523,18,0.20210,17,0.07379,17,0.07834
ENSG00000106803,SEC61B,56,-0.1159,33,-0.9260,47,-0.3907,75,0.36427,24,-1.5096,77,0.42260,80,0.56542
ENSG00000136874,STX17,65,1.27028,53,0.90389,15,-1.0029,17,-0.9099,32,0.12207,20,-0.6717,29,-0.0395
ENSG00000023318,ERP44,33,0.11255,32,0.03889,12,-1.4565,43,0.59371,38,0.33759,29,-0.1282,25,-0.3725
ENSG00000136891,TEX10,9,-0.8041,23,0.54498,11,-0.5671,26,0.82492,10,-0.8226,13,-0.4046,18,0.23059
ENSG00000066697,MSANTD3,34,0.33697,29,0.12100,30,0.16117,30,0.15674,30,0.15822,18,-0.7144,26,-0.0674
ENSG00000241697,TMEFF1,89,-0.3689,73,-0.6769,120,0.10159,95,-0.2979,148,0.48339,82,-0.5414,141,0.44629
ENSG00000136897,MRPL50,21,-0.6096,19,-0.7182,23,-0.4671,39,0.38254,38,0.34358,35,0.19036,29,-0.1204
ENSG00000136870,ZNF189,41,0.82943,15,-0.7618,6,-1.9980,20,-0.2873,37,0.74955,24,0.00255,22,-0.1710
ENSG00000165152,TMEM246,40,-1.1953,55,-0.7141,45,-1.0009,113,0.45036,108,0.36166,64,-0.5238,114,0.52837
ENSG00000155827,RNF20,246,1.46777,143,0.53835,74,-0.5007,98,-0.0700,116,0.23657,67,-0.6837,65,-0.8007
ENSG00000136824,SMC2,148,1.07955,94,0.33036,95,0.33927,102,0.51467,99,0.45198,23,-1.8832,44,-0.9791
ENSG00000136783,NIPSNAP3A,20,-0.5802,8,-1.8188,20,-0.5543,20,-0.6529,44,0.74452,34,0.23713,36,0.39457
ENSG00000070214,SLC44A1,652,3.20451,66,-0.8924,96,-0.3226,63,-1.0262,99,-0.3134,58,-1.1679,57,-1.2918
ENSG00000106701,FSD1L,40,-0.5364,62,0.14281,50,-0.1877,61,0.14193,80,0.62892,45,-0.3551,50,-0.2103
ENSG00000106692,FKTN,23,0.09899,15,-0.5785,8,-1.5044,17,-0.3912,44,1.34588,25,0.26719,13,-0.8127
ENSG00000148143,ZNF462,128,2.50288,46,0.63470,32,0.07114,18,-0.9192,29,-0.1284,22,-0.5910,10,-1.9083
ENSG00000119318,RAD23B,61,-1.3098,90,-0.7189,73,-1.0259,200,0.59489,134,-0.1164,126,-0.2130,192,0.59353
ENSG00000070061,ELP1,35,-0.1235,22,-0.8320,14,-1.4984,41,0.13700,34,-0.1985,36,-0.1077,55,0.74218
ENSG00000119328,ABITRAM,8,-1.2650,9,-1.0909,8,-1.2837,21,0.15852,15,-0.3399,18,-0.1067,31,1.06609
ENSG00000119326,CTNNAL1,14,-0.4532,13,-0.5362,24,0.36729,13,-0.5756,43,1.56020,14,-0.5611,12,-0.7532
ENSG00000106771,TMEM245,107,-0.4906,135,-0.1319,103,-0.5540,169,0.23763,209,0.62800,124,-0.2921,140,-0.1019
ENSG00000260230,FRRS1L,70,-1.8694,158,-0.6477,250,0.05623,401,0.93707,291,0.33348,186,-0.4403,220,-0.1755
ENSG00000095203,EPB41L4B,9,-2.0548,24,-0.6392,54,0.60030,41,0.18131,44,0.31049,43,0.27885,33,-0.2121
ENSG00000070159,PTPN3,2,-3.2513,12,-0.7948,23,0.16558,21,0.07240,17,-0.2879,15,-0.5407,34,1.07681
ENSG00000157654,PALM2-AKAP2,204,0.90496,117,0.00311,199,0.86690,132,0.22338,120,0.04566,76,-0.7153,74,-0.8091
ENSG00000136810,TXN,76,-1.6719,128,-0.8959,170,-0.4669,227,-0.0217,170,-0.5064,265,0.24940,353,0.90249
ENSG00000198121,LPAR1,572,3.19545,52,-1.0711,325,1.93872,10,-3.5194,29,-2.0446,75,-0.5619,26,-2.3093
ENSG00000136813,ECPAS,135,-0.0458,88,-0.6912,120,-0.2199,148,0.11292,170,0.36498,99,-0.5639,162,0.30404
ENSG00000173258,ZNF483,124,-1.1203,213,-0.3027,324,0.35523,302,0.27014,300,0.25653,232,-0.1838,259,0.00130
ENSG00000106853,PTGR1,9,-0.7115,17,0.29621,18,0.32726,19,0.54401,10,-0.5145,15,0.13668,12,-0.2767
ENSG00000059769,DNAJC25,21,0.23690,19,0.04242,6,-1.6502,21,0.29801,26,0.64402,12,-0.6062,17,-0.0948
ENSG00000242616,GNG10,54,-0.6068,41,-1.0237,94,0.23665,113,0.61315,66,-0.3392,94,0.27089,77,-0.0863
ENSG00000148154,UGCG,19,-1.6627,47,-0.3282,20,-1.6216,62,0.09516,65,0.17511,53,-0.1635,86,0.78059
ENSG00000119314,PTBP3,17,-0.0767,19,0.05810,9,-1.0628,25,0.61090,19,0.13286,15,-0.3005,17,-0.0863
ENSG00000119471,HSDL2,70,0.71185,66,0.62007,85,1.03656,21,-1.1994,28,-0.7815,70,0.80234,26,-0.9437
ENSG00000148153,INIP,50,0.14858,56,0.31466,39,-0.2466,44,-0.0498,46,0.00012,37,-0.3299,49,0.14882
ENSG00000148158,SNX30,28,-0.3617,29,-0.3344,24,-0.6166,38,0.09300,34,-0.0683,43,0.33450,39,0.17409
ENSG00000119321,FKBP15,45,1.20183,23,0.09147,24,0.16769,14,-0.6964,35,0.85626,8,-1.5905,18,-0.3428
ENSG00000136868,SLC31A1,13,-0.3764,33,1.05182,11,-0.6138,17,0.01286,13,-0.4088,18,0.05858,17,-0.0101
ENSG00000176386,CDC26,22,-0.0349,27,0.27910,31,0.47771,16,-0.5395,22,-0.0486,24,0.11583,22,-0.0335
ENSG00000136875,PRPF4,17,-0.4804,27,0.17744,14,-0.8217,27,0.17598,31,0.45335,14,-0.9019,29,0.36753
ENSG00000148218,ALAD,145,1.72033,45,-0.2334,49,-0.0957,44,-0.2970,36,-0.5908,55,0.09607,39,-0.5449
ENSG00000148229,POLE3,72,0.21358,56,-0.1644,47,-0.4433,88,0.59791,59,-0.0924,41,-0.7012,67,0.12858
ENSG00000136888,ATP6V1G1,60,-1.1548,104,-0.3123,97,-0.4176,132,0.06026,109,-0.2623,111,-0.2337,188,0.80477
ENSG00000157693,TMEM268,12,-2.4903,32,-1.0444,52,-0.3178,82,0.44838,77,0.33033,57,-0.2052,79,0.43555
ENSG00000148219,ASTN2,27,-0.2263,17,-0.8610,35,0.19167,9,-1.8486,48,0.77527,36,0.25102,36,0.26715
ENSG00000119401,TRIM32,11,-0.7364,3,-2.3614,9,-0.9106,18,0.11476,21,0.37246,12,-0.5624,27,0.88969
ENSG00000136869,TLR4,59,1.43348,45,0.96049,50,1.15242,15,-0.8416,13,-1.0156,32,0.47314,7,-2.0039
ENSG00000078725,BRINP1,47,-1.1954,89,-0.2301,75,-0.4882,128,0.39503,127,0.36971,83,-0.3574,115,0.22537
ENSG00000136861,CDK5RAP2,270,2.95625,72,0.45863,49,-0.1580,51,-0.0920,38,-0.5977,24,-1.3261,11,-2.6230
ENSG00000106780,MEGF9,124,0.58869,72,-0.2705,133,0.69936,93,0.13269,83,-0.0514,60,-0.6004,76,-0.2169
ENSG00000119402,FBXW2,24,-0.4898,19,-0.8773,43,0.38644,39,0.25529,31,-0.1276,24,-0.5644,43,0.49249
ENSG00000095261,PSMD5,10,-0.7689,8,-1.0884,12,-0.5021,15,-0.1521,20,0.31778,9,-1.0805,28,1.05729
ENSG00000119397,CNTRL,84,1.92481,52,1.04513,24,-0.1545,18,-0.6269,38,0.61255,15,-0.9007,7,-2.2774
ENSG00000119396,RAB14,137,-0.1344,108,-0.5034,128,-0.2383,188,0.41328,166,0.18917,113,-0.4675,161,0.14512
ENSG00000148180,GSN,356,3.43714,45,-0.4407,42,-0.5215,11,-2.5756,26,-1.3474,67,0.21715,20,-1.7962
ENSG00000148175,STOM,28,-0.2153,52,0.74534,23,-0.5431,7,-2.2954,11,-1.7420,103,2.44038,15,-1.2848
ENSG00000136848,DAB2IP,24,-0.2380,32,0.21453,16,-0.8240,22,-0.4318,19,-0.6333,48,0.96942,29,0.07169
ENSG00000261534,AL596244.1,4,-1.6036,11,-0.2263,10,-0.4350,11,-0.2650,9,-0.4762,13,0.03363,21,0.98518
ENSG00000119421,NDUFA8,66,-1.4289,116,-0.5752,132,-0.3748,177,0.08560,115,-0.6377,199,0.29454,242,0.74460
ENSG00000106852,LHX6,1,-3.7231,23,0.03310,15,-0.5792,6,-2.0873,18,-0.3933,27,0.31163,44,1.43909
ENSG00000119446,RBM18,16,-1.4014,33,-0.3223,14,-1.6095,39,-0.0866,45,0.14679,45,0.13689,58,0.69178
ENSG00000136940,PDCL,27,1.23083,32,1.57583,1,-3.5533,6,-1.2395,6,-1.0374,9,-0.5827,16,0.48797
ENSG00000056586,RC3H2,50,-0.1155,31,-0.8589,44,-0.3176,69,0.43944,61,0.20489,48,-0.1821,55,0.04820
ENSG00000011454,RABGAP1,208,0.45195,202,0.40857,137,-0.2123,174,0.18930,208,0.51169,104,-0.6802,119,-0.5029
ENSG00000236901,MIR600HG,1,-3.8470,12,-0.4083,0,-4.2823,21,0.49873,16,0.01355,10,-0.6315,27,1.13304
ENSG00000165209,STRBP,94,-1.3232,381,0.84902,127,-0.8790,288,0.43506,302,0.52537,162,-0.5495,199,-0.2364
ENSG00000119522,DENND1A,22,-0.2604,23,-0.2475,9,-1.6584,29,0.14706,26,-0.0179,28,0.07772,33,0.42928
ENSG00000106689,LHX2,40,-1.1189,180,1.26257,56,-0.6201,59,-0.5666,47,-0.9518,164,1.27435,62,-0.5428
ENSG00000236668,AC006450.3,3,-1.8151,9,-0.3258,9,-0.4665,11,-0.1396,7,-0.8678,22,1.13511,14,0.27800
ENSG00000136930,PSMB7,88,-0.8864,66,-1.3213,127,-0.3365,191,0.33779,129,-0.3426,164,0.07103,214,0.62322
ENSG00000136942,RPL35,924,0.26902,810,0.05951,1085,0.52913,532,-0.6400,406,-1.0742,1281,0.91390,701,-0.2027
ENSG00000136950,ARPC5L,39,-1.7653,59,-1.1660,82,-0.6511,144,0.23017,109,-0.2516,145,0.24516,179,0.72242
ENSG00000136935,GOLGA1,46,1.31320,36,0.90728,14,-0.5824,16,-0.4136,22,0.15681,20,-0.0615,11,-1.0442
ENSG00000173611,SCAI,14,-2.7953,88,-0.0254,37,-1.3506,143,0.84725,127,0.62220,76,-0.2752,82,-0.1676
ENSG00000119414,PPP6C,52,-0.1053,31,-0.8873,60,0.11314,47,-0.3019,69,0.35319,43,-0.4489,71,0.46318
ENSG00000136933,RABEPK,19,-0.3607,19,-0.4257,8,-1.5854,14,-0.8760,27,0.17655,30,0.31973,35,0.74680
ENSG00000044574,HSPA5,182,0.50390,106,-0.3421,78,-0.8196,156,0.28706,134,0.01816,93,-0.5842,153,0.27647
ENSG00000165219,GAPVD1,59,0.43605,39,-0.2353,21,-1.1478,75,0.92951,42,-0.1032,33,-0.5062,40,-0.2147
ENSG00000119487,MAPKAP1,39,-0.5668,86,0.69317,52,-0.1249,62,0.17162,40,-0.5565,76,0.54910,46,-0.3515
ENSG00000196814,MVB12B,50,1.79271,9,-0.9655,11,-0.5961,5,-1.7864,13,-0.4368,25,0.69262,16,-0.1464
ENSG00000169155,ZBTB43,40,0.11938,45,0.30434,21,-0.8684,54,0.64415,47,0.37813,38,0.04094,22,-0.9555
ENSG00000136828,RALGPS1,15,-0.7978,24,-0.0513,9,-1.5811,13,-1.0969,29,0.26569,31,0.35026,36,0.74023
ENSG00000136895,GARNL3,31,0.15521,13,-1.1816,34,0.27409,31,0.18075,40,0.64177,31,0.15140,19,-0.7428
ENSG00000136856,SLC2A8,11,-0.4338,21,0.59586,12,-0.3155,9,-0.7557,12,-0.2845,14,-0.0422,20,0.61825
ENSG00000197958,RPL12,575,0.70065,332,-0.1779,760,1.17262,238,-0.7427,165,-1.3212,618,0.93711,251,-0.7124
ENSG00000148356,LRSAM1,12,-1.2226,25,-0.1480,22,-0.3602,19,-0.6546,45,0.85134,25,-0.1846,33,0.31431
ENSG00000136854,STXBP1,141,-2.3237,322,-1.1028,597,-0.1579,719,0.14799,853,0.45539,476,-0.5496,923,0.68795
ENSG00000187024,PTRH1,18,0.53370,9,-0.4742,2,-2.5901,15,0.26404,8,-0.6929,10,-0.4636,20,0.86023
ENSG00000136807,CDK9,16,-1.0933,30,-0.2041,9,-2.0084,30,-0.1876,38,0.17545,43,0.40841,44,0.50082
