Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000107864,CPEB3,27,-1.6921,81,-0.0611,99,0.27627,101,0.36484,44,-0.9723,90,0.13552,126,0.67951
ENSG00000198060,MARCH5,16,-0.4191,20,-0.0939,29,0.51482,33,0.83782,15,-0.5111,17,-0.3669,8,-1.4421
ENSG00000138190,EXOC6,40,-0.1816,30,-0.7430,22,-1.0594,62,0.63122,64,0.58606,55,0.34015,49,0.16699
ENSG00000138207,RBP4,10,-1.4706,31,0.41484,43,0.82012,35,0.55179,30,0.20790,0,-5.4732,13,-1.0955
ENSG00000148690,FRA10AC1,328,0.54986,220,-0.1261,179,-0.4286,161,-0.6433,173,-0.4814,330,0.56097,350,0.66012
ENSG00000108231,LGI1,36,-0.5460,33,-0.8307,48,-0.1064,80,0.84842,93,0.97611,25,-1.1380,54,0.05863
ENSG00000108239,TBC1D12,110,2.15671,25,-0.4993,8,-2.0210,10,-1.8513,43,0.42540,27,-0.2835,43,0.44156
ENSG00000095637,SORBS1,164,0.56690,78,-0.7645,111,-0.0757,136,0.29514,170,0.62057,89,-0.4279,122,0.07704
ENSG00000177853,ZNF518A,138,1.52093,31,-1.1393,26,-1.2278,28,-1.1735,60,0.08100,106,1.03986,91,0.76856
ENSG00000077147,TM9SF3,79,-0.3637,85,-0.3221,79,-0.3543,135,0.58016,157,0.75099,65,-0.6592,89,-0.1693
ENSG00000196233,LCOR,64,0.66048,22,-1.2371,17,-1.3827,39,-0.1759,79,1.02173,57,0.47194,68,0.74639
ENSG00000187122,SLIT1,3,-4.6431,84,0.05776,67,-0.3147,167,1.44919,32,-1.4573,78,-0.0785,53,-0.6692
ENSG00000052749,RRP12,12,-0.9510,18,-0.3791,19,-0.2309,38,1.09471,8,-1.5029,16,-0.4780,33,0.68576
ENSG00000171314,PGAM1,59,-2.3605,261,-0.1298,608,1.33038,400,0.68736,247,-0.1900,89,-1.7463,198,-0.5364
ENSG00000155229,MMS19,9,-2.1425,35,-0.0723,61,0.82561,54,0.71266,21,-0.8290,24,-0.6489,39,0.08889
ENSG00000171160,MORN4,1,-4.9068,32,-0.0429,59,0.99910,40,0.36717,52,0.77835,17,-1.0146,21,-0.6818
ENSG00000155252,PI4K2A,8,-1.8801,25,-0.1517,34,0.35864,36,0.52108,46,0.84502,9,-1.6941,28,0.06298
ENSG00000119986,AVPI1,3,-2.7752,23,0.27722,17,-0.2718,30,0.75671,14,-0.5803,16,-0.3619,22,0.18593
ENSG00000155256,ZFYVE27,10,-1.3869,22,-0.2688,31,0.32957,51,1.43164,17,-0.5853,4,-2.6252,21,-0.2593
ENSG00000155265,GOLGA7B,14,-1.4631,38,0.12536,32,-0.2039,52,0.70692,25,-0.5431,19,-0.9948,51,0.56598
ENSG00000119946,CNNM1,10,-2.3619,33,-0.6837,51,0.11610,64,0.55938,68,0.59012,49,0.04934,69,0.61132
ENSG00000120053,GOT1,11,-3.9883,163,-0.0883,275,0.78628,316,1.23068,99,-0.8418,69,-1.3965,130,-0.4275
ENSG00000155287,SLC25A28,19,-0.5456,19,-0.6413,32,0.29526,42,0.87893,50,1.04412,14,-0.9370,10,-1.5112
ENSG00000196072,BLOC1S2,29,-1.0604,65,0.23988,83,0.59751,79,0.58195,31,-0.9767,41,-0.5162,41,-0.5264
ENSG00000099194,SCD,873,2.28476,254,0.04402,222,-0.1800,68,-2.0907,208,-0.2835,177,-0.5359,106,-1.3161
ENSG00000235823,OLMALINC,340,3.39762,32,-1.2329,21,-1.6291,17,-2.0874,54,-0.2386,47,-0.4413,34,-0.9475
ENSG00000166136,NDUFB8,186,-0.7978,394,0.52592,578,1.04254,343,0.18362,197,-0.7136,121,-1.4419,149,-1.1339
ENSG00000166135,HIF1AN,9,-1.7891,27,-0.2332,34,0.21335,23,-0.4303,58,1.11017,30,-0.0009,41,0.52288
ENSG00000119906,SLF2,186,2.16818,31,-1.0481,20,-1.5640,33,-0.8757,44,-0.3476,66,0.27962,78,0.55078
ENSG00000055950,MRPL43,25,-0.5480,37,0.09999,59,0.83390,23,-0.7464,63,0.94422,36,0.01186,15,-1.3154
ENSG00000107819,SFXN3,25,-0.7745,35,-0.2702,43,0.07272,68,1.00869,42,0.03222,14,-1.5830,41,-0.0043
ENSG00000166167,BTRC,6,-3.1812,42,-0.3644,45,-0.1781,80,0.89397,84,0.84507,27,-0.9455,56,0.16222
ENSG00000166171,DPCD,10,-1.7059,34,0.20620,75,1.49582,34,0.15724,17,-0.9223,24,-0.4109,14,-1.1682
ENSG00000107829,FBXW4,102,1.14798,49,-0.0973,38,-0.4645,44,-0.2498,39,-0.4201,72,0.55505,26,-1.0437
ENSG00000198408,OGA,363,-0.0640,247,-0.8108,372,-0.0227,448,0.31381,436,0.23262,376,-0.0070,593,0.74383
ENSG00000120049,KCNIP2,9,-2.0023,22,-0.9175,66,0.98234,49,0.56758,78,1.27457,25,-0.5862,21,-0.8792
ENSG00000166197,NOLC1,89,-0.2289,77,-0.5772,103,-0.0011,108,0.07528,74,-0.5263,139,0.48133,182,0.94235
ENSG00000107862,GBF1,10,-1.7908,25,-0.5098,18,-0.8578,50,0.83256,48,0.63866,34,0.09540,38,0.26960
ENSG00000059915,PSD,41,-3.0352,440,0.81020,368,0.29014,253,-0.3415,515,0.85511,169,-0.9317,156,-1.0543
ENSG00000107872,FBXL15,12,-2.6038,81,0.37782,125,1.01332,82,0.35106,59,-0.2134,38,-0.8823,37,-0.9304
ENSG00000107874,CUEDC2,22,-1.4130,69,0.44895,110,1.13789,67,0.34645,54,-0.0455,14,-2.0342,16,-1.8657
ENSG00000138107,ACTR1A,34,-1.4313,87,0.03451,108,0.36869,143,0.98951,45,-0.9897,56,-0.6748,69,-0.3508
ENSG00000171206,TRIM8,43,-0.2819,54,0.11593,61,0.28405,42,-0.3433,88,0.87984,23,-1.2338,52,0.00754
ENSG00000138175,ARL3,52,-1.1348,122,0.22593,125,0.20837,102,-0.1271,130,0.27071,130,0.28035,88,-0.3375
ENSG00000166272,WBP1L,31,0.05129,32,0.13071,18,-0.7707,38,0.44057,47,0.74688,15,-1.0644,16,-0.9242
ENSG00000166275,BORCS7,45,-0.0830,35,-0.5987,65,0.49714,62,0.48848,48,0.00736,49,0.03922,41,-0.2339
ENSG00000076685,NT5C2,38,0.62512,26,0.00895,15,-0.8149,39,0.78803,6,-2.0440,11,-1.3419,32,0.33925
ENSG00000148798,INA,9,-4.0480,167,0.31416,224,0.72977,229,0.89577,32,-2.2846,82,-0.8813,135,-0.1080
ENSG00000173915,ATP5MD,154,-1.5123,596,0.83215,857,1.23666,405,-0.0352,289,-0.5576,117,-1.9196,113,-1.9807
ENSG00000148843,PDCD11,52,0.64659,22,-0.9076,31,-0.2206,45,0.45689,28,-0.3624,31,-0.1953,55,0.72676
ENSG00000107954,NEURL1,9,-2.9036,90,0.74419,96,0.65039,48,-0.5007,56,-0.2202,52,-0.3395,65,0.01651
ENSG00000107957,SH3PXD2A,246,2.04122,42,-1.1496,44,-0.8776,86,0.17707,53,-0.6000,74,-0.0778,65,-0.2890
ENSG00000065613,SLK,393,0.91175,112,-1.3039,136,-0.8030,238,0.08831,402,0.94913,302,0.46357,227,-0.0021
ENSG00000148834,GSTO1,21,-2.4314,105,-0.0361,227,1.27221,128,0.33227,78,-0.5014,79,-0.4878,94,-0.2057
ENSG00000156395,SORCS3,8,-1.4866,10,-1.2828,19,-0.1860,43,1.41771,8,-1.4884,32,0.63821,29,0.51660
ENSG00000108018,SORCS1,11,-1.7510,15,-1.5448,33,-0.1606,75,1.48628,41,0.20791,37,0.03595,44,0.31783
ENSG00000148700,ADD3,657,1.48932,202,-0.6091,151,-0.9417,102,-1.6445,617,1.37173,347,0.37180,179,-0.6732
ENSG00000119950,MXI1,176,0.99092,82,-0.3399,97,0.00782,60,-0.8199,152,0.74110,103,0.10125,76,-0.3833
ENSG00000119953,SMNDC1,41,0.07465,24,-0.9313,20,-1.0564,35,-0.2130,72,1.00237,49,0.34307,70,0.96293
ENSG00000108055,SMC3,270,1.50302,61,-1.1260,81,-0.5234,69,-0.8440,185,0.82077,113,0.00036,156,0.53030
ENSG00000150593,PDCD4,57,-0.0249,52,-0.2047,47,-0.3055,58,0.00531,79,0.51364,46,-0.3467,75,0.42929
ENSG00000214413,BBIP1,46,1.04114,21,-0.3242,37,0.64672,24,-0.0133,14,-0.8996,14,-0.8610,24,-0.0270
ENSG00000108061,SHOC2,88,-0.7897,109,-0.5747,136,-0.1127,95,-0.7443,176,0.29753,275,1.05577,271,1.03382
ENSG00000119927,GPAM,33,-0.1016,22,-0.8715,19,-0.9100,11,-1.8012,141,2.57831,53,0.68269,15,-1.2931
ENSG00000151532,VTI1A,24,-0.0519,21,-0.3812,17,-0.6357,15,-0.8432,38,0.67232,46,1.00903,34,0.47013
ENSG00000148737,TCF7L2,49,0.16082,31,-0.6755,33,-0.4753,34,-0.4535,69,0.73943,70,0.75791,60,0.48912
ENSG00000043591,ADRB1,13,-1.2149,17,-0.9767,51,0.95661,41,0.64106,31,0.13274,14,-1.1387,47,0.78800
ENSG00000165813,CCDC186,200,0.66317,72,-1.1386,95,-0.5241,114,-0.2683,179,0.47694,175,0.44299,239,0.96929
ENSG00000169129,AFAP1L2,18,-0.5746,22,-0.2953,26,0.02098,19,-0.5221,17,-0.6115,57,1.33100,36,0.50110
ENSG00000099204,ABLIM1,112,0.16753,85,-0.3300,115,0.21504,49,-1.1977,207,1.21883,106,0.08344,112,0.17529
ENSG00000151553,FAM160B1,22,-0.1937,32,0.55615,10,-1.4074,35,0.64827,11,-1.2311,28,0.15655,12,-1.1466
ENSG00000165832,TRUB1,3,-3.6842,37,-0.3660,53,0.25704,71,0.88880,30,-0.6237,52,0.22687,56,0.37448
ENSG00000107518,ATRNL1,22,-2.6602,124,-0.1261,154,0.24915,211,0.91012,126,-0.0689,90,-0.5951,132,0.00280
ENSG00000165868,HSPA12A,66,-1.0104,94,-0.5943,130,0.03031,203,0.89482,93,-0.4898,102,-0.3569,197,0.71482
ENSG00000187164,SHTN1,3693,4.23931,163,-2.1137,181,-1.6901,223,-1.4823,122,-2.2679,185,-1.6542,330,-0.7850
ENSG00000165650,PDZD8,82,0.74832,45,-0.3111,52,-0.0157,43,-0.3557,35,-0.6175,68,0.43448,66,0.36823
ENSG00000229847,EMX2OS,34,-0.0803,41,0.26447,38,0.08316,13,-1.6821,91,1.59959,39,0.14846,9,-2.0621
ENSG00000170370,EMX2,145,0.75333,103,0.24594,43,-1.1785,19,-2.5329,187,1.20544,154,0.85700,41,-1.2184
ENSG00000107560,RAB11FIP2,114,-0.1265,87,-0.6748,69,-0.9045,143,0.27326,178,0.60282,113,-0.1321,211,0.89748
ENSG00000165669,FAM204A,101,-0.0954,97,-0.2072,87,-0.3333,92,-0.2848,167,0.71581,102,-0.0943,146,0.49229
ENSG00000151893,CACUL1,36,-1.1830,57,-0.5830,83,0.10592,73,-0.0968,114,0.63011,83,0.11191,140,0.98902
ENSG00000107581,EIF3A,842,1.25611,232,-1.0259,217,-0.9608,318,-0.4072,456,0.20464,514,0.40174,652,0.80190
ENSG00000119979,DENND10,29,-0.5202,40,-0.0257,40,-0.0207,53,0.49993,34,-0.2627,24,-0.7709,51,0.37616
ENSG00000165672,PRDX3,23,-1.7308,94,0.56214,107,0.62216,105,0.69986,47,-0.6704,20,-1.9640,38,-1.0105
ENSG00000151923,TIAL1,38,-0.0638,22,-1.0760,32,-0.3470,47,0.28119,71,0.95074,53,0.46718,45,0.17812
ENSG00000198825,INPP5F,47,-2.2490,153,-0.5774,306,0.64589,322,0.86236,137,-0.6356,158,-0.4241,310,0.66994
ENSG00000107651,SEC23IP,9,-1.2986,13,-0.9288,22,-0.0057,34,0.76826,35,0.70891,14,-0.7519,36,0.76850
ENSG00000120008,WDR11,33,0.65035,17,-0.5293,17,-0.3911,34,0.83030,18,-0.3597,7,-1.7209,28,0.35488
ENSG00000066468,FGFR2,109,2.53945,22,-0.4450,18,-0.6321,5,-2.5588,48,0.92283,5,-2.3621,18,-0.6677
ENSG00000107669,ATE1,56,-0.2589,59,-0.2017,30,-1.1736,62,-0.0833,62,-0.0768,110,0.86044,94,0.58103
ENSG00000138162,TACC2,17,-1.1581,25,-0.7550,51,0.49286,44,0.27457,23,-0.7381,54,0.60789,66,0.93669
ENSG00000107679,PLEKHA1,48,-1.4447,107,-0.2603,97,-0.3603,188,0.83009,145,0.27991,107,-0.2085,126,0.05257
ENSG00000166033,HTRA1,195,-0.0006,191,-0.0428,144,-0.4758,75,-1.5733,684,2.27827,135,-0.5759,68,-1.6079
ENSG00000196177,ACADSB,19,-1.0045,35,-0.1143,41,0.12242,46,0.37435,28,-0.4726,22,-0.8228,67,0.96275
ENSG00000154473,BUB3,27,-0.1858,30,-0.0356,20,-0.6545,59,1.30860,17,-0.9280,19,-0.7498,15,-1.0582
ENSG00000154478,GPR26,2,-3.6110,29,-0.1966,17,-0.9698,32,0.00141,27,-0.2316,35,0.17545,85,1.71323
ENSG00000182022,CHST15,6,-2.0954,23,-0.2639,26,0.00921,53,1.46339,20,-0.3908,13,-1.0258,19,-0.4943
ENSG00000065154,OAT,40,-1.6483,90,-0.5382,203,0.88108,228,1.30389,77,-0.6754,47,-1.4353,97,-0.3177
ENSG00000107902,LHPP,426,3.42040,50,-0.8336,53,-0.5983,23,-1.9949,57,-0.5024,33,-1.3226,15,-2.4305
ENSG00000019995,ZRANB1,107,-0.0061,71,-0.7796,65,-0.7807,118,0.16802,114,0.09067,178,0.83891,160,0.65585
ENSG00000175029,CTBP2,84,0.84863,38,-0.5434,31,-0.7172,51,0.03083,81,0.79123,41,-0.3250,48,-0.0561
ENSG00000188690,UROS,25,-1.9319,79,-0.2767,181,1.16337,120,0.52376,117,0.41445,42,-1.1856,64,-0.5363
ENSG00000107949,BCCIP,80,0.61173,38,-0.6897,45,-0.3143,43,-0.4131,74,0.49757,61,0.16429,87,0.76161
ENSG00000150760,DOCK1,167,3.08885,21,-0.8973,19,-0.8631,3,-3.4177,33,-0.0348,24,-0.5702,27,-0.3714
ENSG00000132334,PTPRE,36,-0.2856,23,-1.1378,46,0.10566,58,0.56987,31,-0.5241,58,0.48113,73,0.88247
ENSG00000108010,GLRX3,10,-1.4824,28,-0.0359,56,1.16271,30,0.14566,16,-0.8764,23,-0.3146,32,0.18340
ENSG00000175470,PPP2R2D,11,-1.9816,35,-0.2669,65,0.79456,52,0.46183,47,0.25454,14,-1.5774,56,0.54325
ENSG00000176171,BNIP3,116,-1.1072,234,-0.0297,243,0.04032,339,0.67628,192,-0.3293,122,-1.0272,319,0.48176
ENSG00000188385,JAKMIP3,142,3.24171,5,-2.7198,12,-1.2063,24,-0.2072,12,-1.2332,18,-0.6770,25,-0.1256
ENSG00000151640,DPYSL4,4,-2.5923,30,0.31698,29,0.17572,41,0.83099,8,-1.8181,37,0.53752,12,-1.2346
ENSG00000165752,STK32C,10,-2.2442,36,-0.4445,56,0.32555,88,1.32195,50,0.13813,37,-0.3301,18,-1.3933
ENSG00000068383,INPP5A,11,-2.4480,49,-0.3592,85,0.60521,91,0.84687,51,-0.2158,72,0.32948,38,-0.6761
ENSG00000197177,ADGRA1,2,-3.8862,28,-0.2480,22,-0.5475,67,1.53563,15,-1.1067,20,-0.6860,39,0.33373
ENSG00000171798,KNDC1,21,-2.0733,86,0.02870,105,0.35748,111,0.50414,91,0.12910,57,-0.6194,91,0.12267
ENSG00000130640,TUBGCP2,30,-1.2747,56,-0.3720,96,0.57312,100,0.73397,44,-0.6655,46,-0.6170,94,0.53617
ENSG00000130643,CALY,20,-3.9400,220,-0.4848,453,0.78703,591,1.52884,121,-1.2989,155,-0.9249,225,-0.3552
ENSG00000127884,ECHS1,46,-1.5480,128,0.04924,202,0.78886,144,0.25322,123,-0.0257,86,-0.5890,123,-0.0263
ENSG00000203772,SPRN,5,-3.2661,30,-0.7499,31,-0.5534,94,1.55064,29,-0.6706,53,0.27563,48,0.13225
ENSG00000171772,SYCE1,3,-3.1937,19,-0.8454,42,0.54077,54,1.13423,10,-1.6065,17,-0.8968,64,1.26223
ENSG00000177963,RIC8A,11,-1.7578,32,-0.2139,43,0.31145,56,0.87185,50,0.55886,22,-0.7101,21,-0.8241
ENSG00000142082,SIRT3,12,-1.0388,23,0.01987,32,0.55071,35,0.80529,8,-1.5906,8,-1.5091,30,0.40979
ENSG00000185627,PSMD13,17,-1.7140,47,-0.1983,44,-0.2633,105,1.44323,27,-1.0127,44,-0.2444,35,-0.6085
ENSG00000142089,IFITM3,210,1.79714,89,0.35214,74,-0.0141,17,-2.3639,140,1.03892,18,-2.1254,8,-3.2329
ENSG00000182272,B4GALNT4,16,-2.0463,68,0.10843,97,0.68384,69,0.12945,80,0.35053,63,-0.0388,45,-0.5641
ENSG00000185187,SIGIRR,16,-0.6925,29,0.28537,50,1.15215,21,-0.3036,23,-0.1385,17,-0.5444,16,-0.7095
ENSG00000023191,RNH1,22,-0.1879,27,0.16328,30,0.29439,35,0.61939,11,-1.2099,22,-0.2250,14,-0.8840
ENSG00000174775,HRAS,37,-1.0969,87,0.33075,105,0.54970,80,0.11733,57,-0.4411,71,-0.0766,57,-0.4297
ENSG00000177030,DEAF1,41,-1.4844,144,0.61584,151,0.54019,101,-0.1350,87,-0.3495,112,0.04403,63,-0.8553
ENSG00000177156,TALDO1,51,-0.0611,50,-0.1016,106,1.16698,69,0.51071,37,-0.5611,12,-2.1886,33,-0.7444
ENSG00000177225,GATD1,25,-0.3237,26,-0.3839,30,-0.0529,33,0.08391,57,0.97862,38,0.29373,20,-0.6644
ENSG00000184524,CEND1,47,-2.8759,321,0.00459,440,0.51741,456,0.66834,180,-0.8981,277,-0.2297,385,0.29606
ENSG00000177542,SLC25A22,6,-3.4914,80,0.48952,99,0.72247,84,0.51299,61,-0.0685,32,-1.0514,32,-1.0782
ENSG00000177600,RPLP2,1134,0.83956,795,0.32142,867,0.38616,548,-0.3891,605,-0.1941,466,-0.6021,284,-1.3574
ENSG00000177700,POLR2L,78,-0.9795,197,0.65315,286,1.12213,131,-0.2079,136,-0.1243,72,-1.1099,44,-1.8503
ENSG00000177830,CHID1,20,-1.5063,48,-0.2717,69,0.36982,78,0.65548,63,0.22978,37,-0.5939,60,0.13058
ENSG00000183020,AP2A2,34,-2.0357,106,-0.4093,118,-0.1648,215,0.97064,143,0.15135,118,-0.1557,144,0.15525
ENSG00000078902,TOLLIP,27,-2.5895,151,-0.0212,188,0.33536,263,1.07166,111,-0.5015,107,-0.5550,114,-0.4656
ENSG00000174672,BRSK2,11,-2.5357,52,-0.3392,48,-0.3853,86,0.64620,58,-0.0829,97,0.76244,71,0.22578
ENSG00000182208,MOB2,6,-1.8311,21,-0.1223,35,0.73288,36,0.95623,12,-0.9634,19,-0.2535,14,-0.6635
ENSG00000184545,DUSP8,3,-4.3111,92,0.65895,56,-0.3075,61,-0.1923,52,-0.4421,99,0.59833,75,0.14396
ENSG00000244242,IFITM10,8,-1.4588,16,-0.5691,19,-0.2533,57,2.03850,8,-1.4231,14,-0.6906,9,-1.3818
ENSG00000117984,CTSD,134,-0.8543,200,-0.3015,214,-0.1282,433,1.25091,166,-0.5247,200,-0.2352,141,-0.7786
ENSG00000214026,MRPL23,9,-2.0356,45,0.51149,33,-0.1139,46,0.49750,43,0.32973,17,-1.0694,24,-0.6165
ENSG00000110651,CD81,347,0.43413,286,0.15735,360,0.49664,237,-0.2018,414,0.73139,114,-1.3061,88,-1.6909
ENSG00000269821,KCNQ1OT1,220,1.22015,19,-2.8828,23,-2.3309,78,-0.5476,78,-0.4857,303,1.82666,231,1.30651
ENSG00000129757,CDKN1C,65,1.38871,13,-1.4016,14,-1.0662,54,1.24946,2,-3.8456,51,0.96456,7,-2.0570
ENSG00000205531,NAP1L4,160,0.32281,121,-0.1702,110,-0.2782,128,-0.0507,112,-0.2501,158,0.30347,155,0.26473
ENSG00000110619,CARS,42,-0.4172,35,-0.8207,44,-0.3583,88,0.91917,26,-1.1241,73,0.46013,80,0.62256
ENSG00000005801,ZNF195,31,0.12002,20,-0.7004,21,-0.5304,38,0.47694,51,0.92256,28,-0.0772,25,-0.2630
ENSG00000167323,STIM1,24,-1.0518,29,-0.9147,30,-0.6927,91,1.33300,65,0.54268,32,-0.5908,49,0.08069
ENSG00000167325,RRM1,25,-0.2277,18,-0.8657,30,0.01539,41,0.62587,28,-0.0914,21,-0.4883,52,0.94036
ENSG00000244734,HBB,147,1.45957,82,0.58317,41,-0.6552,30,-1.2409,131,1.23761,2,-4.6599,0,-6.3300
ENSG00000110148,CCKBR,0,-7.9251,26,0.11916,22,-0.1611,36,0.69870,10,-1.3998,21,-0.2547,45,0.95564
ENSG00000166311,SMPD1,26,-0.2462,33,0.14394,22,-0.5209,53,1.08058,15,-1.0755,7,-2.1547,31,0.01330
ENSG00000166313,APBB1,75,-1.8457,251,-0.0132,268,0.09635,452,1.15455,133,-1.0003,195,-0.4093,198,-0.3852
ENSG00000132254,ARFIP2,20,-0.6490,24,-0.4637,34,0.18238,47,0.85499,14,-1.1916,29,-0.0606,39,0.43680
ENSG00000132286,TIMM10B,11,-1.1133,29,0.45217,17,-0.4683,28,0.30613,16,-0.5898,31,0.44680,16,-0.5441
ENSG00000132275,RRP8,52,1.15233,16,-0.8877,13,-1.1161,14,-0.9842,37,0.54971,63,1.49530,19,-0.4649
ENSG00000166333,ILK,15,-0.9859,27,-0.0842,68,1.51403,24,-0.2399,27,-0.0539,14,-1.0852,27,-0.0494
ENSG00000166337,TAF10,65,0.21999,80,0.76670,127,1.35662,38,-0.6898,18,-1.7565,14,-2.0834,29,-1.0584
ENSG00000166340,TPP1,79,0.35134,51,-0.4321,55,-0.2487,69,0.14672,165,1.64432,27,-1.3229,20,-1.7406
ENSG00000158042,MRPL17,6,-2.1584,29,0.21007,51,1.11131,39,0.77459,12,-1.1768,13,-1.0984,14,-0.9339
ENSG00000175390,EIF3F,84,-0.5183,130,0.21880,204,0.92189,94,-0.3802,142,0.30571,58,-1.0862,105,-0.1729
ENSG00000166402,TUB,15,-1.8125,42,-0.3061,61,0.35868,58,0.32558,59,0.29981,62,0.38464,50,0.02662
ENSG00000166405,RIC3,32,-0.1291,34,-0.0320,29,-0.2995,51,0.70826,21,-0.7625,22,-0.7064,40,0.21718
ENSG00000166441,RPL27A,728,0.66664,588,0.41436,723,0.65636,350,-0.5678,480,-0.0165,290,-0.8053,167,-1.6389
ENSG00000175348,TMEM9B,17,-1.2539,41,0.07771,54,0.51225,52,0.51207,45,0.20956,14,-1.5392,37,-0.1029
ENSG00000175352,NRIP3,25,-1.7457,103,0.55322,78,-0.0275,76,-0.0924,35,-1.2704,90,0.19303,109,0.51332
ENSG00000184014,DENND5A,81,0.95890,38,-0.3428,61,0.46341,32,-0.5787,46,0.00217,27,-0.7849,61,0.46357
ENSG00000166471,TMEM41B,6,-2.1404,27,0.19568,20,-0.3608,45,1.15938,12,-1.1026,25,0.01945,14,-0.8563
ENSG00000205339,IPO7,100,-0.4230,114,-0.2659,110,-0.2633,176,0.56433,92,-0.5485,124,-0.0856,184,0.55911
ENSG00000133789,SWAP70,39,0.33798,29,-0.2171,23,-0.5177,23,-0.5733,60,1.05691,24,-0.4214,41,0.39191
ENSG00000133812,SBF2,36,0.48140,19,-0.6623,11,-1.3089,30,0.24881,47,0.93423,25,-0.0860,29,0.16500
ENSG00000255823,MTRNR2L8,1784,-0.1440,2878,0.88766,1185,-0.7819,730,-1.6274,1532,-0.3841,3940,1.18587,987,-1.0601
ENSG00000110315,RNF141,209,1.51227,79,-0.1739,79,-0.1402,82,-0.0886,63,-0.5047,60,-0.5837,52,-0.7882
ENSG00000072952,MRVI1,141,1.39423,51,-0.4055,24,-1.4432,13,-2.4406,150,1.50232,95,0.69041,34,-0.9392
ENSG00000198730,CTR9,116,0.52480,47,-1.0897,95,0.21144,62,-0.5063,121,0.60207,103,0.32773,138,0.82243
ENSG00000110321,EIF4G2,151,-0.7848,236,-0.1203,388,0.72422,330,0.52224,221,-0.1975,135,-0.9613,238,-0.0814
ENSG00000236287,ZBED5,16,-0.8635,16,-1.0037,24,-0.2523,38,0.57849,55,1.12463,28,-0.0139,32,0.22642
ENSG00000170242,USP47,185,1.03412,59,-0.9931,73,-0.4823,99,-0.0058,100,0.00149,114,0.21370,150,0.66976
ENSG00000050165,DKK3,261,-1.1973,462,-0.3971,729,0.41513,949,1.01663,817,0.60628,205,-1.5548,351,-0.7443
ENSG00000133816,MICAL2,10,-3.2350,66,-0.5439,131,0.67356,147,1.02300,54,-0.7401,75,-0.2261,109,0.35749
ENSG00000197702,PARVA,20,-1.0779,34,-0.3330,54,0.46356,60,0.74875,43,0.08589,44,0.14050,21,-0.9931
ENSG00000187079,TEAD1,85,1.29565,24,-0.9147,27,-0.5575,10,-2.1457,100,1.60108,61,0.71821,27,-0.5583
ENSG00000133794,ARNTL,4,-2.5386,20,-0.3659,32,0.47206,42,1.05269,8,-1.6747,22,-0.1392,32,0.44466
ENSG00000148925,BTBD10,19,-1.9656,66,-0.0706,71,0.06768,109,0.90256,38,-0.8911,68,-0.0053,71,0.05573
ENSG00000197601,FAR1,62,0.44346,30,-0.8288,19,-1.3856,82,1.08865,39,-0.2854,39,-0.3058,57,0.30123
ENSG00000129083,COPB1,59,0.67609,26,-0.7426,34,-0.2198,48,0.39077,21,-0.9415,58,0.62945,43,0.15368
ENSG00000129084,PSMA1,26,-1.4756,57,-0.3648,98,0.58229,137,1.41834,57,-0.2881,18,-1.9898,39,-0.8494
ENSG00000110693,SOX6,77,1.02421,28,-0.7115,24,-0.8085,6,-2.9564,110,1.68503,45,0.13674,60,0.61353
ENSG00000110696,C11orf58,198,-0.2979,191,-0.4390,272,0.21020,237,-0.0159,326,0.50670,209,-0.2127,337,0.56242
ENSG00000110700,RPS13,604,1.14606,383,0.48942,576,1.06364,154,-1.1563,266,-0.2221,92,-1.8414,63,-2.4001
ENSG00000011405,PIK3C2A,85,0.43950,47,-0.6309,40,-0.7614,33,-1.1332,175,1.71635,86,0.45062,58,-0.1826
ENSG00000070081,NUCB2,114,0.60700,56,-0.6478,62,-0.3825,66,-0.3076,67,-0.2464,102,0.41306,142,0.97621
ENSG00000129159,KCNC1,0,-6.0898,49,0.00648,28,-0.8616,67,0.57354,29,-0.8301,44,-0.1928,109,1.35422
ENSG00000129158,SERGEF,22,-1.1583,58,0.45019,68,0.60942,41,-0.2319,33,-0.5606,40,-0.2682,51,0.12841
ENSG00000110768,GTF2H1,14,-1.4048,25,-0.6096,52,0.66613,40,0.25697,50,0.57753,26,-0.4578,50,0.59211
ENSG00000134333,LDHA,48,-1.7243,135,-0.1838,242,0.81360,275,1.23670,70,-1.1582,74,-1.0754,92,-0.7517
ENSG00000074319,TSG101,22,-1.0365,34,-0.4594,62,0.60962,47,0.17747,58,0.48503,47,0.13228,44,0.03931
ENSG00000179119,SPTY2D1,34,0.40152,19,-0.6928,9,-1.6456,26,-0.0722,14,-0.9556,43,0.77440,60,1.36207
ENSG00000110786,PTPN5,4,-3.5852,45,-0.1870,49,0.00431,122,1.97283,7,-2.7856,29,-0.7851,22,-1.2260
ENSG00000166833,NAV2,110,1.90994,21,-1.0345,12,-1.6348,12,-1.8487,33,-0.1991,93,1.59210,35,-0.1020
ENSG00000165973,NELL1,0,-5.6030,13,-0.9692,21,-0.0413,63,2.39470,17,-0.3912,4,-2.2854,11,-1.0089
