Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000198598,MMP17,27,0.27794,23,0.02455,35,0.66718,22,-0.0702,14,-0.7027,19,-0.2887,29,0.38969,14,-0.7910
ENSG00000177169,ULK1,21,-0.6744,30,-0.1890,41,0.32115,38,0.26037,16,-1.0654,46,0.53653,37,0.17435,36,0.12877
ENSG00000183495,EP400,19,-1.1205,44,0.23327,28,-0.5062,38,-0.0227,80,1.20118,26,-0.6267,35,-0.1507,32,-0.3145
ENSG00000185163,DDX51,37,0.44466,31,0.16972,35,0.36960,27,-0.0885,35,0.35575,21,-0.4265,22,-0.3527,12,-1.2287
ENSG00000182870,GALNT9,33,-0.4731,52,0.33024,79,0.94567,53,0.31954,13,-1.8130,36,-0.3239,29,-0.6324,35,-0.3762
ENSG00000112787,FBRSL1,47,0.82928,17,-0.9212,31,0.14734,11,-1.5249,44,0.71827,55,1.07874,26,-0.1017,35,0.32801
ENSG00000176894,PXMP2,10,-1.1062,20,-0.0249,10,-1.1131,13,-0.7884,33,0.79577,39,1.04158,21,0.01746,27,0.41405
ENSG00000247077,PGAM5,42,0.91099,29,0.40404,23,-0.0808,20,-0.3013,19,-0.3065,20,-0.2489,17,-0.5225,14,-0.8256
ENSG00000176915,ANKLE2,48,0.41346,43,0.30083,22,-0.8426,38,0.01729,61,0.80249,35,-0.1152,21,-0.8971,19,-1.0499
ENSG00000090615,GOLGA3,37,-0.7043,59,0.02822,86,0.63797,72,0.40135,26,-1.1984,47,-0.3136,56,-0.0417,63,0.13945
ENSG00000196458,ZNF605,26,-0.1420,25,-0.2271,18,-0.6481,44,0.81392,40,0.56387,6,-2.3213,41,0.58644,17,-0.7973
ENSG00000198393,ZNF26,20,0.53134,10,-0.6877,15,0.12140,19,0.49048,21,0.63867,7,-1.0471,19,0.45243,7,-1.0004
ENSG00000198040,ZNF84,39,-0.0711,37,-0.1863,32,-0.3665,56,0.57179,66,0.79728,19,-1.1853,43,0.08605,26,-0.6785
ENSG00000090612,ZNF268,43,1.23094,15,-0.5807,13,-0.7214,24,0.31261,24,0.26873,15,-0.4691,24,0.25807,12,-0.8019
ENSG00000196199,MPHOSPH8,343,-0.2436,393,-0.0326,462,0.23034,534,0.52799,439,0.14931,148,-1.5234,453,0.20043,306,-0.4169
ENSG00000121390,PSPC1,60,-0.2422,88,0.45611,71,0.02195,96,0.57422,75,0.09836,31,-1.2591,49,-0.5592,32,-1.2179
ENSG00000132950,ZMYM5,18,-0.4872,15,-0.8209,14,-0.8885,30,0.35096,72,1.84376,4,-2.4595,42,0.87937,13,-0.9611
ENSG00000121741,ZMYM2,71,0.07577,72,0.14357,46,-0.6019,100,0.72667,55,-0.3073,53,-0.3749,64,-0.0886,36,-0.9644
ENSG00000121742,GJB6,36,-0.9164,40,-0.9147,13,-2.4528,7,-3.3911,106,0.78021,238,2.28290,170,1.60598,27,-1.3476
ENSG00000165475,CRYL1,42,0.26867,27,-0.4907,16,-1.1873,16,-1.2433,47,0.44534,94,1.65189,39,0.16867,37,0.05246
ENSG00000032742,IFT88,10,-1.2038,22,-0.0674,12,-0.9806,28,0.36725,36,0.74188,17,-0.4864,25,0.14720,29,0.36680
ENSG00000278291,AL161772.1,83,0.21992,99,0.66280,79,0.15118,39,-1.0186,33,-1.1873,111,0.69337,54,-0.4499,59,-0.3047
ENSG00000172458,IL17D,44,-0.2518,40,-0.4620,12,-2.1913,11,-2.3464,106,1.19849,162,1.99973,49,-0.0592,48,-0.0999
ENSG00000150459,SAP18,224,0.46342,170,0.02647,210,0.36064,148,-0.2117,147,-0.2119,183,0.13816,116,-0.5729,159,-0.0867
ENSG00000173141,MRPL57,126,0.81078,89,0.31422,62,-0.3334,54,-0.5994,66,-0.2283,95,0.34577,52,-0.5805,65,-0.2562
ENSG00000180776,ZDHHC20,52,0.81670,25,-0.4031,18,-0.8151,49,0.85768,20,-0.6524,27,-0.1991,31,-0.0154,20,-0.6870
ENSG00000165487,MICU2,63,0.77275,31,-0.4283,40,0.04862,53,0.54942,39,-0.0120,41,0.06305,33,-0.2619,15,-1.4541
ENSG00000102678,FGF9,22,-0.3473,31,0.19775,19,-0.6301,53,1.20979,13,-1.2053,19,-0.5736,18,-0.6369,19,-0.6160
ENSG00000151835,SACS,97,-0.2730,150,0.54800,99,-0.2489,211,1.15678,43,-1.4877,18,-2.7518,93,-0.3358,48,-1.3384
ENSG00000151849,CENPJ,25,0.36828,15,-0.4926,8,-1.4062,28,0.61787,40,1.12039,0,-4.6392,34,0.81945,11,-0.8662
ENSG00000165566,AMER2,252,1.25838,84,-0.6498,58,-1.0924,79,-0.6742,152,0.40029,161,0.49818,147,0.34357,123,0.05431
ENSG00000139505,MTMR6,63,0.09681,64,0.13526,91,0.68364,70,0.28133,39,-0.6475,40,-0.6081,66,0.16553,25,-1.3310
ENSG00000139496,NUP58,42,0.39462,34,0.10286,34,0.07405,48,0.70959,23,-0.4930,23,-0.5488,21,-0.6417,16,-1.1067
ENSG00000132932,ATP8A2,52,-0.5321,57,-0.4536,182,1.53912,130,1.09880,24,-1.7090,39,-0.9519,47,-0.6798,28,-1.4577
ENSG00000127870,RNF6,75,0.23583,94,0.78373,58,-0.1712,68,0.08303,31,-1.1499,27,-1.3120,64,-0.0153,42,-0.6902
ENSG00000132970,WASF3,195,-0.0903,150,-0.6080,193,-0.1127,213,0.05263,206,-0.0054,220,0.09885,316,0.69040,270,0.42603
ENSG00000132975,GPR12,34,0.88186,15,-0.4588,20,-0.0141,27,0.56675,4,-2.1502,17,-0.2734,33,0.83264,9,-1.1649
ENSG00000152484,USP12,57,0.10582,68,0.51533,32,-0.7662,71,0.51356,31,-0.8401,23,-1.2810,50,-0.1050,47,-0.2011
ENSG00000122026,RPL21,619,-0.8434,1053,-0.0241,661,-0.7434,637,-0.8656,1544,0.60110,1620,0.68023,919,-0.2329,1929,0.97727
ENSG00000122034,GTF3A,121,0.19143,140,0.54386,105,-0.0333,124,0.26025,73,-0.6061,98,-0.1457,49,-1.2112,69,-0.6765
ENSG00000122033,MTIF3,91,0.03249,90,0.02297,68,-0.4228,108,0.35096,101,0.20209,94,0.09736,80,-0.1707,58,-0.6563
ENSG00000186184,POLR1D,74,0.53563,48,-0.1834,66,0.34537,58,0.15131,24,-1.2121,64,0.30422,59,0.17369,36,-0.6015
ENSG00000102755,FLT1,13,-1.1308,6,-2.5313,2,-3.4809,7,-2.1113,188,3.90577,28,0.02410,9,-1.6732,36,0.37940
ENSG00000132963,POMP,174,0.44680,138,0.09855,147,0.17411,106,-0.3697,96,-0.4903,193,0.62556,93,-0.5338,117,-0.1878
ENSG00000132938,MTUS2,15,-0.7655,35,0.80950,29,0.28287,38,0.84493,4,-2.5398,5,-2.2949,16,-0.6483,15,-0.7192
ENSG00000139514,SLC7A1,14,-1.1365,31,0.06130,59,1.10866,36,0.33830,22,-0.4533,17,-0.8423,30,0.02807,21,-0.5217
ENSG00000122042,UBL3,210,0.36176,154,-0.1685,142,-0.2558,208,0.38946,117,-0.5595,151,-0.1596,161,-0.0647,185,0.15580
ENSG00000102781,KATNAL1,30,-0.4989,40,-0.0264,61,0.65110,51,0.40494,19,-1.1936,19,-1.1490,49,0.28068,49,0.28189
ENSG00000189403,HMGB1,1053,-0.1766,1299,0.19974,831,-0.5437,1254,0.11194,1542,0.43436,866,-0.4798,1255,0.10186,997,-0.2620
ENSG00000120694,HSPH1,592,0.10786,767,0.69444,475,-0.2421,924,0.96938,218,-1.4289,161,-1.8785,229,-1.3529,267,-1.1212
ENSG00000187676,B3GLCT,15,-0.1841,12,-0.5237,19,0.23604,14,-0.3357,14,-0.2857,30,0.96195,28,0.85000,12,-0.5109
ENSG00000073910,FRY,58,-0.2615,87,0.49997,85,0.34328,89,0.47905,62,-0.1581,31,-1.2104,39,-0.8758,39,-0.8652
ENSG00000139597,N4BP2L1,38,0.23168,32,-0.0525,25,-0.4393,48,0.71056,25,-0.4100,29,-0.1954,37,0.20033,14,-1.2392
ENSG00000244754,N4BP2L2,149,-0.6242,185,-0.3510,160,-0.5089,309,0.60344,400,0.96719,91,-1.3605,296,0.45958,176,-0.3684
ENSG00000083642,PDS5B,282,-0.2923,367,0.15653,327,-0.0621,603,1.09760,211,-0.7367,111,-1.6970,284,-0.2792,214,-0.7161
ENSG00000133121,STARD13,50,1.31623,12,-1.1599,19,-0.2445,32,0.64561,21,-0.0894,9,-1.3616,41,0.99166,8,-1.6024
ENSG00000172915,NBEA,169,-0.4504,268,0.35008,171,-0.4314,413,1.15839,101,-1.2284,47,-2.3696,202,-0.1799,166,-0.4826
ENSG00000133083,DCLK1,482,0.53901,317,-0.1625,665,1.08622,475,0.58552,223,-0.6774,159,-1.1939,217,-0.7183,148,-1.3032
ENSG00000133104,SPART,111,0.09171,67,-0.8214,77,-0.4710,128,0.36599,208,1.13952,91,-0.2218,110,0.07544,96,-0.1271
ENSG00000180440,SERTM1,26,-0.4430,74,1.88590,30,-0.2336,19,-1.0129,4,-3.1163,39,0.17835,10,-1.8692,12,-1.5361
ENSG00000120693,SMAD9,21,0.08190,6,-1.8738,1,-3.6358,5,-1.9943,99,2.98399,41,1.18007,3,-2.7638,24,0.30147
ENSG00000120697,ALG5,49,1.50838,15,-0.4947,15,-0.4238,17,-0.2392,30,0.68173,20,0.01649,17,-0.2101,6,-1.6507
ENSG00000102710,SUPT20H,13,-0.3722,11,-0.6912,12,-0.4137,17,0.13035,37,1.34777,18,0.19852,17,0.11494,12,-0.3922
ENSG00000120686,UFM1,72,-0.1372,77,-0.0354,87,0.14638,80,0.02039,84,0.09458,39,-1.0831,101,0.39944,93,0.26275
ENSG00000188811,NHLRC3,39,1.41119,11,-0.7370,8,-1.0441,15,-0.2328,20,0.25066,23,0.47222,20,0.30450,11,-0.5751
ENSG00000183722,LHFPL6,45,-0.0991,34,-0.6018,39,-0.3115,53,0.18454,78,0.80344,58,0.30138,56,0.25155,40,-0.2903
ENSG00000133103,COG6,14,-0.8449,31,0.43294,18,-0.4907,33,0.47836,33,0.41813,14,-0.8585,22,-0.2195,16,-0.6709
ENSG00000150907,FOXO1,16,-0.1565,5,-1.9812,1,-3.3821,3,-2.4488,92,3.07672,22,0.32688,32,0.93694,10,-0.8495
ENSG00000102738,MRPS31,38,0.05808,41,0.21002,18,-1.0548,51,0.59864,56,0.66182,14,-1.4697,29,-0.3723,25,-0.5896
ENSG00000120688,WBP4,155,0.09836,186,0.51314,102,-0.5584,161,0.17434,158,0.13068,79,-0.9450,119,-0.3171,109,-0.4490
ENSG00000165572,KBTBD6,79,-0.0052,78,-0.0397,104,0.43238,96,0.34997,42,-0.9666,68,-0.2436,111,0.54644,42,-0.9729
ENSG00000120696,KBTBD7,64,0.93375,36,-0.0060,27,-0.4429,37,0.06101,24,-0.5954,41,0.22532,43,0.27889,14,-1.4186
ENSG00000172766,NAA16,24,-0.1133,15,-0.9534,28,0.17300,31,0.32582,42,0.79266,5,-2.2621,51,1.13926,24,-0.0989
ENSG00000102760,RGCC,165,1.50650,46,-0.7070,51,-0.4254,18,-2.0631,94,0.53619,144,1.25611,81,0.28935,32,-1.1263
ENSG00000102763,VWA8,22,0.35848,9,-1.1007,26,0.60944,26,0.72659,19,0.06733,14,-0.3900,15,-0.2899,19,0.06931
ENSG00000102780,DGKH,43,0.22465,24,-0.7691,21,-0.8443,77,1.43627,47,0.37112,7,-2.3907,46,0.33387,17,-1.2052
ENSG00000023516,AKAP11,383,0.00835,474,0.45024,299,-0.3811,506,0.51501,213,-0.8989,170,-1.2410,377,-0.0188,319,-0.2781
ENSG00000120675,DNAJC15,112,0.34793,86,-0.1083,50,-0.8989,102,0.21841,110,0.30612,91,0.00255,75,-0.2928,96,0.08867
ENSG00000120658,ENOX1,66,1.23766,24,-0.4733,23,-0.4816,47,0.73708,22,-0.5234,18,-0.8320,26,-0.2558,22,-0.5510
ENSG00000151778,SERP2,93,0.29232,112,0.77494,62,-0.3508,70,-0.1881,31,-1.3954,77,-0.0186,50,-0.6707,67,-0.2305
ENSG00000102804,TSC22D1,659,0.15089,941,0.99760,607,0.01992,572,-0.0811,451,-0.4460,358,-0.8004,341,-0.8725,209,-1.6074
ENSG00000083635,NUFIP1,21,0.09372,18,-0.2351,8,-1.2655,37,1.15734,19,-0.0844,12,-0.7275,19,-0.0441,13,-0.6715
ENSG00000133114,GPALPP1,56,-0.3621,85,0.38801,57,-0.3343,82,0.26669,83,0.25465,49,-0.5583,61,-0.2369,51,-0.5055
ENSG00000188342,GTF2F2,46,0.27652,36,-0.1335,30,-0.4017,25,-0.7089,63,0.80086,51,0.43717,33,-0.2476,43,0.18156
ENSG00000133112,TPT1,935,0.17736,829,-0.0184,506,-0.7804,599,-0.5691,1088,0.42235,1219,0.61053,530,-0.7108,1240,0.63874
ENSG00000170919,TPT1-AS1,41,1.33046,10,-1.0591,21,0.23055,16,-0.2634,28,0.66040,18,-0.0789,23,0.37826,9,-1.0096
ENSG00000136152,COG3,8,-0.8410,13,0.00121,20,0.60287,17,0.38038,17,0.35765,12,-0.1850,12,-0.1330,6,-1.2622
ENSG00000123200,ZC3H13,365,-0.2300,369,-0.2632,397,-0.0976,444,0.08980,662,0.73157,211,-1.0706,485,0.21933,532,0.37105
ENSG00000235903,CPB2-AS1,78,1.69285,14,-1.2845,23,-0.3508,29,0.05115,39,0.49160,4,-2.8084,43,0.66643,28,-0.0497
ENSG00000139684,ESD,98,0.46983,105,0.76541,41,-0.8750,53,-0.5426,68,-0.1138,86,0.25140,45,-0.7500,46,-0.7022
ENSG00000102468,HTR2A,148,-0.3825,160,-0.3213,333,0.93307,381,1.37932,52,-1.9565,25,-3.0363,196,0.06150,82,-1.2774
ENSG00000136143,SUCLA2,140,0.98042,92,0.36253,65,-0.2553,111,0.67769,25,-1.6775,58,-0.4442,29,-1.4972,31,-1.3648
ENSG00000136146,MED4,57,-0.1489,73,0.31351,47,-0.4360,69,0.18804,88,0.54551,44,-0.5310,54,-0.2197,39,-0.7163
ENSG00000136156,ITM2B,737,0.17956,671,0.03649,671,0.02918,511,-0.4357,864,0.43701,1035,0.73637,488,-0.4697,416,-0.7155
ENSG00000139687,RB1,24,-0.2786,27,-0.1176,34,0.26526,28,-0.0399,35,0.31154,32,0.14307,40,0.51119,15,-1.0078
ENSG00000102531,FNDC3A,47,-0.0837,48,-0.0852,35,-0.5276,54,0.15384,48,-0.0582,63,0.38782,66,0.44751,36,-0.4964
ENSG00000102543,CDADC1,29,0.64636,17,-0.2218,7,-1.4159,20,0.04907,17,-0.2110,25,0.43513,27,0.54776,15,-0.3633
ENSG00000102547,CAB39L,78,0.93562,61,0.68843,22,-1.0394,53,0.33116,16,-1.5496,24,-0.9158,33,-0.4242,22,-1.0803
ENSG00000136169,SETDB2,12,-0.3781,17,0.20415,11,-0.4833,18,0.25050,17,0.19223,10,-0.5871,23,0.69406,8,-1.0253
ENSG00000136147,PHF11,17,-0.2612,13,-0.7870,22,0.08158,21,0.02414,22,0.09526,29,0.55214,20,-0.0222,34,0.82416
ENSG00000136144,RCBTB1,32,0.79542,21,0.09090,10,-1.0583,16,-0.3313,34,0.87773,13,-0.6000,20,0.04920,13,-0.6502
ENSG00000123179,EBPL,10,-0.8362,25,0.67657,3,-2.3852,11,-0.7645,19,0.08512,24,0.47502,22,0.32510,21,0.28303
ENSG00000102753,KPNA3,100,-0.0927,116,0.18351,99,-0.1032,126,0.31168,133,0.37311,75,-0.5334,83,-0.3751,74,-0.5636
ENSG00000123178,SPRYD7,46,-0.3149,81,0.79790,38,-0.6036,63,0.21037,41,-0.4816,29,-1.0282,47,-0.2862,46,-0.2961
ENSG00000204977,TRIM13,26,0.11589,26,0.11699,12,-1.0024,19,-0.4076,32,0.45715,40,0.79954,24,-0.0355,17,-0.5426
ENSG00000136104,RNASEH2B,53,0.32640,59,0.68968,32,-0.4431,49,0.23348,42,-0.0257,13,-1.7480,36,-0.2829,19,-1.1992
ENSG00000150510,FAM124A,62,2.23534,17,-0.0573,8,-1.1262,13,-0.4835,18,0.08422,19,0.13580,3,-2.4411,4,-2.2147
ENSG00000102786,INTS6,45,0.37850,35,-0.0241,37,0.06513,44,0.39466,39,0.16460,10,-1.9029,44,0.33064,22,-0.7481
ENSG00000136100,VPS36,97,0.31045,91,0.26975,72,-0.1712,118,0.71340,82,0.02796,45,-0.8877,48,-0.7768,27,-1.6555
ENSG00000136108,CKAP2,13,-1.5008,34,-0.1477,32,-0.2078,55,0.75225,41,0.19454,23,-0.6862,51,0.52134,30,-0.3187
ENSG00000165416,SUGT1,122,-0.0837,151,0.32289,103,-0.3552,154,0.32153,97,-0.4504,115,-0.1812,110,-0.2486,110,-0.2460
ENSG00000136099,PCDH8,43,-0.3738,117,1.85666,25,-1.2079,37,-0.6918,23,-1.3547,65,0.26691,3,-4.1580,24,-1.2858
ENSG00000118946,PCDH17,344,1.12902,177,0.03254,123,-0.5395,117,-0.6771,256,0.62519,140,-0.3351,215,0.34185,71,-1.3653
ENSG00000083544,TDRD3,24,-0.5461,25,-0.6099,22,-0.7178,44,0.41566,57,0.78243,13,-1.4492,70,1.14260,34,-0.0201
ENSG00000280165,PCDH20,8,-1.8837,35,0.44185,28,-0.0207,55,1.26157,10,-1.5597,12,-1.2796,29,0.06215,10,-1.6009
ENSG00000184226,PCDH9,715,0.29043,465,-0.4722,476,-0.3534,839,0.62952,828,0.52994,286,-1.1309,748,0.36432,432,-0.5026
ENSG00000276644,DACH1,28,0.79152,16,-0.0677,26,0.71486,17,0.00888,22,0.43503,1,-4.0128,19,0.17464,7,-1.3190
ENSG00000204899,MZT1,63,0.06761,87,0.76017,86,0.55529,62,0.04499,22,-1.5234,41,-0.6019,33,-0.9150,37,-0.7452
ENSG00000083520,DIS3,38,-0.3878,54,0.20823,30,-0.7560,66,0.54212,66,0.47611,36,-0.4640,42,-0.2250,31,-0.7041
ENSG00000083535,PIBF1,26,-0.5730,27,-0.6124,13,-1.6366,70,1.17940,79,1.21997,7,-2.4528,41,0.11950,29,-0.4271
ENSG00000118922,KLF12,31,-0.1334,26,-0.4717,28,-0.2876,58,1.04408,26,-0.3885,15,-1.2076,48,0.56228,27,-0.3552
ENSG00000136111,TBC1D4,39,0.25514,20,-0.9353,54,0.78652,46,0.57997,53,0.76361,13,-1.4045,26,-0.3970,29,-0.1850
ENSG00000188243,COMMD6,113,0.31183,96,0.04826,69,-0.4729,55,-0.8845,90,-0.0485,178,1.06774,85,-0.1399,93,-0.0009
ENSG00000118939,UCHL3,17,-0.1698,19,0.02173,25,0.46395,21,0.20626,13,-0.5616,20,0.10375,12,-0.6260,20,0.08716
ENSG00000136153,LMO7,82,-0.8218,184,0.57279,147,0.07786,229,0.92675,97,-0.5650,41,-1.8613,110,-0.3712,52,-1.5028
ENSG00000178695,KCTD12,70,0.50428,60,0.31017,54,0.08103,25,-1.1733,120,1.42975,53,0.05795,15,-1.8053,22,-1.3120
ENSG00000102805,CLN5,20,0.30778,6,-1.7583,6,-1.3606,12,-0.4399,54,2.08905,36,1.32571,16,-0.0223,4,-2.0673
ENSG00000005812,FBXL3,62,0.06734,76,0.53941,43,-0.5003,52,-0.2197,40,-0.5889,59,-0.0036,62,0.07173,51,-0.2416
ENSG00000005810,MYCBP2,348,-0.7162,791,0.77963,453,-0.3065,871,0.85856,310,-0.8898,140,-2.0744,347,-0.7195,347,-0.7177
ENSG00000139737,SLAIN1,188,2.85707,28,-0.6611,23,-0.8229,10,-2.1065,40,-0.0005,47,0.23822,17,-1.2714,22,-0.9429
ENSG00000136160,EDNRB,30,-0.6591,44,-0.1087,15,-1.7131,6,-3.0455,101,1.27684,131,1.75793,71,0.66877,21,-1.2018
ENSG00000152193,OBI1,3,-3.2968,44,0.48238,49,0.52979,46,0.50252,34,-0.0325,11,-1.7275,37,0.09725,25,-0.5119
ENSG00000139746,RBM26,242,0.42586,193,0.07409,125,-0.6153,240,0.46271,230,0.34288,130,-0.5515,179,-0.0556,79,-1.3157
ENSG00000102471,NDFIP2,197,0.59494,206,0.89611,197,0.58822,137,0.00964,27,-2.4189,52,-1.4627,86,-0.7214,50,-1.5201
ENSG00000136158,SPRY2,42,0.08666,37,-0.1121,35,-0.1909,35,-0.2027,30,-0.4142,58,0.62434,58,0.62086,29,-0.4688
ENSG00000178235,SLITRK1,86,-0.2396,152,0.89573,120,0.28702,133,0.50752,49,-1.0950,27,-1.9587,70,-0.5535,31,-1.7669
ENSG00000228824,MIR4500HG,9,-1.0962,37,1.63456,11,-0.7491,23,0.35557,4,-2.2946,4,-2.2374,10,-0.9793,10,-0.9020
ENSG00000165300,SLITRK5,78,0.15589,104,0.84636,74,0.07524,102,0.67198,26,-1.4943,34,-1.1120,24,-1.6549,24,-1.6452
ENSG00000179399,GPC5,7,-1.3632,12,-0.7729,1,-3.7988,3,-2.8120,48,1.57247,42,1.33874,38,1.16969,27,0.58020
ENSG00000152749,GPR180,37,0.62334,23,-0.1219,45,0.96997,34,0.56537,11,-1.2519,14,-0.8916,20,-0.3462,9,-1.4803
ENSG00000125285,SOX21,12,-0.8553,15,-0.6198,3,-2.8341,2,-3.2773,52,1.56071,56,1.70695,40,1.10484,14,-0.5411
ENSG00000134873,CLDN10,29,-1.5543,65,-0.4061,27,-1.6587,12,-2.9590,157,1.11461,261,2.07035,142,0.93635,47,-0.8195
ENSG00000134874,DZIP1,54,-1.4916,98,-0.7215,96,-0.6409,142,-0.0419,249,0.88293,150,0.05022,184,0.38257,284,1.11199
ENSG00000102580,DNAJC3,38,-0.1648,43,0.03202,16,-1.4505,31,-0.5488,105,1.50709,45,0.07205,45,0.08317,29,-0.6086
ENSG00000102595,UGGT2,15,-1.0876,16,-1.1202,21,-0.5697,52,0.96533,67,1.28955,8,-2.0367,45,0.60074,31,-0.0104
ENSG00000185352,HS6ST3,60,-1.3971,317,1.84536,94,-0.7275,164,0.15461,58,-1.4454,69,-1.1892,16,-3.3207,77,-1.0262
ENSG00000139793,MBNL2,286,1.19443,181,0.54686,152,0.13938,124,-0.2062,61,-1.2585,84,-0.7900,110,-0.3726,50,-1.5687
ENSG00000125249,RAP2A,164,0.48730,145,0.36674,172,0.56367,123,0.02739,67,-0.9144,91,-0.4481,72,-0.8104,87,-0.5229
ENSG00000065150,IPO5,115,-0.1083,218,1.31237,47,-1.4834,120,-0.0481,56,-1.2094,127,0.04703,59,-1.1293,58,-1.1660
ENSG00000152767,FARP1,70,-0.5254,100,0.03576,99,0.01568,107,0.15241,122,0.34819,84,-0.2303,101,0.05198,88,-0.1612
ENSG00000102572,STK24,63,0.41382,53,0.17538,59,0.30167,44,-0.1556,44,-0.1481,51,0.08482,24,-1.0880,46,-0.1004
ENSG00000088387,DOCK9,83,0.54210,56,-0.1096,81,0.51068,61,0.04284,58,-0.0340,39,-0.6369,48,-0.3215,52,-0.1917
ENSG00000134882,UBAC2,9,-1.2884,26,0.30099,21,-0.1241,15,-0.6252,38,0.83223,41,0.96514,18,-0.3532,12,-0.9996
ENSG00000125304,TM9SF2,107,0.58879,92,0.44577,74,-0.0082,75,0.01576,64,-0.2231,57,-0.3991,56,-0.4411,32,-1.2896
ENSG00000125246,CLYBL,11,-0.7018,16,-0.1915,29,0.76248,15,-0.3182,34,1.00224,16,-0.1862,15,-0.2591,15,-0.3278
ENSG00000043355,ZIC2,14,-0.5528,8,-1.6348,2,-3.1322,2,-3.1264,72,2.24569,55,1.69136,29,0.58706,21,0.08559
ENSG00000175198,PCCA,7,-1.2502,18,0.32591,13,-0.2464,19,0.37491,4,-1.8962,13,-0.2793,27,0.90458,13,-0.2314
ENSG00000125247,TMTC4,39,1.51496,5,-1.8958,24,0.67622,14,-0.2198,20,0.33007,14,-0.1786,29,0.99390,5,-1.7308
ENSG00000102452,NALCN,65,0.43937,56,0.25536,54,0.13619,77,0.82912,18,-1.5091,29,-0.7948,35,-0.5326,19,-1.4121
ENSG00000102466,FGF14,71,-0.2596,110,0.56561,57,-0.5958,130,0.81018,52,-0.7591,63,-0.4452,45,-0.9527,46,-0.9197
ENSG00000134900,TPP2,34,-0.3638,42,-0.0516,28,-0.6441,67,0.84360,47,0.14602,33,-0.4148,52,0.29405,18,-1.3261
ENSG00000134897,BIVM,28,0.18927,19,-0.5428,23,-0.1323,29,0.28760,34,0.51449,26,0.09266,36,0.57036,12,-1.0751
ENSG00000134899,ERCC5,56,-0.3083,66,-0.0652,82,0.28949,83,0.34303,86,0.36831,21,-1.7904,79,0.23161,64,-0.1040
ENSG00000125266,EFNB2,38,-0.1085,36,-0.2316,60,0.59940,36,-0.2332,87,1.23449,37,-0.1455,25,-0.7648,24,-0.8222
ENSG00000134884,ARGLU1,209,-0.1414,93,-1.5756,227,-0.0113,238,0.07103,781,2.16988,64,-1.9166,363,0.75505,113,-1.0832
ENSG00000204442,FAM155A,86,-0.4871,136,0.29264,166,0.55920,151,0.45606,71,-0.7753,63,-0.9488,116,-0.0198,80,-0.5881
ENSG00000174405,LIG4,39,0.06413,50,0.60163,56,0.66358,36,-0.0453,16,-1.2897,19,-1.0139,29,-0.3744,29,-0.3954
ENSG00000139826,ABHD13,29,0.21817,29,0.30084,43,0.85167,32,0.39718,16,-0.6744,4,-2.5345,26,0.04743,8,-1.6465
ENSG00000185950,IRS2,140,-0.0382,170,0.34655,164,0.21427,131,-0.1598,117,-0.3193,176,0.32794,115,-0.3404,94,-0.6578
ENSG00000213995,NAXD,72,1.48389,33,0.23475,17,-0.8649,25,-0.3092,22,-0.4337,27,-0.1565,19,-0.6645,20,-0.6339
ENSG00000134905,CARS2,29,0.79931,20,0.27640,11,-0.7382,9,-1.0617,27,0.69392,16,-0.1318,19,0.10391,13,-0.4834
ENSG00000153487,ING1,26,0.43523,24,0.35649,13,-0.6481,24,0.29374,12,-0.8332,21,0.04938,14,-0.5817,16,-0.3469
ENSG00000088448,ANKRD10,72,1.70396,19,-0.5983,17,-0.6288,20,-0.4467,41,0.70296,29,0.14301,23,-0.2071,10,-1.4351
ENSG00000102606,ARHGEF7,145,0.32647,134,0.24740,111,-0.0984,155,0.49143,74,-0.7344,85,-0.5170,90,-0.4170,85,-0.5151
ENSG00000153495,TEX29,18,0.05114,17,-0.0406,14,-0.3396,32,1.16941,3,-2.6469,11,-0.6771,15,-0.2461,15,-0.1993
ENSG00000126216,TUBGCP3,18,-0.2912,24,0.25388,24,0.22494,28,0.47374,22,0.05017,6,-1.8429,23,0.12525,13,-0.7614
ENSG00000126217,MCF2L,115,0.69141,70,-0.1392,103,0.51140,89,0.30705,40,-0.9486,47,-0.7305,55,-0.4949,78,0.05656
ENSG00000126226,PCID2,20,0.30091,17,0.14511,17,0.07443,13,-0.3472,22,0.48641,13,-0.3694,17,0.08137,11,-0.5772
ENSG00000139842,CUL4A,28,0.00818,37,0.56819,15,-0.9177,25,-0.1650,32,0.21221,21,-0.4103,32,0.20154,18,-0.6818
ENSG00000185896,LAMP1,172,1.15511,76,-0.2201,102,0.28182,50,-0.9036,96,0.18743,120,0.54721,72,-0.2797,51,-0.8107
ENSG00000150401,DCUN1D2,15,-0.1445,10,-0.7592,37,1.38256,20,0.40902,17,0.08920,18,0.17196,13,-0.2644,4,-1.8625
ENSG00000150403,TMCO3,35,0.75567,15,-0.6974,24,0.13501,22,-0.0112,37,0.81294,24,0.13651,11,-1.0176,22,0.02915
