Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000123096,SSPN,54,0.75526,11,-1.5968,20,-0.8003,189,3.25819,50,0.64402,12,-1.5707,12,-1.5687,9,-2.0953
ENSG00000123104,ITPR2,83,0.25495,73,0.04875,32,-1.2225,284,2.45452,94,0.44579,79,0.19573,27,-1.5556,24,-1.8274
ENSG00000111790,FGFR1OP2,90,-0.0647,80,-0.2492,51,-0.9248,28,-1.8000,41,-1.2678,149,0.83323,91,-0.0669,120,0.48704
ENSG00000064115,TM7SF3,44,-0.4365,52,-0.1632,39,-0.5863,70,0.30355,58,0.00039,81,0.60274,45,-0.4369,60,0.06812
ENSG00000152944,MED21,23,-0.1313,36,0.58700,14,-0.8571,10,-1.3052,20,-0.3027,17,-0.6299,38,0.77019,28,0.24028
ENSG00000275764,AC092747.4,11,-0.7691,15,-0.3303,33,0.86142,18,-0.1281,9,-1.0433,28,0.67268,21,0.19892,15,-0.4818
ENSG00000211455,STK38L,11,-1.5355,48,0.67746,16,-1.0265,30,-0.0526,51,0.78886,37,0.29022,29,-0.1221,29,-0.1431
ENSG00000110841,PPFIBP1,144,-0.1206,275,0.92852,64,-1.3564,84,-0.9414,188,0.30246,212,0.55395,93,-0.8488,167,0.13616
ENSG00000061794,MRPS35,32,-0.8677,58,0.05126,27,-1.0828,54,-0.0548,54,-0.0471,73,0.46732,59,0.09816,61,0.15743
ENSG00000087448,KLHL42,80,-0.5816,140,0.28738,43,-1.5236,69,-0.8028,163,0.53419,138,0.28792,133,0.23010,121,0.07660
ENSG00000123106,CCDC91,256,0.75723,209,0.42890,118,-0.4748,170,0.09909,97,-0.7728,185,0.25947,153,-0.0705,130,-0.3794
ENSG00000087502,ERGIC2,121,0.53874,92,0.10757,62,-0.5149,60,-0.5552,83,-0.0599,136,0.82172,83,-0.0577,60,-0.6671
ENSG00000133687,TMTC1,6,-2.7476,66,0.91632,14,-1.4220,35,-0.0946,82,1.26935,26,-0.5886,19,-1.0985,52,0.66886
ENSG00000133704,IPO8,21,-0.5811,40,0.37496,36,0.20313,26,-0.3080,53,0.83147,43,0.54517,16,-1.0367,28,-0.2399
ENSG00000110888,CAPRIN2,36,-0.6360,29,-0.9511,30,-0.9143,32,-0.8062,97,0.91929,96,1.04174,51,-0.1185,46,-0.3223
ENSG00000170456,DENND5B,32,-1.6097,80,-0.2385,68,-0.4952,77,-0.2970,77,-0.2951,114,0.34998,97,0.07512,121,0.52337
ENSG00000151743,AMN1,18,-1.1729,34,-0.2284,26,-0.6026,17,-1.2844,14,-1.5076,28,-0.5875,64,0.87890,60,0.87522
ENSG00000174718,RESF1,102,1.51787,40,-0.0436,21,-1.0386,30,-0.4741,39,-0.0553,72,1.03558,29,-0.5523,19,-1.3260
ENSG00000151746,BICD1,62,-0.4001,103,0.40446,45,-0.8724,94,0.26080,93,0.24581,129,0.88100,68,-0.2745,55,-0.6596
ENSG00000139132,FGD4,33,0.15920,26,-0.2118,15,-1.0131,81,1.68668,11,-1.4273,39,0.49364,29,-0.0086,17,-0.9482
ENSG00000087470,DNM1L,158,-0.5766,154,-0.6201,107,-1.1732,128,-0.9046,199,-0.2262,424,1.14929,227,-0.0225,237,0.05888
ENSG00000139117,CPNE8,8,-1.8706,34,0.31758,20,-0.4697,15,-0.8939,18,-0.6644,53,1.18401,15,-1.0375,35,0.43250
ENSG00000139116,KIF21A,518,-0.1595,589,0.04114,192,-1.6631,337,-0.8183,463,-0.3343,1114,1.25697,510,-0.2025,513,-0.2114
ENSG00000151229,SLC2A13,6,-4.3544,83,-0.4832,72,-0.6882,37,-1.6681,115,0.01864,116,0.04205,94,-0.3102,209,1.34967
ENSG00000188906,LRRK2,10,-1.6079,29,-0.0709,21,-0.5847,33,0.09228,49,0.75344,46,0.72555,22,-0.5767,30,-0.0291
ENSG00000018236,CNTN1,67,-2.2974,246,-0.3664,177,-0.8666,198,-0.6972,206,-0.6398,389,0.39563,411,0.49877,413,0.57386
ENSG00000015153,YAF2,65,-0.4036,85,0.00947,48,-0.8790,72,-0.2589,53,-0.7068,95,0.20838,134,0.84586,77,-0.1641
ENSG00000134283,PPHLN1,18,-1.3844,24,-1.0049,38,-0.2771,58,0.36040,37,-0.3268,66,0.64969,37,-0.3548,56,0.41077
ENSG00000139168,ZCRB1,433,1.37125,255,0.47950,155,-0.3119,212,0.18440,143,-0.4354,164,-0.2384,168,-0.2050,136,-0.6080
ENSG00000139174,PRICKLE1,8,-2.3877,41,0.04415,19,-1.1135,13,-1.6591,49,0.32435,62,0.80989,48,0.34121,42,0.11309
ENSG00000129317,PUS7L,84,1.25958,27,-0.5398,26,-0.6234,49,0.38258,49,0.35495,68,1.02154,19,-1.1359,19,-1.2306
ENSG00000151239,TWF1,42,0.63892,27,-0.0373,28,-0.0067,29,0.05105,24,-0.2208,20,-0.5220,21,-0.4312,34,0.37482
ENSG00000184613,NELL2,29,-3.1211,131,-0.9312,109,-1.1994,75,-1.7561,142,-0.8043,345,0.65611,382,0.85285,312,0.53308
ENSG00000139218,SCAF11,366,1.54015,169,0.23072,51,-1.5801,214,0.61634,246,0.84428,143,-0.0305,63,-1.3517,97,-0.7443
ENSG00000111371,SLC38A1,57,-1.0994,113,-0.0609,75,-0.6964,84,-0.5198,101,-0.2414,134,0.21887,95,-0.3612,175,0.82609
ENSG00000134294,SLC38A2,45,-1.0269,55,-0.7160,55,-0.7402,50,-0.8767,217,1.49156,61,-0.6098,101,0.23995,105,0.33183
ENSG00000005175,RPAP3,77,0.58164,67,0.34929,31,-0.8573,21,-1.4181,37,-0.5860,97,1.11196,38,-0.5686,47,-0.2576
ENSG00000079337,RAPGEF3,56,1.11930,8,-1.9114,30,0.10931,99,2.17009,60,1.25541,17,-0.8435,8,-1.9254,11,-1.5343
ENSG00000211584,SLC48A1,105,0.65713,21,-1.8114,112,0.77123,108,0.70723,56,-0.3251,38,-0.9947,69,-0.0142,73,0.08825
ENSG00000134291,TMEM106C,8,-1.4286,16,-0.3107,22,0.11333,8,-1.3996,28,0.50536,17,-0.2413,28,0.59409,23,0.26011
ENSG00000152556,PFKM,15,-2.3327,37,-1.0170,58,-0.3564,63,-0.2149,131,0.95759,57,-0.4054,71,-0.0415,103,0.73224
ENSG00000177981,ASB8,44,-0.7101,62,-0.1965,59,-0.2612,78,0.16989,69,-0.0195,67,-0.0809,90,0.43705,72,0.04712
ENSG00000177875,CCDC184,6,-2.6083,29,-0.3495,18,-1.0698,18,-1.0110,40,0.16676,24,-0.6726,36,-0.0131,67,1.38007
ENSG00000129315,CCNT1,26,0.32215,31,0.57162,11,-1.0264,21,-0.0683,34,0.75271,27,0.40049,8,-1.4932,21,-0.0124
ENSG00000167535,CACNB3,3,-4.0902,68,0.16309,96,0.71432,60,-0.0304,54,-0.1914,50,-0.3497,58,-0.1031,80,0.52662
ENSG00000174243,DDX23,52,0.19550,56,0.29831,46,-0.0029,42,-0.1362,15,-1.6970,67,0.65901,32,-0.6244,49,0.10188
ENSG00000172602,RND1,7,-2.5215,21,-1.0116,24,-0.8315,21,-1.0486,36,-0.2017,36,-0.2182,32,-0.4509,84,1.60213
ENSG00000134285,FKBP11,13,-0.6153,22,0.17243,9,-1.1758,31,0.75553,3,-2.4744,25,0.47384,18,-0.0967,22,0.28112
ENSG00000134287,ARF3,118,-1.8480,388,-0.0527,371,-0.1235,269,-0.6186,368,-0.1364,333,-0.3137,487,0.34236,553,0.65750
ENSG00000169884,WNT10B,0,-4.8842,6,-1.8995,10,-1.1310,10,-1.1407,26,0.25130,20,-0.1397,35,0.79579,34,0.90732
ENSG00000181418,DDN,10,-4.5513,274,0.25797,546,1.41509,541,1.39877,158,-0.5955,124,-1.0347,115,-1.1465,262,0.22997
ENSG00000181929,PRKAG1,8,-1.8146,18,-0.7108,30,0.08488,23,-0.3774,49,0.84365,20,-0.6419,24,-0.2766,43,0.83732
ENSG00000167548,KMT2D,21,-0.2318,26,0.10748,12,-0.9724,28,0.23951,15,-0.7484,37,0.77202,9,-1.5137,31,0.53949
ENSG00000123416,TUBA1B,585,-2.0292,2661,0.27249,1985,-0.1899,1065,-1.1399,1772,-0.3654,1919,-0.2643,3827,0.99216,2443,0.16877
ENSG00000167552,TUBA1A,939,0.11930,462,-0.9725,634,-0.4931,757,-0.2183,589,-0.6050,832,-0.0790,1133,0.46950,1046,0.36426
ENSG00000123352,SPATS2,29,-0.9863,34,-0.7145,39,-0.5171,28,-1.0459,27,-1.0512,119,1.48391,57,0.07143,50,-0.1802
ENSG00000135519,KCNH3,10,-3.2278,58,-0.6849,127,0.54187,69,-0.4189,96,0.08428,97,0.12064,106,0.27953,107,0.32434
ENSG00000187778,MCRS1,15,-0.9966,21,-0.4226,37,0.40750,12,-1.3134,69,1.47944,17,-0.8525,33,0.27106,29,0.02799
ENSG00000110844,PRPF40B,47,0.76093,13,-1.2176,17,-0.8220,20,-0.5434,29,-0.0209,35,0.29338,23,-0.3919,36,0.43017
ENSG00000139644,TMBIM6,356,0.02252,227,-0.6761,283,-0.3372,744,1.23606,463,0.44176,291,-0.3205,256,-0.5280,349,-0.0125
ENSG00000135472,FAIM2,124,-2.1019,265,-0.9756,325,-0.6688,206,-1.3578,420,-0.2760,641,0.43814,478,-0.0814,811,1.02835
ENSG00000110881,ASIC1,30,0.03738,12,-1.3150,23,-0.3402,24,-0.3279,46,0.71559,25,-0.2361,20,-0.6326,42,0.72710
ENSG00000066117,SMARCD1,18,-0.1822,15,-0.4685,21,0.00671,19,-0.1095,8,-1.4588,27,0.44909,10,-1.1404,31,0.83631
ENSG00000178449,COX14,38,-1.3383,99,0.13668,91,-0.0073,41,-1.2288,42,-1.1890,45,-1.1570,179,1.28003,112,0.40753
ENSG00000139624,CERS5,11,-1.0165,5,-2.1949,13,-0.7444,20,-0.1137,45,1.20640,31,0.65424,19,-0.1774,21,-0.0350
ENSG00000050405,LIMA1,82,2.11358,9,-1.4605,14,-0.8055,17,-0.4785,114,2.84459,12,-1.1359,7,-1.9800,4,-2.7158
ENSG00000161813,LARP4,27,0.35326,35,0.76211,23,0.10638,19,-0.2087,7,-1.7389,26,0.29199,18,-0.3197,21,-0.0861
ENSG00000066084,DIP2B,147,2.06957,26,-0.8189,44,0.01169,19,-1.2232,22,-1.0325,38,-0.2399,39,-0.2146,38,-0.2497
ENSG00000185432,METTL7A,85,-0.4824,41,-1.5658,103,-0.1791,705,3.49642,136,0.25391,52,-1.2933,48,-1.4249,39,-1.8284
ENSG00000110911,SLC11A2,50,0.26610,37,-0.1951,22,-0.9932,28,-0.6554,114,1.65646,37,-0.2222,30,-0.5908,41,-0.0518
ENSG00000050426,LETMD1,33,-0.8149,22,-1.4496,56,-0.0170,42,-0.4471,51,-0.1553,50,-0.2058,89,0.81433,66,0.29509
ENSG00000110925,CSRNP2,13,-1.4404,26,-0.3585,17,-0.9642,34,0.02336,25,-0.4001,28,-0.2668,27,-0.3682,57,1.18505
ENSG00000135457,TFCP2,32,0.04378,33,0.07277,37,0.25550,41,0.41228,7,-2.1494,33,0.06978,30,-0.0605,34,0.12602
ENSG00000184271,POU6F1,13,-1.7201,28,-0.5643,63,0.69310,47,0.21552,61,0.64152,23,-0.9007,38,-0.1081,51,0.45842
ENSG00000183283,DAZAP2,146,0.06800,78,-0.9026,161,0.22115,173,0.33652,258,0.99565,74,-1.0439,141,0.01194,144,0.06194
ENSG00000139629,GALNT6,137,4.63604,6,-1.3842,5,-1.6163,2,-2.7235,3,-2.3164,10,-0.8138,9,-0.9280,1,-4.4054
ENSG00000050438,SLC4A8,103,0.32651,78,-0.1208,37,-1.2475,20,-2.1380,48,-0.8472,110,0.48522,76,-0.1787,116,0.66905
ENSG00000196876,SCN8A,29,-2.6713,152,-0.2307,83,-1.1522,71,-1.3790,67,-1.4693,375,1.46069,144,-0.3422,224,0.48332
ENSG00000135503,ACVR1B,11,-2.3404,36,-0.6800,21,-1.4897,24,-1.2347,94,0.84666,82,0.69489,57,0.05192,67,0.38524
ENSG00000161835,GRASP,3,-3.9328,41,-0.3998,28,-0.9433,11,-2.3028,103,1.08026,50,-0.0927,52,-0.0380,81,0.90433
ENSG00000123358,NR4A1,3,-3.3459,5,-2.6061,11,-1.4109,14,-1.0364,142,2.98486,16,-0.8637,26,-0.0907,25,-0.1968
ENSG00000123395,ATG101,11,-1.3947,21,-0.4991,23,-0.3630,13,-1.1717,14,-1.0508,30,0.08593,30,0.05465,48,1.07301
ENSG00000063046,EIF4B,316,0.47441,341,0.59512,204,-0.2219,221,-0.0971,176,-0.4494,215,-0.1529,258,0.16424,205,-0.2535
ENSG00000111077,TNS2,81,1.97899,19,-0.4093,37,0.59351,31,0.33563,89,2.16209,4,-2.5993,11,-1.3079,5,-2.5839
ENSG00000167778,SPRYD3,43,-2.3932,225,0.08253,260,0.31247,139,-0.6667,133,-0.7328,213,-0.0060,266,0.38765,269,0.45910
ENSG00000167779,IGFBP6,8,-2.1200,36,0.14021,31,-0.1048,11,-1.5532,89,1.67574,14,-1.3650,36,0.14565,40,0.37749
ENSG00000139631,CSAD,35,0.23356,11,-1.4904,12,-1.3354,36,0.25686,65,1.25277,56,1.15670,15,-1.1095,20,-0.7224
ENSG00000123349,PFDN5,465,0.38345,399,0.13711,581,0.74686,336,-0.1328,371,0.02429,229,-0.7804,468,0.43725,281,-0.4869
ENSG00000139637,C12orf10,7,-2.7892,42,-0.2769,52,0.07963,35,-0.5335,29,-0.8428,32,-0.7524,81,0.87284,70,0.67953
ENSG00000205352,PRR13,60,-0.7062,77,-0.3075,75,-0.3585,65,-0.5696,112,0.27093,87,-0.1475,140,0.71695,97,0.04324
ENSG00000197111,PCBP2,222,-0.1753,231,-0.1085,186,-0.4458,262,0.08457,296,0.28114,202,-0.3442,300,0.33545,258,0.07713
ENSG00000139625,MAP3K12,22,-0.7466,32,-0.1676,18,-1.0538,22,-0.7498,29,-0.3465,50,0.57498,37,0.04843,45,0.44974
ENSG00000135390,ATP5MC2,180,0.07796,128,-0.4526,237,0.52007,179,0.07618,97,-0.8722,73,-1.3849,321,1.18209,148,-0.2683
ENSG00000012822,CALCOCO1,42,-0.4446,42,-0.4514,30,-0.9822,44,-0.3831,128,1.34587,82,0.66885,28,-1.1097,57,0.01624
ENSG00000123415,SMUG1,7,-1.3808,6,-1.5299,31,0.83817,18,0.02385,5,-1.7614,18,0.01724,18,0.00943,25,0.68754
ENSG00000094916,CBX5,180,0.17828,250,0.70959,160,-0.0081,234,0.60417,153,-0.0770,162,0.01564,126,-0.4147,125,-0.4605
ENSG00000135486,HNRNPA1,459,0.86517,268,-0.0056,293,0.13453,314,0.24639,306,0.20647,140,-1.0747,325,0.33114,220,-0.3780
ENSG00000111481,COPZ1,22,-1.6424,26,-1.4068,49,-0.4329,58,-0.1753,81,0.35675,43,-0.6904,79,0.33520,100,0.90888
ENSG00000161642,ZNF385A,31,-0.6327,21,-1.2362,83,0.89801,95,1.13256,69,0.60038,22,-1.2067,39,-0.3247,49,0.05959
ENSG00000123360,PDE1B,3,-3.6927,46,-0.0094,44,-0.0775,20,-1.2391,21,-1.2113,65,0.60878,21,-1.2764,83,1.27227
ENSG00000135447,PPP1R1A,47,-0.4941,52,-0.3476,77,0.25274,31,-1.1401,54,-0.2895,51,-0.4221,124,1.19556,58,-0.2235
ENSG00000135426,TESPA1,13,-4.1020,152,-0.5193,135,-0.6970,74,-1.5947,43,-2.3884,329,0.79218,243,0.23331,330,0.92815
ENSG00000135424,ITGA7,16,-0.8149,12,-1.1356,34,0.39759,84,1.93791,73,1.67247,18,-0.6419,15,-0.9017,12,-1.4186
ENSG00000135441,BLOC1S1,115,-0.4268,115,-0.4279,190,0.36233,174,0.22755,131,-0.2205,71,-1.2304,283,1.17664,127,-0.3242
ENSG00000135404,CD63,208,-0.2574,76,-1.7715,287,0.25207,414,0.85061,374,0.68121,124,-1.1190,235,-0.0670,287,0.31413
ENSG00000135414,GDF11,75,1.00804,65,0.76045,49,0.31739,62,0.67403,16,-1.4217,23,-0.9391,29,-0.5672,38,-0.0990
ENSG00000205323,SARNP,67,-0.1809,78,0.04173,63,-0.2756,55,-0.5022,54,-0.5090,97,0.43812,87,0.25134,74,-0.0426
ENSG00000111540,RAB5B,126,-0.0582,113,-0.2278,100,-0.4201,88,-0.6070,89,-0.5941,133,0.02077,140,0.11139,170,0.52774
ENSG00000197728,RPS26,751,0.82531,403,-0.1759,631,0.53638,555,0.32951,304,-0.6127,205,-1.2873,690,0.77527,326,-0.5937
ENSG00000065361,ERBB3,362,4.86791,15,-1.5075,15,-1.4852,26,-0.7170,3,-3.5283,8,-2.5380,23,-0.9373,3,-3.8160
ENSG00000170515,PA2G4,108,-0.2633,105,-0.3030,97,-0.4274,130,0.03376,98,-0.4148,177,0.59022,131,0.04850,125,-0.0320
ENSG00000229117,RPL41,1724,0.38012,1471,0.12630,2891,1.24614,1700,0.35719,1091,-0.3416,555,-1.4514,1757,0.45896,932,-0.6870
ENSG00000139641,ESYT1,7,-1.7747,11,-1.0709,17,-0.4682,18,-0.3227,77,2.08157,23,0.05069,7,-1.7824,27,0.35436
ENSG00000196465,MYL6B,74,-1.0724,132,-0.2034,219,0.60213,143,-0.0750,145,-0.0590,82,-0.9964,251,0.94349,142,-0.1136
ENSG00000092841,MYL6,276,-0.3411,287,-0.2793,351,0.03604,315,-0.1327,932,1.68551,188,-0.9940,380,0.17866,274,-0.4202
ENSG00000139613,SMARCC2,237,0.00467,463,1.09725,161,-0.5959,365,0.69686,185,-0.3847,296,0.39392,132,-0.9621,191,-0.3959
ENSG00000181852,RNF41,28,-1.3419,76,0.14480,59,-0.2275,43,-0.7106,97,0.54457,50,-0.5343,91,0.48753,81,0.30689
ENSG00000139579,NABP2,41,-0.7588,51,-0.4196,79,0.26752,45,-0.5997,74,0.17318,57,-0.2559,95,0.63828,68,0.04818
ENSG00000139645,ANKRD52,12,-0.8843,13,-0.8100,8,-1.4789,4,-2.5025,28,0.40659,25,0.24653,18,-0.3014,37,1.10422
ENSG00000062485,CS,15,-2.5907,80,-0.1201,57,-0.6553,52,-0.7728,87,0.01116,86,-0.0225,100,0.24402,126,0.77320
ENSG00000257727,CNPY2,97,0.38835,42,-0.8839,62,-0.3018,73,-0.0584,50,-0.6333,56,-0.5072,71,-0.1171,110,0.77571
ENSG00000170581,STAT2,50,0.19538,25,-0.8693,27,-0.7225,32,-0.4908,81,1.00439,46,0.09620,48,0.17090,40,-0.1486
ENSG00000135423,GLS2,0,-9.5468,21,-0.7031,26,-0.4031,5,-2.7112,43,0.41135,48,0.63081,32,-0.0957,49,0.79859
ENSG00000076108,BAZ2A,167,1.35042,71,-0.0620,30,-1.3674,58,-0.3779,150,1.16150,96,0.47497,23,-1.8127,57,-0.4890
ENSG00000110955,ATP5F1B,102,-2.4491,278,-0.9704,329,-0.7159,359,-0.5828,569,0.13152,462,-0.2143,721,0.57442,759,0.77077
ENSG00000110958,PTGES3,172,-0.4909,190,-0.3404,225,-0.0772,195,-0.2997,236,-0.0023,222,-0.1083,274,0.26095,275,0.30103
ENSG00000196531,NACA,561,0.23387,514,0.09545,730,0.66136,455,-0.0959,357,-0.4712,279,-0.9093,658,0.55317,437,-0.1899
ENSG00000166886,NAB2,4,-2.8370,30,-0.0703,32,0.05720,17,-0.9289,27,-0.2282,36,0.23010,26,-0.2747,47,0.82870
ENSG00000166888,STAT6,0,-8.9509,13,-0.7992,19,-0.2475,5,-2.0405,29,0.41155,36,0.90332,31,0.63043,21,-0.0709
ENSG00000123384,LRP1,90,-0.9452,70,-1.3186,134,-0.3346,279,0.83870,214,0.40346,171,0.05092,137,-0.3287,197,0.33723
ENSG00000179912,R3HDM2,119,-0.1320,157,0.30198,102,-0.3721,137,0.08368,109,-0.2765,197,0.75133,98,-0.4778,115,-0.2254
ENSG00000166986,MARS,31,-1.0274,15,-2.0781,24,-1.4027,36,-0.7971,77,0.38631,92,0.75317,69,0.21471,74,0.40752
ENSG00000175197,DDIT3,13,-1.1903,29,-0.0120,32,0.16037,28,-0.0571,61,1.22186,20,-0.5939,26,-0.1569,30,0.09354
ENSG00000175203,DCTN2,62,-1.2702,79,-0.9187,141,-0.0226,91,-0.7063,162,0.19661,123,-0.2566,164,0.23753,203,0.71922
ENSG00000155980,KIF5A,984,0.19559,1925,1.31546,1003,0.22730,765,-0.1989,379,-1.2670,637,-0.5219,986,0.22012,709,-0.3790
ENSG00000166908,PIP4K2C,6,-3.0662,17,-1.4914,44,-0.0923,18,-1.4640,46,-0.0193,49,0.10098,67,0.65776,65,0.68359
ENSG00000178498,DTX3,31,-1.3933,59,-0.4215,73,-0.1081,47,-0.7824,113,0.59313,59,-0.4537,88,0.20361,106,0.62666
ENSG00000240771,ARHGEF25,6,-2.9228,33,-0.4022,30,-0.5609,24,-0.8586,39,-0.1495,44,0.04050,58,0.52967,60,0.67673
ENSG00000135454,B4GALNT1,9,-2.8489,48,-0.4631,27,-1.3389,32,-1.1008,47,-0.5029,99,0.75537,64,-0.0190,97,0.83440
ENSG00000135506,OS9,57,-0.9325,81,-0.3916,57,-0.9382,111,0.09002,178,0.86140,124,0.29777,93,-0.2020,113,0.14278
ENSG00000135439,AGAP2,16,-3.1723,267,1.09812,217,0.74225,159,0.23721,136,-0.0106,108,-0.4027,102,-0.4974,142,0.07637
ENSG00000135452,TSPAN31,16,-0.8485,18,-0.6940,33,0.22863,28,-0.0219,35,0.32753,26,-0.1593,30,0.08590,33,0.29955
ENSG00000139266,MARCH9,12,-1.2150,21,-0.3615,18,-0.6087,22,-0.2735,54,1.18062,30,0.21472,28,0.08057,25,-0.1080
ENSG00000123297,TSFM,10,-1.0146,6,-1.7293,21,0.10020,13,-0.5514,5,-1.8392,12,-0.7093,34,1.04412,28,0.73790
ENSG00000175215,CTDSP2,29,0.04947,16,-0.8354,20,-0.4851,53,1.03168,65,1.39338,17,-0.8314,19,-0.6588,27,-0.0655
ENSG00000257698,GIHCG,15,-1.4320,32,-0.2783,49,0.37893,38,-0.0294,15,-1.4144,32,-0.2939,57,0.69718,45,0.30765
ENSG00000118596,SLC16A7,15,-0.9490,30,0.09008,12,-1.2553,5,-2.4979,8,-1.8527,50,1.02753,26,-0.1907,41,0.69821
ENSG00000198673,TAFA2,7,-3.3154,75,0.17671,25,-1.4874,27,-1.3796,54,-0.3388,50,-0.4777,42,-0.7756,144,1.78938
ENSG00000135655,USP15,46,0.21667,31,-0.3912,16,-1.3654,14,-1.5862,38,-0.0834,79,1.27139,35,-0.2152,36,-0.2027
ENSG00000061987,MON2,47,0.13000,19,-1.2071,39,-0.1624,16,-1.5181,54,0.36320,75,1.02832,31,-0.5612,43,0.01496
ENSG00000111110,PPM1H,19,-0.7295,44,0.52864,20,-0.6969,6,-2.3892,15,-1.1172,26,-0.3175,39,0.36545,48,0.86974
ENSG00000196935,SRGAP1,69,1.52778,13,-1.1092,20,-0.5135,56,1.17157,70,1.54660,20,-0.5558,16,-0.9055,10,-1.6508
ENSG00000184575,XPOT,51,0.02945,45,-0.1710,40,-0.3297,60,0.28806,50,0.00597,39,-0.3993,49,-0.0326,59,0.32214
ENSG00000183735,TBK1,12,-1.1243,24,-0.1120,7,-1.8238,5,-2.3983,35,0.50679,34,0.49319,32,0.36817,31,0.37044
ENSG00000135677,GNS,3,-3.1412,5,-2.5206,32,0.24394,29,0.05861,48,0.88195,25,-0.1999,15,-0.9830,45,1.04103
ENSG00000111490,TBC1D30,1,-4.1116,12,-0.7944,18,-0.1814,8,-1.3109,36,0.92588,17,-0.2417,10,-1.1924,38,1.37092
ENSG00000156076,WIF1,0,-9.1895,4,-2.7525,17,-0.5990,153,3.36333,22,-0.2231,1,-4.1845,6,-2.1538,33,0.50026
ENSG00000174106,LEMD3,15,-1.2152,36,0.04381,15,-1.2337,36,0.05368,24,-0.5506,51,0.67414,19,-0.9412,50,0.74552
ENSG00000139233,LLPH,88,0.66989,100,0.88427,37,-0.6803,48,-0.2994,50,-0.2371,74,0.43555,48,-0.3082,42,-0.5647
ENSG00000155957,TMBIM4,73,0.97553,25,-0.7318,15,-1.4758,62,0.69301,80,1.12383,43,0.11653,22,-0.9995,32,-0.3953
ENSG00000111530,CAND1,56,-1.3204,128,-0.0557,60,-1.2057,93,-0.5436,78,-0.8216,167,0.40813,156,0.28595,177,0.58365
ENSG00000127314,RAP1B,33,-0.1034,33,-0.0884,33,-0.0952,59,0.81568,71,1.13705,31,-0.2302,29,-0.3246,25,-0.6335
ENSG00000175782,SLC35E3,95,1.23658,32,-0.5160,19,-1.2644,41,-0.1376,66,0.61974,52,0.28846,25,-0.9303,42,-0.1006
ENSG00000135679,MDM2,53,0.49154,50,0.39604,23,-0.7830,35,-0.1692,30,-0.4154,45,0.23183,17,-1.2979,51,0.53459
ENSG00000111605,CPSF6,26,-1.0906,38,-0.5004,25,-1.1424,62,0.25668,71,0.46541,56,0.09643,52,-0.0393,66,0.43442
ENSG00000166225,FRS2,41,0.74303,20,-0.3928,19,-0.4852,42,0.79581,12,-1.0858,24,-0.1260,14,-0.9495,32,0.47157
ENSG00000166226,CCT2,49,-1.0542,60,-0.7720,54,-0.9341,45,-1.1821,66,-0.6229,145,0.70096,117,0.29855,128,0.53094
ENSG00000127328,RAB3IP,171,0.91113,158,0.77634,58,-0.7894,82,-0.2776,137,0.54309,103,0.09589,75,-0.4476,70,-0.6166
ENSG00000111596,CNOT2,76,0.55245,39,-0.4982,37,-0.5600,25,-1.1642,54,0.02305,69,0.44101,63,0.30286,49,-0.1677
ENSG00000135643,KCNMB4,64,-0.7648,105,-0.0081,88,-0.2781,51,-1.1158,89,-0.2623,111,0.07784,170,0.86569,103,-0.0428
ENSG00000153233,PTPRR,7,-1.8559,32,0.33200,22,-0.2602,6,-2.1678,8,-1.7137,43,0.93432,33,0.43623,27,0.12045
ENSG00000133858,ZFC3H1,263,1.84785,58,-0.6592,11,-3.0682,86,-0.0533,142,0.76058,152,0.99582,30,-1.7021,46,-1.1417
ENSG00000139291,TMEM19,18,-0.7605,14,-1.0382,17,-0.7641,45,0.69788,23,-0.3720,38,0.45398,29,0.02131,32,0.20767
ENSG00000080371,RAB21,93,0.04526,65,-0.4947,61,-0.5904,96,0.09489,132,0.61154,87,-0.0550,81,-0.1774,99,0.18301
ENSG00000121749,TBC1D15,64,0.63703,34,-0.3633,29,-0.5866,27,-0.7189,40,-0.0964,59,0.57035,33,-0.4298,45,0.10651
ENSG00000072657,TRHDE,0,-7.3718,110,1.10136,18,-1.7172,22,-1.3707,56,0.02254,72,0.44613,48,-0.2429,74,0.57718
ENSG00000253719,ATXN7L3B,56,-1.6415,259,0.71658,92,-0.9061,82,-1.0673,137,-0.2937,191,0.24679,192,0.26334,198,0.35877
ENSG00000166006,KCNC2,6,-4.5072,128,-0.1494,67,-1.1349,34,-2.1258,221,0.72023,85,-0.8390,121,-0.2592,275,1.50482
ENSG00000180881,CAPS2,7,-1.7080,10,-1.0762,11,-1.0418,16,-0.4457,32,0.60998,33,0.77356,7,-1.6365,34,0.93764
ENSG00000111615,KRR1,86,0.02146,69,-0.3241,76,-0.1636,62,-0.4963,112,0.44290,136,0.86495,62,-0.5232,72,-0.2999
ENSG00000139289,PHLDA1,11,-1.5786,33,0.09215,27,-0.2278,24,-0.3984,60,1.09193,18,-0.8915,33,0.13225,38,0.40443
