Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000136100,VPS36,92,0.11777,114,0.43701,79,-0.1337,69,-0.3731,119,0.63942,51,-0.8133,56,-0.6633,51,-0.8022
ENSG00000136108,CKAP2,32,-0.2017,44,0.29542,32,-0.1682,33,-0.1440,51,0.69757,31,-0.2518,22,-0.7525,23,-0.6577
ENSG00000165416,SUGT1,110,-0.1824,112,-0.1231,174,0.56550,105,-0.2412,146,0.35068,104,-0.2438,103,-0.2650,110,-0.1594
ENSG00000136099,PCDH8,136,2.30686,9,-2.5510,3,-4.0374,0,-7.5201,22,-1.4496,16,-1.7855,145,1.69359,32,-0.7387
ENSG00000118946,PCDH17,91,-1.5995,348,0.63454,505,1.25782,477,1.33130,211,-0.1824,115,-1.0839,145,-0.7290,62,-1.9909
ENSG00000083544,TDRD3,20,-0.7581,42,0.44942,54,0.85566,30,-0.0729,38,0.38603,30,-0.0582,20,-0.6829,26,-0.2928
ENSG00000280165,PCDH20,37,-0.0468,50,0.42502,38,-0.0281,30,-0.3986,60,0.91096,12,-1.6809,18,-1.1436,27,-0.5112
ENSG00000184226,PCDH9,354,-0.8385,867,0.67126,1338,1.40571,576,0.02201,655,0.27091,483,-0.2531,199,-1.5902,328,-0.8421
ENSG00000276644,DACH1,3,-3.1700,23,-0.0444,80,2.08348,50,1.41173,28,0.38464,1,-3.8613,1,-4.4501,4,-2.4506
ENSG00000204899,MZT1,67,0.25591,43,-0.4688,60,0.04865,73,0.37281,51,-0.2570,34,-0.8245,73,0.33313,52,-0.1705
ENSG00000083520,DIS3,42,-0.3635,52,0.02432,77,0.63989,45,-0.2203,74,0.72132,49,-0.0912,17,-1.6230,35,-0.5731
ENSG00000083535,PIBF1,15,-0.9217,54,1.15678,63,1.41579,16,-0.7870,31,0.31143,19,-0.4762,20,-0.4391,15,-0.8679
ENSG00000118922,KLF12,27,0.04451,18,-0.5794,25,-0.0857,14,-1.0084,45,1.12796,11,-1.2193,25,-0.0623,17,-0.6412
ENSG00000136111,TBC1D4,39,0.22235,42,0.30061,56,0.76046,22,-0.7150,37,0.11123,21,-0.7758,27,-0.3794,33,-0.0841
ENSG00000188243,COMMD6,96,0.00138,53,-0.9084,74,-0.3979,77,-0.3601,63,-0.7289,151,0.73095,216,1.32937,118,0.33427
ENSG00000118939,UCHL3,15,-0.2021,25,0.59730,19,0.17447,22,0.42898,10,-0.9529,10,-0.8331,26,0.67156,23,0.45546
ENSG00000136153,LMO7,122,-0.2951,246,0.86677,256,0.93814,171,0.30456,167,0.29980,49,-1.6005,54,-1.4696,46,-1.7058
ENSG00000178695,KCTD12,54,0.02127,23,-1.2517,82,0.67542,38,-0.5420,27,-1.1958,71,0.45304,146,1.66325,54,0.00782
ENSG00000102805,CLN5,6,-1.0144,14,0.25273,14,0.26669,5,-1.4039,10,-0.3407,34,1.72687,17,0.56437,17,0.53193
ENSG00000005812,FBXL3,77,0.45731,66,0.13525,70,0.22423,65,0.12349,53,-0.2460,53,-0.1993,38,-0.7289,42,-0.5755
ENSG00000005810,MYCBP2,651,-0.1128,726,0.07554,733,0.09072,682,-0.0234,1114,0.97957,132,-2.4781,323,-1.1575,417,-0.7758
ENSG00000139737,SLAIN1,30,-0.6123,34,-0.3321,141,2.01426,41,-0.0725,19,-1.3266,62,0.59359,43,0.00037,44,0.04414
ENSG00000136160,EDNRB,8,-1.5206,3,-2.5996,19,-0.0113,9,-1.2017,3,-2.6664,129,3.58765,43,1.28165,7,-1.5271
ENSG00000152193,OBI1,27,-0.2573,25,-0.3025,40,0.39912,35,0.23793,40,0.49781,20,-0.6172,14,-1.1688,30,-0.0255
ENSG00000139746,RBM26,140,-0.3885,399,1.36974,244,0.54634,122,-0.5771,185,0.12798,168,-0.0454,129,-0.4554,90,-0.9874
ENSG00000102471,NDFIP2,230,0.62089,212,0.36805,163,-0.0439,219,0.46491,136,-0.3801,53,-1.7250,68,-1.3666,150,-0.1786
ENSG00000136158,SPRY2,52,0.24392,54,0.26064,34,-0.4533,39,-0.2401,44,-0.0482,60,0.43714,34,-0.4490,43,-0.0920
ENSG00000178235,SLITRK1,86,-0.1611,170,0.95244,164,0.89155,121,0.43271,93,-0.0264,22,-2.1312,48,-1.0355,41,-1.2709
ENSG00000228824,MIR4500HG,16,-0.1645,56,1.97758,18,0.06209,16,-0.1065,16,-0.1282,1,-3.5916,16,-0.0829,5,-1.8843
ENSG00000165300,SLITRK5,76,0.23353,184,1.67738,72,0.11079,33,-1.1208,70,0.07750,22,-1.6540,49,-0.4817,40,-0.7715
ENSG00000152749,GPR180,29,0.22421,47,0.95726,27,0.04270,18,-0.6119,27,0.10282,22,-0.2549,10,-1.3749,26,-0.0232
ENSG00000134873,CLDN10,3,-2.9212,5,-2.1285,16,-0.5623,2,-3.6262,9,-1.5787,173,3.88812,70,1.80516,1,-3.7579
ENSG00000134874,DZIP1,36,-2.0903,128,0.00066,228,0.93145,152,0.29960,136,0.11663,221,0.87978,164,0.39167,100,-0.3771
ENSG00000247400,DNAJC3-DT,8,-0.2260,6,-0.6116,15,0.73237,7,-0.4430,8,-0.3245,15,0.73566,18,1.00007,6,-0.7700
ENSG00000102580,DNAJC3,19,-0.7889,27,-0.1434,49,0.77602,18,-0.8031,44,0.75065,60,1.11466,18,-0.8030,11,-1.4927
ENSG00000102595,UGGT2,15,-0.8400,135,3.04663,31,0.31394,6,-2.2714,12,-1.2388,29,0.22437,17,-0.5553,21,-0.3006
ENSG00000185352,HS6ST3,192,0.92596,91,-0.4596,45,-1.4993,24,-2.5418,168,0.63245,26,-2.2931,232,1.03893,64,-0.9791
ENSG00000139793,MBNL2,184,0.79440,111,-0.1646,126,0.02782,96,-0.4262,109,-0.2263,82,-0.6294,86,-0.5547,132,0.10339
ENSG00000125249,RAP2A,132,0.31057,112,-0.0074,89,-0.3485,100,-0.1898,112,-0.0033,61,-0.9347,119,0.08865,146,0.41233
ENSG00000065150,IPO5,160,0.78680,85,-0.3649,68,-0.7118,64,-0.8421,112,0.07703,58,-0.9397,162,0.64497,84,-0.3752
ENSG00000152767,FARP1,75,-0.1631,72,-0.2004,108,0.43510,57,-0.6005,86,0.10814,157,1.05619,67,-0.2986,61,-0.4563
ENSG00000102572,STK24,73,0.31675,54,-0.2308,46,-0.4574,66,0.10658,50,-0.3879,61,-0.0377,69,0.16595,76,0.31050
ENSG00000088387,DOCK9,77,0.44575,79,0.40489,77,0.34674,47,-0.4537,47,-0.4664,35,-0.8470,46,-0.4367,94,0.66725
ENSG00000134882,UBAC2,33,1.11815,21,0.13434,5,-2.0164,9,-1.2476,12,-0.8323,35,0.95523,22,0.19637,15,-0.3832
ENSG00000125304,TM9SF2,102,0.79484,70,0.04097,43,-0.7158,58,-0.2870,67,-0.0379,46,-0.6251,64,-0.1167,46,-0.6036
ENSG00000125246,CLYBL,17,0.66581,14,0.30626,8,-0.6178,5,-1.3713,16,0.58405,3,-1.8625,9,-0.4719,12,0.01485
ENSG00000175198,PCCA,17,0.46311,13,-0.0189,14,0.10624,5,-1.3458,13,-0.0196,21,0.71055,10,-0.4008,13,-0.0471
ENSG00000125247,TMTC4,18,-0.3385,28,0.35500,19,-0.2610,47,1.37264,23,0.02167,11,-1.0073,1,-4.5851,14,-0.6601
ENSG00000102452,NALCN,57,0.31152,76,0.73143,45,-0.1158,59,0.35175,53,0.18438,16,-1.6078,23,-1.0818,18,-1.4957
ENSG00000102466,FGF14,106,0.37774,93,0.10673,61,-0.5357,59,-0.6287,118,0.59707,57,-0.6610,83,-0.0785,48,-0.9172
ENSG00000134900,TPP2,42,-0.1117,54,0.29652,60,0.46429,23,-1.0426,64,0.73395,46,0.06946,25,-0.8555,28,-0.7145
ENSG00000151287,TEX30,20,0.94586,10,-0.3914,4,-1.5908,2,-2.8181,17,0.55656,9,-0.4497,10,-0.3578,16,0.37050
ENSG00000134897,BIVM,25,-0.2302,66,1.33240,32,0.17379,11,-1.4509,28,-0.0254,40,0.53119,27,-0.0807,25,-0.2279
ENSG00000134899,ERCC5,42,-1.0670,137,0.92852,117,0.65851,80,0.07274,100,0.50915,65,-0.2639,39,-1.0177,57,-0.4515
ENSG00000125266,EFNB2,46,-0.4937,93,0.67069,70,0.21346,76,0.37775,68,0.20484,56,-0.1360,36,-0.8197,44,-0.5029
ENSG00000134884,ARGLU1,110,-0.9712,528,1.68776,439,1.35934,123,-0.7303,145,-0.5022,327,0.85571,95,-1.0669,91,-1.1314
ENSG00000204442,FAM155A,106,-0.2691,147,0.28325,122,-0.0018,138,0.21215,160,0.52703,54,-1.2342,93,-0.4181,100,-0.3081
ENSG00000227248,FAM155A-IT1,2,-2.0011,83,4.87383,15,0.82653,0,-5.7821,2,-1.9827,2,-2.2281,0,-8.0008,0,-8.1137
ENSG00000174405,LIG4,50,0.85122,46,0.52625,17,-0.9949,23,-0.6126,27,-0.3615,17,-0.9582,29,-0.2123,42,0.37869
ENSG00000139826,ABHD13,33,0.48278,42,0.76747,14,-0.9362,33,0.42064,23,-0.1620,16,-0.6644,10,-1.3571,16,-0.6625
ENSG00000041515,MYO16,11,0.25638,15,0.65214,5,-0.9269,2,-2.3285,15,0.85992,6,-0.6107,9,-0.0671,8,-0.2494
ENSG00000185950,IRS2,167,0.24724,121,-0.3010,112,-0.4091,117,-0.3793,159,0.15832,124,-0.2526,208,0.55275,128,-0.2087
ENSG00000213995,NAXD,30,0.67685,19,-0.1755,17,-0.3294,11,-1.0683,12,-0.9122,34,0.73464,37,0.88348,20,-0.0892
ENSG00000134905,CARS2,23,0.59486,30,0.91076,7,-1.3223,15,-0.2149,9,-1.0777,12,-0.4848,24,0.57726,20,0.31318
ENSG00000153487,ING1,22,0.22019,10,-1.0431,17,-0.1988,26,0.52060,16,-0.3104,22,0.15306,22,0.15148,16,-0.3026
ENSG00000088448,ANKRD10,36,0.29180,97,1.89837,42,0.47096,13,-1.3717,17,-1.0879,41,0.42415,16,-1.0442,25,-0.3319
ENSG00000102606,ARHGEF7,156,0.37240,194,0.64590,110,-0.2414,141,0.15386,123,-0.0919,76,-0.8012,99,-0.4087,78,-0.7735
ENSG00000126216,TUBGCP3,19,-0.3936,36,0.66897,21,-0.1602,22,-0.1238,35,0.77810,20,-0.2423,10,-1.3155,14,-0.7633
ENSG00000068650,ATP11A,10,-0.2911,21,0.86626,31,1.50182,7,-0.9372,6,-1.0826,17,0.54173,11,-0.1779,15,0.29397
ENSG00000126217,MCF2L,82,0.32343,133,1.05790,69,0.00365,62,-0.1842,40,-0.9674,36,-0.9709,81,0.24299,91,0.42474
ENSG00000126226,PCID2,20,0.56700,47,1.91432,16,0.13573,4,-1.9096,11,-0.5600,15,0.01218,9,-0.6666,5,-1.5992
ENSG00000139842,CUL4A,42,0.51491,33,0.05417,32,0.02530,31,-0.0546,30,-0.1148,34,0.10322,10,-1.7065,29,-0.1653
ENSG00000185896,LAMP1,95,0.14627,70,-0.3407,104,0.27076,124,0.60962,52,-0.9148,156,0.92309,50,-0.8394,71,-0.3281
ENSG00000153531,ADPRHL1,20,1.41385,19,0.92530,3,-1.5987,4,-1.4903,6,-0.8400,8,-0.4292,7,-0.5416,10,-0.0270
ENSG00000150401,DCUN1D2,30,0.83884,16,-0.3451,19,-0.0502,17,-0.2776,20,0.01552,10,-1.0442,9,-1.1017,19,-0.0309
ENSG00000150403,TMCO3,16,-0.5116,25,0.21077,38,0.88601,25,0.24599,16,-0.5431,27,0.34749,29,0.41720,17,-0.3683
ENSG00000198176,TFDP1,22,0.10734,20,-0.0814,19,-0.1003,15,-0.5679,12,-0.8926,35,0.80780,35,0.81381,29,0.52662
ENSG00000183087,GAS6,60,0.60141,38,-0.2178,34,-0.3903,30,-0.6152,45,0.03867,47,0.09952,33,-0.4596,46,0.05758
ENSG00000185989,RASA3,20,0.37427,17,0.04772,7,-1.1726,14,-0.1990,13,-0.4387,33,1.15645,18,0.18369,9,-0.8567
ENSG00000130177,CDC16,54,0.45720,60,0.55321,34,-0.3224,39,-0.1236,33,-0.4410,45,0.08886,47,0.17844,25,-0.8140
ENSG00000169062,UPF3A,60,-0.2370,122,0.92718,60,-0.1932,48,-0.5901,52,-0.4829,160,1.39067,61,-0.1812,53,-0.3816
ENSG00000198824,CHAMP1,20,-0.0749,19,-0.1164,18,-0.2361,29,0.57493,28,0.60151,16,-0.3854,10,-1.1348,5,-2.1518
ENSG00000136319,TTC5,11,-0.0478,14,0.37493,13,0.33452,20,1.07520,10,-0.1616,6,-0.8551,0,-5.4020,7,-0.7254
ENSG00000100814,CCNB1IP1,27,0.20354,19,-0.3377,17,-0.5528,24,0.03073,24,-0.0423,34,0.55515,20,-0.2825,23,-0.0990
ENSG00000129484,PARP2,54,0.51128,42,0.03346,41,-0.0367,45,0.12961,45,0.13862,12,-1.8901,32,-0.4078,28,-0.6181
ENSG00000092094,OSGEP,19,-0.1020,47,1.42660,29,0.59975,13,-0.6728,12,-0.7876,26,0.46145,23,0.21780,11,-0.8330
ENSG00000100823,APEX1,83,0.06082,60,-0.4445,67,-0.2988,75,-0.1348,102,0.46146,84,0.06822,90,0.16212,42,-0.9820
ENSG00000165782,PIP4P1,54,0.82004,26,-0.4638,16,-1.2237,31,-0.2535,30,-0.3031,37,0.06193,34,-0.0615,37,0.06984
ENSG00000129538,RNASE1,29,-1.5017,28,-1.3927,252,2.17846,95,0.52100,23,-1.8327,183,1.57824,17,-2.1117,89,0.36272
ENSG00000165792,METTL17,9,0.13715,20,1.27587,7,-0.2506,3,-1.6385,9,0.10489,14,0.72599,4,-1.0717,7,-0.3798
ENSG00000165795,NDRG2,226,-1.1874,122,-1.9539,588,0.43101,283,-0.7525,249,-1.0275,1150,1.56182,1489,2.04308,482,0.11498
ENSG00000258441,LINC00641,104,0.40219,81,-0.0694,65,-0.4170,86,0.02765,84,-0.0182,49,-0.8272,71,-0.2786,99,0.24266
ENSG00000092199,HNRNPC,216,-0.2777,192,-0.4203,334,0.44627,280,0.18131,258,0.04739,337,0.45854,281,0.17137,147,-0.8252
ENSG00000092201,SUPT16H,173,-0.5152,178,-0.4029,252,0.13964,205,-0.2010,412,1.21947,116,-1.0468,119,-1.0071,170,-0.4708
ENSG00000100888,CHD8,64,-0.7153,135,0.55052,163,0.85846,88,-0.1368,133,0.65748,78,-0.3019,53,-0.8821,44,-1.1662
ENSG00000129472,RAB2B,28,0.51308,23,0.10781,14,-0.6164,29,0.48017,17,-0.4007,22,-0.0058,8,-1.4290,20,-0.1000
ENSG00000092203,TOX4,59,-0.1516,66,0.06244,70,0.14812,55,-0.2337,82,0.50115,53,-0.2734,61,-0.0772,44,-0.5713
ENSG00000165819,METTL3,9,-0.0299,24,1.56409,13,0.58419,2,-1.9055,5,-1.0978,12,0.36833,16,0.82781,8,-0.1702
ENSG00000165821,SALL2,13,-0.6965,10,-1.0065,27,0.47835,8,-1.3414,19,-0.0858,53,1.60627,29,0.56284,26,0.42558
ENSG00000129562,DAD1,57,0.21780,38,-0.4346,28,-0.9130,24,-1.1806,37,-0.5669,148,1.78020,68,0.46157,48,-0.0866
ENSG00000155463,OXA1L,51,0.78419,33,-0.0781,26,-0.4475,30,-0.2208,27,-0.4656,40,0.22462,32,-0.1116,24,-0.5224
ENSG00000172590,MRPL52,90,0.43891,60,-0.2631,50,-0.5362,70,-0.0489,54,-0.5037,76,0.08391,82,0.21472,91,0.38560
ENSG00000197324,LRP10,2,-2.8995,0,-4.7222,23,0.56757,12,-0.3778,4,-2.0390,115,3.87101,17,0.09239,5,-1.6143
ENSG00000100461,RBM23,26,-0.5960,22,-0.7550,43,0.23025,33,-0.1862,51,0.62326,59,0.75960,38,0.06324,19,-0.9730
ENSG00000100462,PRMT5,31,0.60650,23,0.01731,21,-0.1440,25,0.18171,13,-0.9180,22,-0.0149,27,0.26543,19,-0.3016
ENSG00000100804,PSMB5,149,0.92525,73,-0.4005,55,-0.8375,75,-0.3982,72,-0.4932,87,-0.1341,111,0.24880,93,-0.0284
ENSG00000100813,ACIN1,57,-0.8804,94,-0.0022,129,0.49374,96,0.03392,125,0.56338,102,0.13342,80,-0.2492,79,-0.2688
ENSG00000179933,C14orf119,27,0.50219,28,0.48538,13,-0.6616,14,-0.6335,18,-0.2451,26,0.34599,20,-0.0438,19,-0.1507
ENSG00000092068,SLC7A8,57,-0.0611,65,0.16577,36,-0.7350,61,0.06783,92,0.90806,21,-1.5233,17,-1.8658,55,-0.0876
ENSG00000235194,PPP1R3E,24,-0.6119,60,0.86497,39,0.16504,34,-0.0373,34,-0.0461,49,0.54239,26,-0.4181,34,-0.0165
ENSG00000129473,BCL2L2,144,0.26896,89,-0.5167,82,-0.6457,140,0.19679,115,-0.1598,74,-0.8033,139,0.16189,185,0.62501
ENSG00000100836,PABPN1,62,-0.3928,130,0.83719,97,0.36105,59,-0.4304,69,-0.1881,86,0.16618,80,0.06118,95,0.33190
ENSG00000092096,SLC22A17,621,1.21841,297,-0.2504,189,-0.9349,275,-0.3959,306,-0.2391,189,-0.9337,279,-0.3438,245,-0.5407
ENSG00000129460,NGDN,23,0.69762,23,0.53736,8,-1.0027,12,-0.4300,8,-1.1922,26,0.75191,22,0.49181,13,-0.3351
ENSG00000136367,ZFHX2,14,0.13037,37,1.70860,18,0.52749,10,-0.4592,9,-0.6592,7,-0.8475,5,-1.3938,14,0.06263
ENSG00000213983,AP1G2,10,-0.0084,68,3.53777,5,-1.0697,3,-1.9556,2,-2.3455,12,0.23116,0,-4.1439,6,-0.7907
ENSG00000092051,JPH4,144,0.02479,138,-0.0418,134,-0.0847,98,-0.6088,108,-0.4972,180,0.37602,306,1.25421,135,-0.0772
ENSG00000215256,DHRS4-AS1,19,0.49941,14,-0.0515,8,-0.8863,8,-0.8724,11,-0.4226,32,1.29097,16,0.12753,11,-0.4209
ENSG00000187630,DHRS4L2,18,0.33235,6,-1.4339,11,-0.4575,10,-0.5932,6,-1.4064,46,1.83495,26,0.88907,13,-0.2235
ENSG00000100884,CPNE6,64,1.14238,22,-0.7941,15,-1.3765,18,-1.1107,30,-0.3776,45,0.31279,65,0.88832,15,-1.3356
ENSG00000100897,DCAF11,67,0.24376,40,-0.5763,51,-0.2032,25,-1.3461,65,0.18566,53,-0.1530,122,1.18813,51,-0.2142
ENSG00000092010,PSME1,37,0.02526,11,-1.7389,25,-0.5663,34,-0.0799,37,0.02580,62,0.86050,52,0.57700,31,-0.2436
ENSG00000100908,EMC9,38,0.90433,22,-0.1623,24,-0.0307,15,-0.7658,20,-0.3366,8,-1.6060,34,0.53478,23,-0.0869
ENSG00000100911,PSME2,33,0.03135,36,0.14963,27,-0.2711,25,-0.4348,29,-0.2287,39,0.26972,64,1.07696,22,-0.5759
ENSG00000092098,RNF31,23,0.32485,32,0.76211,13,-0.5783,16,-0.3453,16,-0.3107,31,0.74461,17,-0.1796,10,-1.0315
ENSG00000213928,IRF9,8,-0.8268,16,0.27861,14,0.14449,15,0.23350,5,-1.4274,42,1.92640,24,0.99471,3,-2.0468
ENSG00000100926,TM9SF1,13,0.24458,19,0.74178,6,-0.8533,6,-0.9992,11,-0.1740,24,1.11702,12,0.07262,7,-0.8462
ENSG00000254505,CHMP4A,38,-0.6431,38,-0.5535,57,0.04093,41,-0.4963,45,-0.3882,82,0.61957,108,1.08030,103,0.99242
ENSG00000213920,MDP1,45,0.58177,21,-0.6913,22,-0.6594,32,-0.0984,30,-0.1860,24,-0.4931,55,0.76633,25,-0.4619
ENSG00000129559,NEDD8,309,0.42128,192,-0.4002,147,-0.8097,258,0.05959,214,-0.2788,137,-0.9159,319,0.39065,357,0.57288
ENSG00000100938,GMPR2,43,0.90697,20,-0.4584,22,-0.2964,12,-1.2902,29,0.14941,25,-0.1433,26,-0.0720,20,-0.4689
ENSG00000092330,TINF2,23,0.94674,11,-0.3773,3,-2.3076,15,0.10365,12,-0.3187,14,-0.0862,14,-0.0713,10,-0.5692
ENSG00000100949,RABGGTA,25,1.12661,20,0.54508,10,-0.5170,9,-0.7391,7,-1.1444,12,-0.2629,18,0.33974,12,-0.3165
ENSG00000196943,NOP9,26,0.44004,23,0.16799,13,-0.7475,27,0.42613,19,-0.2025,13,-0.6875,22,0.05943,12,-0.8019
ENSG00000100445,SDR39U1,47,0.89222,43,0.54107,9,-1.7395,22,-0.5367,19,-0.8250,27,-0.1559,51,0.81683,22,-0.4886
ENSG00000168952,STXBP6,118,1.02129,31,-1.2811,48,-0.6190,16,-2.3404,62,-0.2732,33,-1.1765,188,1.59258,62,-0.2150
ENSG00000139910,NOVA1,153,0.24385,183,0.48669,93,-0.5614,94,-0.5944,160,0.34114,110,-0.3117,110,-0.3154,125,-0.1175
ENSG00000176165,FOXG1,120,0.48118,118,0.36078,56,-0.7816,88,-0.1100,76,-0.3817,95,0.02617,94,0.01177,91,-0.0420
ENSG00000186960,LINC01551,30,0.17807,38,0.52752,22,-0.3148,17,-0.7781,23,-0.3292,27,0.01129,52,1.05016,22,-0.3023
ENSG00000092140,G2E3,19,-0.0891,33,0.83545,34,0.86144,18,-0.1158,20,-0.0043,10,-0.9337,16,-0.3437,10,-0.9361
ENSG00000092108,SCFD1,57,0.28206,81,0.79848,45,-0.1328,32,-0.7083,56,0.26329,26,-0.9333,56,0.21943,25,-0.9863
ENSG00000196792,STRN3,39,-0.6713,60,0.10630,115,1.15206,61,0.14280,59,0.07807,49,-0.2087,46,-0.3077,47,-0.2644
ENSG00000100478,AP4S1,37,0.34618,30,-0.0860,26,-0.3018,34,0.15679,28,-0.1719,23,-0.4364,37,0.26198,24,-0.3813
ENSG00000092148,HECTD1,139,-0.3463,190,0.18525,205,0.30527,167,-0.0121,253,0.81398,107,-0.6923,73,-1.2602,106,-0.7106
ENSG00000129493,HEATR5A,7,-1.1272,11,-0.3916,28,1.08622,7,-1.0958,9,-0.7270,47,1.99577,26,0.97942,8,-0.7634
ENSG00000129480,DTD2,12,0.14258,13,0.22353,23,1.10283,10,-0.1512,11,-0.0406,7,-0.7655,5,-1.2713,9,-0.2820
ENSG00000151413,NUBPL,13,-0.2830,14,-0.1303,16,0.07299,20,0.44496,13,-0.2947,21,0.46196,14,-0.1805,17,0.14744
ENSG00000100852,ARHGAP5,137,-1.6074,228,-0.6651,618,0.90400,317,-0.1778,454,0.49403,636,0.95106,375,0.09569,318,-0.1572
ENSG00000151320,AKAP6,169,-0.0971,217,0.31230,169,-0.0777,222,0.38571,195,0.17932,84,-1.1318,82,-1.1691,222,0.35188
ENSG00000151322,NPAS3,12,-1.6425,17,-0.8880,57,0.94877,25,-0.4041,26,-0.3405,112,2.16897,46,0.59303,14,-1.2397
ENSG00000129521,EGLN3,2,-2.6741,12,-0.2095,19,0.40511,10,-0.5708,5,-1.6776,75,2.95299,34,1.41194,3,-2.0295
ENSG00000165389,SPTSSA,19,-0.3657,10,-1.2104,32,0.50313,19,-0.2780,14,-0.8768,63,1.67316,28,0.31881,29,0.34674
ENSG00000129518,EAPP,70,0.13132,48,-0.4632,47,-0.5170,78,0.30607,86,0.52033,42,-0.6711,31,-1.1456,60,-0.1413
ENSG00000129515,SNX6,39,-0.5776,30,-0.8503,71,0.43638,62,0.24036,64,0.34325,60,0.16883,45,-0.2787,59,0.15119
ENSG00000165410,CFL2,69,-0.0790,52,-0.5179,76,0.07956,94,0.45532,63,-0.2394,76,0.07567,56,-0.4022,95,0.42574
ENSG00000198604,BAZ1A,4,-2.2493,13,-0.3541,63,2.32808,9,-0.8398,9,-1.0343,60,2.22216,7,-1.3014,11,-0.6093
ENSG00000100883,SRP54,55,0.26196,57,0.26829,50,0.07178,44,-0.1214,56,0.31245,35,-0.4731,20,-1.2880,37,-0.3992
ENSG00000151327,FAM177A1,76,-0.4820,75,-0.4301,170,0.86248,120,0.32593,94,-0.0888,133,0.46205,82,-0.2963,79,-0.3537
ENSG00000092020,PPP2R3C,46,0.08581,47,0.09439,60,0.48258,24,-0.9975,47,0.12656,48,0.13214,42,-0.0912,50,0.17709
ENSG00000100890,PRORP,11,0.16359,13,0.36684,5,-1.0860,17,0.88156,8,-0.5218,19,0.94497,4,-1.4391,3,-1.8984
ENSG00000100902,PSMA6,122,0.58087,95,0.07487,61,-0.6047,77,-0.2700,84,-0.1425,67,-0.4710,96,0.09492,88,-0.0507
ENSG00000100906,NFKBIA,18,-1.1215,26,-0.4002,79,1.36403,46,0.51227,23,-0.7120,73,1.22785,23,-0.6087,30,-0.2152
ENSG00000174373,RALGAPA1,85,-0.2741,172,0.89873,186,1.02590,57,-0.8876,128,0.51674,50,-1.0302,52,-0.9696,66,-0.6069
ENSG00000100916,BRMS1L,46,-0.3318,44,-0.3344,57,0.04261,75,0.53075,68,0.38878,29,-0.9979,45,-0.3132,53,-0.0703
ENSG00000151332,MBIP,22,-0.2370,37,0.58172,14,-0.8908,27,0.11559,31,0.35087,27,0.08119,20,-0.4079,20,-0.3393
ENSG00000151338,MIPOL1,5,-1.7090,63,2.51169,35,1.41571,10,-0.6869,11,-0.5082,7,-0.9871,6,-1.2964,12,-0.3071
ENSG00000139874,SSTR1,42,1.48008,24,0.19080,8,-1.3683,10,-1.1208,10,-1.2657,10,-1.0516,33,0.71163,22,0.05078
ENSG00000100934,SEC23A,104,0.70074,81,0.16730,44,-0.7744,80,0.16871,73,0.00058,30,-1.3168,45,-0.7476,57,-0.3845
ENSG00000092208,GEMIN2,12,0.10767,9,-0.3671,15,0.39389,12,0.02724,12,0.13116,11,-0.0496,3,-1.8585,14,0.34541
ENSG00000182400,TRAPPC6B,62,0.07295,59,-0.0143,56,-0.0975,72,0.34162,59,-0.0211,29,-1.0837,71,0.28282,51,-0.2297
ENSG00000100941,PNN,92,-0.9501,179,0.19450,312,1.10077,129,-0.3346,197,0.42458,199,0.36046,127,-0.3368,114,-0.5098
ENSG00000150527,MIA2,26,-0.6941,75,1.07837,65,0.84269,32,-0.3180,48,0.41892,32,-0.2953,21,-0.9051,22,-0.8499
ENSG00000165355,FBXO33,108,0.60566,88,0.16423,59,-0.4531,73,-0.1457,92,0.28508,34,-1.2621,47,-0.7945,57,-0.5031
ENSG00000165379,LRFN5,59,0.95982,77,1.18271,18,-1.0297,15,-1.4381,43,0.31066,7,-2.3185,18,-1.0873,21,-0.8232
ENSG00000179454,KLHL28,30,0.11556,35,0.32774,41,0.57679,32,0.24710,25,-0.2143,18,-0.6371,17,-0.7369,25,-0.1906
ENSG00000198718,TOGARAM1,71,-0.3260,110,0.39632,135,0.72536,99,0.25370,103,0.35332,46,-0.9293,39,-1.1764,60,-0.5385
ENSG00000185246,PRPF39,15,-0.5040,62,1.93257,26,0.47705,9,-1.1738,19,-0.0458,25,0.41109,9,-1.0716,10,-0.9097
ENSG00000100442,FKBP3,273,0.41609,234,0.09842,215,-0.0351,208,-0.0923,233,0.11019,115,-0.9880,167,-0.4232,194,-0.1944
ENSG00000187790,FANCM,7,-0.4080,21,1.23043,16,0.79754,7,-0.4213,12,0.51139,7,-0.3898,2,-2.2114,3,-1.4814
ENSG00000129534,MIS18BP1,23,-0.5103,54,0.90831,59,1.04210,13,-1.3664,39,0.47927,24,-0.3505,25,-0.3201,24,-0.3943
ENSG00000139915,MDGA2,17,-0.8992,76,1.54371,34,0.23758,36,0.32212,35,0.33237,13,-1.1735,9,-1.7016,22,-0.4759
ENSG00000213741,RPS29,452,-0.6563,303,-1.1686,588,-0.1622,555,-0.2714,499,-0.4861,887,0.48613,1647,1.53149,1095,0.83069
