Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000197702,PARVA,11,-1.9614,42,0.00899,19,-1.2121,46,0.16098,70,0.83855,43,0.03960,47,0.20912,37,-0.1856,48,0.24130
ENSG00000187079,TEAD1,61,1.30864,24,-0.1972,20,-0.4769,104,2.31976,12,-1.1798,24,-0.2196,12,-1.3189,9,-1.5729,13,-1.1973
ENSG00000133794,ARNTL,9,-1.6179,28,0.07547,22,-0.3193,17,-0.6641,47,0.87817,30,0.17528,21,-0.4111,51,1.03091,24,-0.2164
ENSG00000148925,BTBD10,18,-2.2169,72,-0.1654,30,-1.4953,23,-1.8830,58,-0.4793,104,0.47836,96,0.32538,103,0.39970,127,0.84236
ENSG00000197601,FAR1,135,1.23677,55,-0.2265,24,-1.4552,30,-1.1550,71,0.16221,85,0.51356,39,-0.7959,57,-0.1811,72,0.21298
ENSG00000129083,COPB1,39,-0.0777,9,-2.2453,19,-1.1241,43,0.07049,75,0.97061,53,0.46610,36,-0.2032,34,-0.2798,47,0.22387
ENSG00000129084,PSMA1,34,-1.4457,43,-1.0860,46,-0.9738,58,-0.6335,90,0.05138,85,-0.0565,117,0.52144,130,0.63363,123,0.60304
ENSG00000110693,SOX6,30,-0.4059,13,-1.6029,13,-1.5978,97,1.51450,111,1.76244,19,-1.1744,10,-2.0620,11,-1.8819,67,0.99137
ENSG00000110696,C11orf58,203,-0.1923,293,0.38740,180,-0.3765,163,-0.5321,256,0.17183,292,0.42689,219,-0.0836,253,0.15328,193,-0.2963
ENSG00000110700,RPS13,700,1.29954,324,0.02726,520,0.79224,409,0.39812,288,-0.1579,135,-1.3987,360,0.21532,245,-0.4053,173,-1.0012
ENSG00000011405,PIK3C2A,96,0.74608,74,0.32353,42,-0.5750,96,0.73917,72,0.27777,59,-0.0310,48,-0.3870,36,-0.8028,47,-0.4060
ENSG00000070081,NUCB2,127,0.76287,63,-0.3362,74,-0.1001,88,0.16736,59,-0.4505,113,0.65353,49,-0.7940,56,-0.5322,78,-0.0266
ENSG00000260196,AC124798.1,0,-5.7597,8,-1.2842,18,-0.2071,12,-0.7999,35,0.85355,24,0.28700,13,-0.6700,33,0.76207,32,0.79204
ENSG00000006071,ABCC8,1,-3.9111,4,-2.5553,25,-0.0094,8,-1.7383,44,0.89205,51,1.33127,15,-0.8372,43,0.84304,23,-0.1874
ENSG00000129159,KCNC1,10,-3.1202,61,-0.4565,44,-0.9348,14,-2.5576,98,0.29199,97,0.30953,55,-0.6461,101,0.34392,172,1.43753
ENSG00000129158,SERGEF,21,-1.3930,58,0.14938,65,0.32872,53,0.00318,37,-0.5554,33,-0.7768,90,0.97619,46,-0.2243,55,0.05106
ENSG00000110768,GTF2H1,28,-0.3763,30,-0.2508,15,-1.2803,13,-1.5332,27,-0.4119,57,0.87154,36,0.00128,46,0.41315,41,0.23394
ENSG00000134333,LDHA,40,-2.5867,97,-1.2743,137,-0.7568,103,-1.1907,306,0.49458,194,-0.2453,309,0.57519,240,0.11014,381,0.97856
ENSG00000074319,TSG101,28,-0.6700,25,-0.7942,22,-1.0013,34,-0.3431,60,0.54934,41,-0.0598,61,0.64834,24,-0.8912,57,0.51308
ENSG00000151116,UEVLD,37,0.94308,21,0.02173,16,-0.3772,24,0.26610,45,1.28545,10,-1.1202,18,-0.1742,17,-0.3097,14,-0.5769
ENSG00000179119,SPTY2D1,36,0.58568,43,0.85811,4,-2.5984,26,0.04886,16,-0.6602,43,0.99583,14,-0.9095,12,-1.1547,24,-0.0410
ENSG00000110786,PTPN5,4,-4.1631,57,-0.3646,52,-0.4938,26,-1.5375,112,0.70720,69,-0.0569,54,-0.4910,142,1.11751,112,0.79918
ENSG00000166833,NAV2,57,0.72040,33,-0.1433,24,-0.6116,63,0.89617,62,0.87810,58,0.86189,15,-1.3503,21,-0.8215,13,-1.6121
ENSG00000165973,NELL1,2,-4.3431,6,-2.5941,20,-0.9823,20,-0.9818,16,-1.2718,76,1.28831,50,0.45546,41,0.09161,52,0.53536
ENSG00000171714,ANO5,8,-2.2050,55,0.72380,9,-1.9377,21,-0.7836,45,0.39833,47,0.51426,32,-0.1525,38,0.10655,43,0.37510
ENSG00000198168,SVIP,290,1.22340,167,0.30068,88,-0.6850,75,-0.9314,113,-0.3025,141,0.04157,140,0.02548,156,0.19120,101,-0.5165
ENSG00000187398,LUZP2,34,-0.2917,21,-1.0019,20,-1.0675,51,0.34628,49,0.29173,33,-0.3749,46,0.18317,9,-2.2069,75,1.12795
ENSG00000134343,ANO3,12,-2.2385,41,-0.4796,25,-1.2092,9,-2.6166,52,-0.1025,85,0.76276,45,-0.3420,121,1.27572,73,0.49050
ENSG00000109881,CCDC34,36,-0.9549,97,0.60289,48,-0.5161,40,-0.7771,40,-0.8024,77,0.25958,59,-0.2044,127,1.04075,70,0.09056
ENSG00000148943,LIN7C,16,-1.8184,44,-0.3827,51,-0.1312,60,0.11606,33,-0.8056,64,0.22998,60,0.12703,89,0.74151,65,0.25548
ENSG00000169519,METTL15,12,-1.1338,9,-1.4915,8,-1.6519,21,-0.2509,28,0.18013,31,0.39947,40,0.86712,31,0.36636,23,-0.1192
ENSG00000152219,ARL14EP,14,-1.6114,38,-0.1097,19,-1.1698,40,-0.0118,35,-0.2459,58,0.61958,50,0.37289,55,0.46610,36,-0.1996
ENSG00000066382,MPPED2,10,-1.0811,20,-0.0948,8,-1.3604,16,-0.4315,24,0.22089,29,0.55771,14,-0.6344,49,1.41255,19,-0.1715
ENSG00000170946,DNAJC24,32,0.15297,21,-0.4671,20,-0.5912,18,-0.6956,47,0.76748,50,0.99593,16,-0.9111,25,-0.2227,26,-0.1931
ENSG00000148950,IMMP1L,18,-0.2358,15,-0.5388,17,-0.3883,20,-0.0673,14,-0.6471,21,-0.0463,32,0.71786,15,-0.5569,26,0.33831
ENSG00000007372,PAX6,31,0.22102,13,-1.0892,35,0.42788,168,3.52949,13,-1.0724,4,-2.8168,11,-1.4614,21,-0.3718,6,-2.2737
ENSG00000049449,RCN1,11,-2.2958,14,-1.9522,35,-0.5843,92,0.92622,63,0.30766,31,-0.8617,4,-3.6453,248,2.85229,44,-0.2724
ENSG00000149100,EIF3M,47,-0.9432,55,-0.7077,69,-0.3471,84,-0.0573,110,0.37622,105,0.34098,100,0.24426,92,0.09703,87,0.00634
ENSG00000060749,QSER1,70,1.15336,73,1.21995,26,-0.4466,46,0.46923,26,-0.4033,46,0.49104,21,-0.8116,18,-1.0104,11,-1.8223
ENSG00000280798,LINC00294,30,-0.7651,84,0.87921,27,-0.8809,25,-1.0020,60,0.33547,37,-0.4604,72,0.68439,34,-0.5397,54,0.16925
ENSG00000176102,CSTF3,28,-0.6476,30,-0.5243,29,-0.5834,29,-0.5766,77,0.96214,46,0.13863,39,-0.1491,64,0.67165,41,-0.0612
ENSG00000110422,HIPK3,22,-0.9036,50,0.38713,17,-1.2606,35,-0.1610,67,0.85519,34,-0.2376,43,0.17214,52,0.43310,37,-0.1118
ENSG00000110427,KIAA1549L,42,-2.4375,245,0.22810,128,-0.7787,115,-0.9336,157,-0.4665,259,0.35673,225,0.10677,411,1.08231,238,0.20426
ENSG00000085063,CD59,75,-1.5136,74,-1.5302,172,-0.2575,240,0.27057,415,1.17836,150,-0.5080,189,-0.1184,240,0.27209,268,0.50190
ENSG00000110429,FBXO3,33,-1.0077,39,-0.7615,52,-0.3420,37,-0.8552,47,-0.4817,102,0.83580,64,-0.0127,66,0.03424,84,0.46450
ENSG00000135387,CAPRIN1,57,-1.0682,79,-0.5908,73,-0.7065,96,-0.2940,119,0.04568,109,-0.1051,148,0.44645,154,0.46242,147,0.42494
ENSG00000135372,NAT10,39,0.24180,29,-0.2195,13,-1.4075,26,-0.3646,63,1.03175,55,0.91954,20,-0.8360,23,-0.5630,28,-0.2788
ENSG00000149089,APIP,55,1.43216,12,-0.9646,15,-0.6642,28,0.29703,4,-2.4951,31,0.52773,13,-0.9096,17,-0.4129,28,0.35741
ENSG00000110435,PDHX,25,-1.2662,42,-0.5281,22,-1.4788,38,-0.6512,74,0.38130,65,0.17312,59,-0.0006,72,0.33432,91,0.80288
ENSG00000110436,SLC1A2,112,-2.8695,165,-2.3041,709,-0.1157,4726,3.54762,662,-0.2243,295,-1.5361,470,-0.8052,746,-0.0377,257,-1.7484
ENSG00000179431,FJX1,4,-2.0070,13,-0.4037,13,-0.4655,15,-0.2550,16,-0.1477,28,0.85632,9,-1.0537,21,0.30416,26,0.74132
ENSG00000166326,TRIM44,374,-0.0762,711,0.96608,224,-0.8664,227,-0.8463,369,-0.0976,501,0.43204,336,-0.2659,338,-0.2332,398,0.02393
ENSG00000110442,COMMD9,22,-0.8337,42,0.16704,26,-0.6046,42,0.14859,30,-0.3534,36,-0.1149,37,-0.0590,47,0.33844,51,0.53285
ENSG00000166352,C11orf74,9,-1.7033,31,0.15832,35,0.35940,17,-0.7879,27,-0.0397,34,0.30840,37,0.48360,19,-0.6177,29,0.05517
ENSG00000148948,LRRC4C,60,-0.4163,82,0.05900,45,-0.8396,51,-0.6578,53,-0.6035,147,1.17088,37,-1.2312,92,0.25212,96,0.35551
ENSG00000166181,API5,45,-0.7438,71,-0.0521,75,0.02107,36,-1.0981,55,-0.4468,90,0.35554,73,-0.0091,90,0.31300,93,0.40323
ENSG00000052841,TTC17,56,0.61485,28,-0.4484,14,-1.4952,49,0.41302,72,1.05281,60,0.82742,13,-1.6827,19,-1.0542,35,-0.1256
ENSG00000149084,HSD17B12,124,0.50056,63,-0.5675,88,-0.0384,192,1.23794,83,-0.1354,86,-0.0814,68,-0.4871,63,-0.5663,82,-0.1553
ENSG00000187479,C11orf96,3,-4.1250,4,-3.7245,47,-0.0977,27,-0.9776,486,5.41683,0,-6.1878,8,-2.8356,11,-2.2431,6,-3.1867
ENSG00000151348,EXT2,12,-1.1657,12,-1.1518,12,-1.0566,19,-0.4078,68,1.65631,20,-0.4209,27,0.10466,30,0.27618,28,0.20066
ENSG00000085117,CD82,117,2.92570,1,-4.1847,29,0.30513,43,0.94783,43,0.98294,5,-2.3396,8,-1.6276,9,-1.4164,7,-1.8591
ENSG00000019505,SYT13,17,-3.5892,155,-0.3110,127,-0.6180,44,-2.1987,156,-0.2953,172,-0.1659,205,0.13876,398,1.22543,310,0.90789
ENSG00000175264,CHST1,25,-2.3990,64,-1.0384,103,-0.3122,116,-0.1216,33,-1.9925,134,0.10868,138,0.15887,318,1.55031,153,0.34713
ENSG00000121671,CRY2,17,-2.3006,37,-1.1395,75,-0.0713,63,-0.3390,130,0.81936,83,0.09568,49,-0.7922,128,0.78211,114,0.67878
ENSG00000121653,MAPK8IP1,112,-0.7816,192,0.05143,271,0.60025,215,0.22434,266,0.57284,81,-1.3515,160,-0.2574,368,1.11216,164,-0.2127
ENSG00000121680,PEX16,20,-1.0954,15,-1.5491,56,0.46657,45,0.12087,34,-0.3457,40,-0.0616,51,0.33730,54,0.39116,48,0.24580
ENSG00000135365,PHF21A,51,0.80311,31,0.02687,15,-1.1103,36,0.23252,39,0.39316,29,-0.0742,30,-0.0369,36,0.23153,21,-0.6144
ENSG00000149091,DGKZ,39,-2.9490,301,0.11419,429,0.68614,265,-0.0839,230,-0.3026,203,-0.5372,299,0.11437,556,1.12440,267,-0.0808
ENSG00000175224,ATG13,36,-0.9939,46,-0.6034,97,0.55072,53,-0.3954,58,-0.2536,58,-0.2922,56,-0.3506,129,1.03443,88,0.44431
ENSG00000175220,ARHGAP1,65,0.71228,20,-1.1084,33,-0.3322,49,0.28141,58,0.52938,26,-0.7447,18,-1.3480,79,1.04207,52,0.40980
ENSG00000175216,CKAP5,81,-0.5735,138,0.25451,63,-0.9568,108,-0.1322,92,-0.3793,195,0.93147,87,-0.5014,85,-0.4984,139,0.29985
ENSG00000134569,LRP4,23,-0.3256,2,-3.8717,26,-0.1561,175,3.44251,30,0.03524,10,-1.6339,11,-1.4735,37,0.37677,6,-2.4552
ENSG00000149179,C11orf49,24,-1.4287,31,-1.0454,68,0.15821,69,0.17217,33,-0.9474,60,-0.0456,69,0.19825,66,0.09477,96,0.79536
ENSG00000149182,ARFGAP2,56,-0.7818,61,-0.6628,77,-0.2897,52,-0.8800,123,0.43913,84,-0.1696,114,0.34641,115,0.32902,120,0.43871
ENSG00000134575,ACP2,13,-1.4329,12,-1.5421,24,-0.4694,15,-1.1694,27,-0.3245,45,0.54417,43,0.45324,31,-0.0920,50,0.73448
ENSG00000110514,MADD,33,-1.7974,81,-0.4479,66,-0.7696,60,-0.9165,173,0.74671,124,0.23356,92,-0.2882,152,0.53239,154,0.62545
ENSG00000165916,PSMC3,101,-0.6677,183,0.26241,131,-0.2608,118,-0.4207,113,-0.4949,124,-0.3737,216,0.59704,146,-0.0940,194,0.39627
ENSG00000149187,CELF1,79,-1.0237,165,0.10703,99,-0.6938,151,-0.0328,162,0.07664,236,0.76765,107,-0.6115,236,0.67819,138,-0.1923
ENSG00000213619,NDUFS3,32,-1.6873,76,-0.4130,75,-0.4359,75,-0.4301,93,-0.1121,83,-0.3154,132,0.50315,113,0.19691,150,0.74603
ENSG00000110536,PTPMT1,21,-0.4420,5,-2.6006,34,0.28664,59,1.17533,57,1.12599,14,-1.1201,28,-0.0449,22,-0.3642,30,0.07668
ENSG00000172247,C1QTNF4,35,-2.6847,167,-0.3477,194,-0.1141,127,-0.7711,150,-0.5116,175,-0.3013,253,0.33886,438,1.21776,270,0.45633
ENSG00000109919,MTCH2,45,-0.5178,52,-0.2970,48,-0.4010,49,-0.3835,67,0.09902,68,0.13300,70,0.19639,49,-0.3779,84,0.50795
ENSG00000109920,FNBP4,235,1.91368,44,-0.8268,31,-1.3517,54,-0.5254,162,1.23030,102,0.52452,27,-1.6832,23,-1.8064,54,-0.5641
ENSG00000149177,PTPRJ,15,-0.4293,16,-0.3371,11,-0.9407,27,0.43751,17,-0.3001,34,0.95928,16,-0.4302,16,-0.4034,21,0.05964
ENSG00000134817,APLNR,87,2.81292,0,-8.4244,52,1.73355,73,2.40607,6,-1.5525,0,-8.3198,0,-8.2824,4,-2.1132,0,-8.1183
ENSG00000149136,SSRP1,98,0.25967,72,-0.2209,30,-1.5115,67,-0.3418,121,0.60024,128,0.78591,57,-0.6177,77,-0.1222,81,-0.0519
ENSG00000186907,RTN4RL2,5,-2.8348,28,-0.4769,24,-0.7000,21,-0.9105,17,-1.1920,33,-0.2570,52,0.55633,59,0.71491,66,1.01780
ENSG00000134809,TIMM10,19,-1.6815,50,-0.2582,54,-0.1528,43,-0.4905,113,1.04954,29,-1.1601,100,0.96653,38,-0.6815,67,0.23266
ENSG00000156587,UBE2L6,10,-1.6037,25,-0.2914,41,0.47628,58,1.04117,27,-0.1978,21,-0.6128,32,0.09605,47,0.68542,25,-0.3068
ENSG00000149131,SERPING1,18,-0.5222,12,-1.1396,47,0.97176,53,1.16668,56,1.26769,9,-1.7101,18,-0.6279,29,0.15530,21,-0.3414
ENSG00000166793,YPEL4,26,-1.0936,33,-0.7558,19,-1.5161,21,-1.3927,72,0.47722,52,-0.0472,68,0.41596,73,0.48783,79,0.70276
ENSG00000156599,ZDHHC5,13,-0.6730,25,0.33710,20,-0.0202,16,-0.3448,24,0.32097,20,0.03621,15,-0.4560,22,0.17893,24,0.33336
ENSG00000156603,MED19,38,-0.4403,32,-0.6971,31,-0.7382,56,0.15132,34,-0.5978,62,0.35666,49,-0.0474,50,-0.0045,71,0.61869
ENSG00000213593,TMX2,54,-0.6687,39,-1.1487,70,-0.2692,78,-0.1074,89,0.10678,83,0.00316,76,-0.1490,140,0.83753,105,0.40935
ENSG00000211450,SELENOH,33,-2.3572,141,-0.1946,166,0.05987,112,-0.5545,140,-0.2052,88,-0.9887,290,1.10785,181,0.19063,196,0.36013
ENSG00000198561,CTNND1,31,-0.4570,33,-0.3862,49,0.23929,54,0.40101,85,1.14552,44,0.09010,15,-1.6091,41,-0.0214,46,0.15454
ENSG00000186660,ZFP91,309,1.15263,265,0.89276,91,-0.7990,111,-0.4998,135,-0.1901,149,-0.0477,124,-0.3572,112,-0.4791,133,-0.2355
ENSG00000110042,DTX4,28,0.13651,43,0.80960,14,-0.8999,19,-0.4637,28,0.10270,20,-0.4321,19,-0.5022,34,0.41919,33,0.43869
ENSG00000110048,OSBP,25,-0.8846,53,0.29561,21,-1.1580,53,0.27578,46,0.05653,68,0.76967,47,0.09561,27,-0.7655,39,-0.2158
ENSG00000166900,STX3,21,-0.4746,37,0.42780,16,-0.8485,13,-1.1627,67,1.40358,26,-0.1443,29,0.01612,23,-0.3533,27,-0.0619
ENSG00000166902,MRPL16,13,-1.2691,10,-1.6792,31,0.04069,17,-0.8771,31,0.04703,30,-0.0352,43,0.64685,28,-0.1149,43,0.64547
ENSG00000110107,PRPF19,31,-2.1788,81,-0.7625,75,-0.8746,39,-1.8479,142,0.10780,165,0.38595,120,-0.1673,202,0.67944,225,0.98009
ENSG00000110108,TMEM109,6,-2.0282,15,-0.7894,15,-0.7610,22,-0.2217,73,1.77704,20,-0.3805,19,-0.4762,49,1.07995,22,-0.2104
ENSG00000006118,TMEM132A,22,-2.2696,34,-1.6029,72,-0.4852,138,0.53680,73,-0.4606,68,-0.6187,98,-0.0176,202,1.17245,156,0.83308
ENSG00000167986,DDB1,80,-0.7489,49,-1.4918,140,0.10686,151,0.23046,152,0.24424,105,-0.3612,145,0.18332,125,-0.0712,184,0.62064
ENSG00000149476,TKFC,11,-1.1161,31,0.51089,16,-0.5592,22,-0.0133,7,-1.7857,28,0.34403,49,1.46182,4,-2.4887,14,-0.7693
ENSG00000149532,CPSF7,51,0.02488,32,-0.6599,31,-0.7074,34,-0.5963,62,0.33709,55,0.16800,35,-0.5729,74,0.63169,67,0.52117
ENSG00000167985,SDHAF2,16,-1.0028,25,-0.3650,16,-0.9965,25,-0.3934,44,0.52730,34,0.13673,38,0.30973,27,-0.2351,41,0.46144
ENSG00000011347,SYT7,32,-2.3866,153,-0.0541,129,-0.3213,68,-1.2825,82,-1.0112,264,0.93268,162,0.03443,244,0.69263,173,0.14405
ENSG00000134780,DAGLA,1,-3.8654,18,-0.4563,31,0.34011,24,-0.0524,21,-0.2620,23,-0.0898,23,-0.1286,43,0.90067,32,0.49137
ENSG00000124920,MYRF,284,5.52819,3,-3.0416,28,-0.0430,2,-3.4961,0,-5.9280,2,-4.1091,6,-2.4421,5,-2.4232,4,-2.8288
ENSG00000134825,TMEM258,105,0.30953,45,-1.0113,97,0.16977,91,0.07777,91,0.07382,45,-1.0572,126,0.66886,81,-0.1074,94,0.14595
ENSG00000134824,FADS2,96,0.53936,42,-0.7499,115,0.82885,241,2.17820,64,-0.1153,26,-1.5287,47,-0.6123,66,-0.0686,26,-1.5538
ENSG00000149485,FADS1,243,1.31990,39,-1.5747,103,-0.0895,310,1.76274,180,0.80350,80,-0.5199,72,-0.6911,45,-1.3355,43,-1.4869
ENSG00000221968,FADS3,14,-1.5426,15,-1.4786,23,-0.8623,24,-0.7696,54,0.46190,54,0.54628,38,-0.0947,60,0.64658,53,0.49805
ENSG00000167996,FTH1,5443,1.49428,1735,-0.3871,3307,0.63738,2143,-0.0585,1378,-0.7391,822,-1.6063,3355,0.74729,2149,-0.0541,1091,-1.1667
ENSG00000149503,INCENP,20,-0.1382,18,-0.2476,6,-1.9030,22,0.03749,12,-0.8927,38,1.06799,6,-1.9902,31,0.55149,31,0.62632
ENSG00000162174,ASRGL1,107,-0.0454,150,0.48779,94,-0.2525,248,1.34112,152,0.51209,81,-0.5120,97,-0.2200,93,-0.2653,61,-0.9596
ENSG00000124942,AHNAK,100,0.32597,33,-1.3648,119,0.59813,403,2.93282,209,1.56863,18,-2.3356,14,-2.6806,34,-1.3323,8,-3.5059
ENSG00000254772,EEF1G,364,0.14401,326,-0.0289,590,0.93319,376,0.19831,443,0.45961,136,-1.4425,432,0.46824,334,0.01220,207,-0.7824
ENSG00000149541,B3GAT3,26,-1.2047,44,-0.3743,43,-0.4331,33,-0.8177,64,0.18686,47,-0.2988,71,0.38927,91,0.75630,72,0.41119
ENSG00000089597,GANAB,23,-1.1635,20,-1.3634,38,-0.3885,49,0.00395,104,1.24139,42,-0.2479,30,-0.8010,57,0.25026,76,0.78882
ENSG00000204922,UQCC3,16,-1.2455,16,-1.2061,32,-0.1585,46,0.40605,23,-0.6785,22,-0.7670,52,0.64627,37,0.05345,56,0.80406
ENSG00000162191,UBXN1,84,0.14975,53,-0.5711,75,-0.0343,97,0.36689,87,0.19159,46,-0.8357,71,-0.1366,98,0.38863,96,0.40314
ENSG00000168000,BSCL2,73,-2.5028,134,-1.6247,286,-0.4766,194,-1.0666,427,0.14629,367,-0.1036,429,0.16730,590,0.66842,689,1.06271
ENSG00000162188,GNG3,39,-3.3454,346,-0.1074,316,-0.2493,157,-1.3100,248,-0.6203,357,-0.0610,577,0.80889,669,0.96151,401,0.13749
ENSG00000214753,HNRNPUL2,83,-1.1216,262,0.66115,169,-0.0344,151,-0.2141,149,-0.2370,191,0.16645,156,-0.1776,161,-0.1143,205,0.29788
ENSG00000162222,TTC9C,4,-2.2839,19,0.00319,10,-0.8854,9,-1.0604,26,0.50664,26,0.55981,21,0.17673,9,-1.1420,28,0.68636
ENSG00000168002,POLR2G,51,0.02459,17,-1.6455,44,-0.1750,76,0.67177,59,0.26494,27,-1.0092,52,0.06723,60,0.30181,67,0.52293
ENSG00000162231,NXF1,2,-2.9040,10,-0.9636,14,-0.4670,19,-0.0301,44,1.35399,21,0.19733,17,-0.2171,24,0.34938,20,0.07791
ENSG00000162236,STX5,16,-0.9362,31,0.04020,24,-0.3543,12,-1.3488,42,0.51411,46,0.73516,25,-0.3460,57,1.00497,20,-0.6451
ENSG00000133316,WDR74,14,-0.9360,17,-0.6322,23,-0.1806,19,-0.4844,59,1.34191,20,-0.4157,23,-0.2278,27,0.08453,33,0.43217
ENSG00000168003,SLC3A2,20,-1.4418,4,-3.8424,49,-0.1344,129,1.46153,128,1.44460,28,-1.0290,30,-0.9193,68,0.38675,63,0.27747
ENSG00000168539,CHRM1,6,-3.5038,50,-0.5414,61,-0.2470,24,-1.6079,99,0.52646,65,-0.1491,66,-0.1123,149,1.20917,100,0.61721
ENSG00000176485,PLAAT3,566,3.31649,50,-1.0291,90,-0.1547,113,0.21025,57,-0.8422,31,-1.8581,41,-1.4265,82,-0.2861,43,-1.3602
ENSG00000133318,RTN3,366,-1.6544,557,-1.0249,654,-0.7839,310,-1.8990,858,-0.3683,1676,0.79050,1100,0.02217,1201,0.15790,1770,0.89804
ENSG00000188070,C11orf95,2,-3.6903,32,0.34470,40,0.66523,40,0.68973,25,-0.0871,16,-0.8303,19,-0.5302,58,1.29596,24,-0.1630
ENSG00000072518,MARK2,36,-0.5176,46,-0.1228,46,-0.1227,33,-0.6311,68,0.49508,71,0.63566,31,-0.7905,99,1.10750,34,-0.6557
ENSG00000176340,COX8A,120,-1.2050,241,-0.1379,377,0.57491,226,-0.2418,245,-0.1164,121,-1.2664,430,0.90054,310,0.25791,270,0.04518
ENSG00000167770,OTUB1,41,-1.7072,101,-0.3701,113,-0.1996,55,-1.2909,81,-0.7083,123,-0.0813,168,0.47091,141,0.14322,215,0.94546
ENSG00000168439,STIP1,28,-1.3014,44,-0.6038,39,-0.7805,30,-1.1855,48,-0.4775,80,0.33928,81,0.37001,84,0.39012,96,0.69222
ENSG00000149761,NUDT22,13,-0.8972,24,-0.0113,33,0.46527,25,0.06381,22,-0.1812,19,-0.4171,32,0.49572,30,0.30970,21,-0.2181
ENSG00000110011,DNAJC4,25,-0.5293,36,0.01126,47,0.42293,39,0.14341,75,1.20101,25,-0.5592,26,-0.5172,39,0.12910,32,-0.1635
ENSG00000173511,VEGFB,79,0.14753,53,-0.4557,148,1.18941,110,0.69403,75,0.06856,24,-1.7357,79,0.17451,70,-0.0244,58,-0.3390
ENSG00000173486,FKBP2,44,-0.2699,27,-1.0243,88,0.83442,39,-0.4468,36,-0.5574,45,-0.2654,76,0.67649,33,-0.7024,59,0.22186
ENSG00000173457,PPP1R14B,28,0.04384,10,-1.5158,71,1.58218,23,-0.2837,25,-0.1369,15,-0.9414,23,-0.2981,42,0.68623,26,-0.0506
ENSG00000002330,BAD,39,-1.2540,82,-0.1270,129,0.60582,74,-0.2740,59,-0.6315,68,-0.4504,113,0.42591,155,0.90222,82,-0.1263
ENSG00000173264,GPR137,24,-0.6473,24,-0.6648,29,-0.3808,44,0.26134,61,0.77419,27,-0.5174,40,0.13404,56,0.63207,37,0.00118
ENSG00000173153,ESRRA,9,-1.5429,20,-0.3396,19,-0.4684,23,-0.1766,13,-0.9758,24,-0.0756,22,-0.2414,28,0.17051,50,1.27016
ENSG00000173113,TRMT112,68,-0.5770,71,-0.5070,110,0.16168,65,-0.6597,135,0.48732,57,-0.9113,126,0.41932,84,-0.2588,146,0.69774
ENSG00000126432,PRDX5,148,-1.4138,366,-0.0338,375,0.00553,263,-0.5470,362,-0.0535,226,-0.8376,579,0.79587,380,0.02338,493,0.49378
ENSG00000162302,RPS6KA4,12,-1.4398,34,0.10599,48,0.64683,18,-0.8436,39,0.32551,25,-0.4027,31,-0.0218,52,0.79447,33,0.04650
ENSG00000110076,NRXN2,74,-1.2752,186,0.14006,135,-0.3603,198,0.24214,207,0.31482,177,0.06786,106,-0.7853,313,0.98994,181,0.11186
ENSG00000168066,SF1,127,0.03451,90,-0.4884,114,-0.1287,114,-0.1345,154,0.34718,121,-0.0454,101,-0.3489,169,0.49335,138,0.18795
ENSG00000168067,MAP4K2,26,-0.8294,51,0.22077,50,0.17636,45,0.02732,57,0.39292,52,0.26658,41,-0.1381,41,-0.1071,39,-0.2333
ENSG00000133895,MEN1,5,-2.1853,14,-0.6534,13,-0.7948,9,-1.2616,41,0.99826,27,0.39953,17,-0.4321,39,0.94827,26,0.30997
ENSG00000110047,EHD1,20,-0.1444,15,-0.6210,21,-0.0708,36,0.76016,28,0.37625,17,-0.3938,18,-0.3268,24,0.14639,25,0.21600
ENSG00000068971,PPP2R5B,23,-1.3047,56,0.02394,61,0.13596,39,-0.5466,39,-0.5448,50,-0.1888,95,0.98288,40,-0.4993,60,0.12285
ENSG00000213465,ARL2,154,0.03940,122,-0.3240,123,-0.3160,70,-1.1686,142,-0.0869,119,-0.3967,233,0.80250,209,0.52643,140,-0.1268
ENSG00000110025,SNX15,17,-0.4280,11,-1.0254,23,0.03762,20,-0.1288,12,-0.9120,28,0.41027,30,0.52175,14,-0.7105,27,0.32256
ENSG00000168061,SAC3D1,9,-1.0766,18,-0.1030,23,0.31166,7,-1.3705,17,-0.1511,12,-0.7448,22,0.25354,32,0.83554,26,0.58585
ENSG00000162300,ZFPL1,16,-0.8549,17,-0.7810,18,-0.6670,32,0.22232,82,1.80916,6,-2.3966,35,0.41630,35,0.34156,27,-0.0737
ENSG00000149823,VPS51,41,-1.5180,63,-0.8761,124,0.16840,82,-0.4812,122,0.14226,83,-0.4926,164,0.69801,186,0.82110,113,0.02629
ENSG00000149809,TM7SF2,46,-0.4920,35,-0.9172,42,-0.6374,93,0.61731,83,0.42867,58,-0.1662,67,0.08142,46,-0.4833,84,0.49386
ENSG00000149806,FAU,682,0.69731,350,-0.3629,687,0.70945,522,0.26150,353,-0.3496,175,-1.4974,729,0.92113,351,-0.3617,277,-0.7800
