Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000165006,UBAP1,36,-0.5073,49,-0.0486,62,0.34880,48,-0.0742,73,0.64169,38,-0.4200,47,-0.0986
ENSG00000164978,NUDT2,25,-0.3380,32,0.04017,41,0.44277,37,0.28611,22,-0.5567,24,-0.3885,33,0.14409
ENSG00000164976,MYORG,10,-1.0411,26,0.54347,10,-1.0324,22,0.17943,41,1.21385,4,-2.1928,19,-0.0544
ENSG00000164972,C9orf24,10,-1.2311,54,1.87352,35,0.66145,24,0.04902,9,-1.4454,12,-1.0171,6,-2.2586
ENSG00000164970,FAM219A,72,-0.0987,91,0.32125,104,0.49501,55,-0.5169,61,-0.3759,108,0.56200,55,-0.5996
ENSG00000168913,ENHO,124,-0.8616,353,1.00888,133,-0.7563,208,-0.0540,402,1.06859,84,-1.4532,138,-0.7778
ENSG00000122756,CNTFR,24,-0.5490,48,0.62868,18,-0.9981,22,-0.7295,64,1.06053,16,-1.1835,35,0.03902
ENSG00000164967,RPP25L,4,-1.4814,15,0.67798,22,1.29410,6,-0.8149,12,0.27242,1,-2.8101,9,-0.2492
ENSG00000137100,DCTN3,95,-0.4905,204,0.92269,170,0.45967,117,-0.1600,89,-0.5869,91,-0.5575,95,-0.5366
ENSG00000147955,SIGMAR1,25,-0.0660,26,-0.0068,23,-0.1853,17,-0.6746,36,0.49908,38,0.61390,22,-0.2888
ENSG00000213930,GALT,6,-0.9206,18,0.80933,11,-0.1319,10,-0.1782,5,-1.3586,9,-0.3486,14,0.34796
ENSG00000137070,IL11RA,17,0.20397,8,-1.1041,4,-1.8272,3,-2.1237,21,0.52175,14,-0.0531,30,1.43149
ENSG00000187186,AL162231.1,27,-1.3274,111,1.16564,92,0.62965,83,0.45564,51,-0.3356,45,-0.5252,23,-1.6485
ENSG00000122733,PHF24,122,0.32897,107,0.13018,147,0.64990,154,0.72388,54,-0.9682,140,0.56730,33,-1.8242
ENSG00000137094,DNAJB5,45,0.76853,17,-0.8529,18,-0.7342,24,-0.2731,29,0.04073,48,0.88377,28,0.00543
ENSG00000165280,VCP,172,0.46133,105,-0.3874,181,0.55267,105,-0.3319,112,-0.2352,140,0.12743,124,-0.0826
ENSG00000165283,STOML2,63,-0.0695,82,0.42904,70,0.09938,81,0.34974,55,-0.2677,56,-0.2562,50,-0.4653
ENSG00000005238,FAM214B,47,0.07927,23,-1.0983,20,-1.2141,25,-0.8957,47,0.11048,72,0.81394,71,0.92993
ENSG00000198722,UNC13B,43,1.17615,23,0.09274,23,0.10716,30,0.55076,17,-0.3756,14,-0.6380,11,-1.2008
ENSG00000198853,RUSC2,72,0.31136,76,0.47249,75,0.37611,54,-0.1463,22,-1.5032,84,0.57239,38,-0.7902
ENSG00000107140,TESK1,12,-1.1846,46,1.06455,35,0.39704,22,-0.3097,26,-0.0782,17,-0.7071,20,-0.5436
ENSG00000159884,CCDC107,22,0.00272,34,0.84492,39,0.92583,14,-0.6857,8,-1.4374,7,-1.7028,20,-0.1527
ENSG00000198467,TPM2,68,2.45198,8,-1.3627,1,-3.7357,2,-2.8325,55,1.97435,0,-7.5283,11,-0.8449
ENSG00000137076,TLN1,31,-0.4565,17,-1.4567,9,-2.3091,21,-1.0382,94,1.43279,29,-0.5514,77,1.27841
ENSG00000107175,CREB3,50,0.18230,52,0.26863,45,-0.0148,35,-0.3891,58,0.40534,60,0.46107,27,-0.8891
ENSG00000070610,GBA2,40,0.37592,53,1.00285,53,0.83356,30,-0.0835,16,-1.0928,9,-1.8926,17,-1.0574
ENSG00000107185,RGP1,6,-0.8447,14,0.41823,12,0.12577,18,0.84618,10,-0.1734,8,-0.4604,8,-0.4592
ENSG00000137133,HINT2,27,-0.7132,48,0.19070,40,-0.1173,40,-0.1186,61,0.54845,22,-1.0480,52,0.33644
ENSG00000137103,TMEM8B,36,0.05624,41,0.31084,33,-0.0905,22,-0.6916,33,-0.0993,62,0.96509,23,-0.7436
ENSG00000122707,RECK,1,-2.8438,7,-0.6327,13,0.41037,6,-0.7142,18,0.97707,2,-2.0145,17,1.14106
ENSG00000122694,GLIPR2,22,-0.4957,3,-3.6099,4,-2.7942,14,-1.1732,24,-0.3693,71,1.48110,66,1.68361
ENSG00000122705,CLTA,193,-0.2463,255,0.23171,295,0.44483,219,-0.0471,129,-0.8729,224,-0.0087,229,0.02906
ENSG00000159921,GNE,20,-0.1545,20,-0.1759,21,-0.0724,23,0.06216,7,-1.6996,47,1.28217,21,-0.1453
ENSG00000137075,RNF38,47,-0.1054,57,0.21592,73,0.60508,64,0.39865,44,-0.2282,34,-0.6232,39,-0.4393
ENSG00000281649,EBLN3P,56,0.02829,51,-0.1569,50,-0.1734,74,0.47537,56,0.01045,51,-0.1219,55,-0.0165
ENSG00000147905,ZCCHC7,23,0.57643,14,-0.2787,14,-0.2035,15,-0.1340,16,-0.0208,18,0.15575,16,-0.0171
ENSG00000137106,GRHPR,75,-0.7398,85,-0.6204,71,-0.8317,58,-1.1483,141,0.26036,174,0.61451,197,1.00085
ENSG00000137054,POLR1E,2,-2.7839,13,0.11097,12,-0.0272,13,0.05960,14,0.21446,4,-1.4470,19,0.92286
ENSG00000147912,FBXO10,14,0.80767,11,0.48224,18,1.24917,5,-0.7481,10,0.22041,4,-1.1612,2,-2.2455
ENSG00000175768,TOMM5,36,-1.2859,122,0.79803,110,0.49484,103,0.37320,57,-0.5588,58,-0.5550,64,-0.4436
ENSG00000122741,DCAF10,42,0.34437,30,-0.2080,44,0.40426,38,0.16612,47,0.54113,20,-0.7922,27,-0.3942
ENSG00000107338,SHB,21,-0.0579,2,-3.6507,5,-2.1835,20,-0.1301,35,0.77088,56,1.59821,29,0.52200
ENSG00000180071,ANKRD18A,69,2.52771,3,-2.8494,3,-2.5640,19,0.11433,3,-2.6665,17,-0.0713,22,0.42663
ENSG00000278175,GLIDR,11,-0.0929,11,-0.0973,12,0.04190,12,0.09712,6,-0.9505,17,0.58300,12,0.09572
ENSG00000283886,BX664615.2,9,-0.6179,18,0.48991,23,0.82307,18,0.44113,10,-0.4888,7,-1.0486,11,-0.4459
ENSG00000154529,CNTNAP3B,19,0.32792,10,-0.7309,14,-0.1704,22,0.61144,3,-2.1481,52,2.23448,4,-2.1779
ENSG00000231527,FAM27C,26,0.85816,22,0.69505,22,0.58170,17,0.17670,10,-0.6402,2,-2.7990,8,-0.9905
ENSG00000147996,CBWD5,25,0.84771,16,0.06114,10,-0.6147,19,0.41095,14,-0.0945,12,-0.2949,12,-0.4652
ENSG00000107242,PIP5K1B,4,-1.6470,28,1.48490,31,1.39770,4,-1.7703,6,-1.3276,17,0.35790,3,-2.4821
ENSG00000187866,FAM122A,12,-0.0819,15,0.27646,20,0.71675,10,-0.4551,17,0.47177,9,-0.5740,9,-0.6055
ENSG00000165060,FXN,19,0.71612,8,-0.7505,8,-0.6014,10,-0.3779,13,0.10193,12,-0.0085,16,0.52809
ENSG00000119139,TJP2,96,-0.4600,4,-5.0736,11,-3.6960,13,-3.4274,317,1.60170,146,0.21824,280,1.72226
ENSG00000135063,FAM189A2,36,0.02688,9,-2.1602,4,-3.2136,10,-1.8469,118,2.19195,36,0.01590,49,0.61471
ENSG00000107282,APBA1,26,-0.3321,39,0.40599,37,0.25499,58,1.03367,12,-1.4121,44,0.54867,14,-1.3298
ENSG00000188647,PTAR1,37,0.10450,33,-0.0666,18,-1.0271,22,-0.7265,56,0.81587,25,-0.4827,43,0.42103
ENSG00000198887,SMC5,61,0.40818,13,-2.1171,17,-1.5811,37,-0.3742,98,1.23501,44,-0.1243,72,0.83533
ENSG00000119138,KLF9,175,-0.2084,198,-0.0132,252,0.38744,253,0.39449,107,-0.9714,267,0.48116,172,-0.2697
ENSG00000083067,TRPM3,43,0.67053,30,0.05858,31,0.13535,44,0.68265,17,-0.8052,27,-0.1295,19,-0.7224
ENSG00000107362,ABHD17B,101,0.44104,25,-1.8788,42,-0.9564,31,-1.3939,62,-0.3492,132,0.90246,139,1.21130
ENSG00000155621,C9orf85,3,-1.8681,6,-1.1240,10,-0.3110,7,-0.7013,8,-0.6813,32,1.68779,18,0.77699
ENSG00000119125,GDA,226,0.84269,135,-0.0188,217,0.77219,192,0.56707,42,-1.8079,221,0.80761,31,-2.4182
ENSG00000107372,ZFAND5,373,0.15179,367,0.14128,436,0.41007,326,-0.0697,262,-0.4155,429,0.38305,250,-0.5451
ENSG00000165092,ALDH1A1,57,-0.5140,60,-0.4763,31,-1.4332,123,0.75042,158,1.19939,31,-1.4317,93,0.32694
ENSG00000135046,ANXA1,38,1.19357,3,-2.7145,6,-1.7759,34,0.99410,60,2.09435,4,-2.2779,11,-0.9576
ENSG00000198963,RORB,5,-3.7635,122,1.40282,142,1.42404,100,0.77472,21,-1.6653,0,-9.2756,27,-1.4436
ENSG00000135045,C9orf40,2,-1.5819,12,1.16464,15,1.42942,9,0.60355,0,-6.5334,1,-1.9792,3,-0.9879
ENSG00000106733,NMRK1,7,-1.7652,28,0.43606,40,1.00251,28,0.38460,13,-0.8497,35,0.78071,10,-1.3068
ENSG00000134996,OSTF1,51,-0.1213,40,-0.5486,66,0.29438,36,-0.6488,38,-0.5575,68,0.35557,77,0.65702
ENSG00000135002,RFK,50,-0.5445,100,0.67157,169,1.52512,95,0.47810,38,-0.9675,49,-0.5712,18,-2.2207
ENSG00000106772,PRUNE2,58,-1.2494,122,-0.0987,223,0.92402,117,-0.1569,89,-0.5825,95,-0.4876,167,0.50164
ENSG00000197969,VPS13A,147,1.89351,45,-0.2354,69,0.48778,99,1.11425,11,-2.3328,15,-1.9001,16,-1.9505
ENSG00000156052,GNAQ,389,0.49248,270,-0.1240,282,-0.0394,381,0.45712,304,0.08360,252,-0.2185,226,-0.4411
ENSG00000148019,CEP78,39,0.77441,10,-1.4712,12,-1.0083,17,-0.5589,38,0.75729,18,-0.4861,37,0.83338
ENSG00000135069,PSAT1,127,-0.1897,60,-1.4621,34,-2.1742,51,-1.5941,237,0.85309,199,0.54861,259,1.23316
ENSG00000106829,TLE4,193,0.98094,22,-2.5710,38,-1.5909,149,0.53934,64,-0.8242,220,1.22729,131,0.37469
ENSG00000196781,TLE1,65,0.51944,64,0.58474,47,-0.0219,27,-0.8788,56,0.28592,22,-1.1969,40,-0.2764
ENSG00000148057,IDNK,26,-0.3204,35,0.16991,18,-0.8820,45,0.57578,40,0.38467,22,-0.5996,33,0.05346
ENSG00000135018,UBQLN1,167,0.07419,158,-0.0209,185,0.24063,177,0.17240,94,-0.8272,219,0.52154,139,-0.2484
ENSG00000165113,GKAP1,13,-1.3849,27,-0.3472,26,-0.4033,45,0.50752,36,0.15447,26,-0.4012,49,0.75341
ENSG00000165115,KIF27,14,0.11342,12,-0.2036,7,-0.9053,23,0.95315,11,-0.3233,7,-1.0351,16,0.41871
ENSG00000165119,HNRNPK,543,0.18819,415,-0.2782,449,-0.1220,455,-0.1008,310,-0.7048,562,0.24373,603,0.42390
ENSG00000148053,NTRK2,900,-0.0600,769,-0.3518,686,-0.4919,799,-0.2503,2031,1.34918,721,-0.4150,866,-0.1388
ENSG00000135049,AGTPBP1,72,0.06790,44,-0.7740,78,0.20709,86,0.37170,26,-1.5051,81,0.27337,94,0.60037
ENSG00000135040,NAA35,43,0.75005,16,-0.8989,27,0.00774,37,0.48502,33,0.33154,16,-0.8412,28,0.07826
ENSG00000135052,GOLM1,134,0.39423,114,0.13802,105,-0.0104,87,-0.3181,155,0.63984,121,0.22699,60,-0.9668
ENSG00000135070,ISCA1,154,0.32134,154,0.38095,194,0.71608,114,-0.1586,82,-0.6892,139,0.15557,73,-0.9541
ENSG00000083223,TUT7,17,0.13133,9,-0.9606,17,0.12053,14,-0.1766,24,0.69415,10,-0.7023,21,0.53503
ENSG00000180447,GAS1,4,-1.3304,7,-0.3607,3,-1.7136,6,-0.5907,6,-0.5077,18,1.16484,15,0.96208
ENSG00000196730,DAPK1,29,-0.0541,49,0.94333,63,1.24442,24,-0.4018,26,-0.2823,6,-2.3634,14,-1.2672
ENSG00000135047,CTSL,29,-1.0084,60,0.14910,57,0.05151,32,-0.8490,76,0.51185,43,-0.4134,71,0.47505
ENSG00000156345,CDK20,6,-0.9812,21,1.03587,22,0.96620,16,0.45706,4,-1.7748,10,-0.2606,5,-1.3854
ENSG00000106723,SPIN1,123,-0.0202,151,0.36221,170,0.51811,143,0.22452,83,-0.6325,112,-0.1673,94,-0.5047
ENSG00000148082,SHC3,148,0.91430,119,0.63358,76,-0.1938,141,0.81935,69,-0.3481,62,-0.5132,20,-2.3511
ENSG00000187742,SECISBP2,44,0.56698,24,-0.4272,38,0.33431,30,-0.0760,25,-0.3375,29,-0.1110,33,0.08525
ENSG00000187764,SEMA4D,160,-0.1367,25,-3.0810,43,-2.1295,50,-1.8977,102,-0.8435,418,1.54150,371,1.65199
ENSG00000130222,GADD45G,49,0.63280,42,0.42429,24,-0.4951,17,-1.0000,18,-0.9144,66,1.16835,21,-0.8272
ENSG00000165023,DIRAS2,552,0.94143,206,-0.7576,437,0.53519,975,2.05468,96,-1.8413,313,-0.0184,32,-3.5936
ENSG00000148090,AUH,7,-1.8376,36,0.79554,45,1.06441,33,0.49608,14,-0.7864,6,-2.0408,19,-0.3751
ENSG00000165030,NFIL3,39,0.30311,25,-0.4527,27,-0.2644,28,-0.2124,27,-0.2631,45,0.54950,37,0.24582
ENSG00000090054,SPTLC1,48,0.10153,35,-0.4561,53,0.24369,47,0.05592,35,-0.4097,53,0.25145,51,0.22185
ENSG00000196305,IARS,87,0.37022,81,0.29798,118,0.90423,81,0.25750,24,-1.6289,57,-0.3108,47,-0.6842
ENSG00000198000,NOL8,41,0.69911,14,-1.0500,22,-0.3310,38,0.54648,19,-0.5266,11,-1.3130,41,0.83451
ENSG00000127080,IPPK,11,-0.6495,20,0.32920,20,0.25991,14,-0.3673,13,-0.3684,16,-0.1235,19,0.24017
ENSG00000185963,BICD2,41,0.41260,35,0.20440,46,0.61379,31,-0.0379,21,-0.6150,38,0.30383,18,-0.9168
ENSG00000288062,AL136981.3,6,-0.4250,14,1.28730,15,1.13792,10,0.52790,2,-1.6847,1,-3.1085,2,-1.6427
ENSG00000165233,CARD19,31,-0.4945,43,0.04742,45,0.09825,19,-1.2089,40,-0.0809,29,-0.5746,65,0.83829
ENSG00000131669,NINJ1,30,-0.8266,37,-0.5527,27,-0.9625,32,-0.7524,69,0.49246,76,0.65844,75,0.76900
ENSG00000165238,WNK2,112,0.94531,73,0.25960,96,0.67787,73,0.21963,56,-0.2165,27,-1.3529,32,-1.1560
ENSG00000188938,FAM120AOS,84,0.75111,41,-0.4636,40,-0.4410,59,0.15971,54,0.00701,52,-0.0316,55,0.04091
ENSG00000048828,FAM120A,90,0.54459,46,-0.6148,31,-1.1218,70,0.12032,66,0.02637,78,0.30137,78,0.35931
ENSG00000197724,PHF2,18,-0.4590,15,-0.8374,10,-1.3685,23,-0.0979,31,0.42161,44,1.02289,31,0.45952
ENSG00000158079,PTPDC1,41,0.00270,4,-3.6420,6,-2.7850,27,-0.6606,19,-1.2179,71,0.90749,100,2.00561
ENSG00000148110,MFSD14B,34,0.26731,19,-0.7534,20,-0.5712,18,-0.7189,26,-0.1316,38,0.44324,43,0.77548
ENSG00000148120,AOPEP,76,0.27365,36,-1.0062,29,-1.2442,17,-2.0381,41,-0.7088,173,1.76511,85,0.55259
ENSG00000185920,PTCH1,18,0.34440,13,-0.2408,9,-0.7183,7,-1.0170,23,0.76060,12,-0.2804,18,0.38315
ENSG00000182150,ERCC6L2,42,0.49249,29,-0.1111,28,-0.1295,56,1.00568,25,-0.3163,20,-0.6796,24,-0.4351
ENSG00000225194,LINC00092,2,-2.3895,10,0.05967,5,-1.0093,2,-2.5032,20,1.18045,8,-0.3452,16,0.95760
ENSG00000130958,SLC35D2,16,-0.8026,1,-4.1708,3,-3.1092,11,-1.3106,12,-1.1749,73,1.76775,62,1.83179
ENSG00000130956,HABP4,183,-0.0038,224,0.37841,212,0.24053,275,0.67510,150,-0.3180,123,-0.6267,130,-0.6146
ENSG00000081377,CDC14B,43,0.80085,12,-1.2713,10,-1.4945,14,-0.9706,32,0.31672,29,0.16263,42,0.94865
ENSG00000158122,PRXL2C,5,-1.3291,14,0.28368,12,0.04402,9,-0.4259,21,0.92303,8,-0.6691,12,0.07053
ENSG00000081386,ZNF510,22,1.15285,14,0.43687,11,0.05821,14,0.43517,7,-0.6184,5,-1.2108,6,-1.1036
ENSG00000196312,MFSD14C,39,1.05049,18,-0.2063,19,-0.1098,33,0.77385,4,-2.3376,20,-0.0256,17,-0.3564
ENSG00000196116,TDRD7,1,-3.0683,15,0.85625,17,0.94416,7,-0.5111,4,-1.1736,2,-2.3266,13,0.53707
ENSG00000136842,TMOD1,27,-0.4811,69,1.35221,59,0.81929,12,-1.6773,16,-1.2850,21,-0.8171,26,-0.5564
ENSG00000136925,TSTD2,9,-0.7187,12,-0.2222,15,0.14094,20,0.57573,11,-0.4150,10,-0.5133,18,0.50337
ENSG00000136937,NCBP1,18,0.77285,13,0.35871,13,0.27661,11,0.02955,2,-2.0970,6,-0.8969,11,-0.0192
ENSG00000136936,XPA,59,-0.3682,41,-1.0345,52,-0.5699,111,0.67164,89,0.29650,69,-0.1078,103,0.64328
ENSG00000136932,TRMO,12,0.52544,7,-0.3732,7,-0.3614,4,-1.1991,14,0.72202,11,0.39822,8,-0.0685
ENSG00000136938,ANP32B,159,-0.1627,62,-1.7325,41,-2.2329,99,-0.8950,269,0.71369,176,0.00953,355,1.51556
ENSG00000095380,NANS,32,0.39298,30,0.34188,37,0.64997,17,-0.5921,24,-0.0419,20,-0.3965,18,-0.6107
ENSG00000136928,GABBR2,204,0.38217,277,1.10361,335,1.25795,205,0.38918,39,-2.1853,86,-0.9893,16,-3.6210
ENSG00000165138,ANKS6,15,0.29693,10,-0.4201,3,-1.8504,4,-1.5150,16,0.43646,11,-0.1152,21,1.02323
ENSG00000106799,TGFBR1,19,-0.8619,14,-1.4148,13,-1.4228,19,-0.9083,70,1.23206,40,0.25452,57,1.07118
ENSG00000119523,ALG2,28,0.76635,13,-0.4916,16,-0.1298,21,0.31429,10,-0.8922,35,1.18930,10,-0.8871
ENSG00000106803,SEC61B,62,-0.6297,88,-0.0752,102,0.17285,79,-0.2369,129,0.55104,109,0.27836,85,-0.1384
ENSG00000136874,STX17,12,-0.8333,14,-0.7221,26,0.32830,21,-0.0176,29,0.47588,12,-0.8767,32,0.78189
ENSG00000023318,ERP44,41,0.70420,20,-0.5279,33,0.31598,24,-0.1701,29,0.13026,18,-0.6292,29,0.10983
ENSG00000136891,TEX10,26,1.20234,13,0.07530,26,1.19197,10,-0.3593,4,-1.5295,8,-0.6307,6,-1.0931
ENSG00000066697,MSANTD3,25,-0.4808,31,-0.1445,45,0.49601,37,0.18461,24,-0.4917,29,-0.2161,39,0.29349
ENSG00000241697,TMEFF1,67,-0.2578,65,-0.3477,95,0.32030,85,0.13301,49,-0.7453,101,0.42366,89,0.24892
ENSG00000148123,PLPPR1,31,0.05107,9,-2.0111,9,-1.7921,18,-0.7829,27,-0.1771,66,1.33250,52,1.08644
ENSG00000136897,MRPL50,19,-0.0052,22,0.25734,22,0.26413,11,-0.7680,28,0.62645,17,-0.1989,15,-0.4215
ENSG00000136870,ZNF189,22,-0.0059,9,-1.5123,15,-0.6208,11,-1.0465,22,-0.0124,15,-0.5858,48,1.68539
ENSG00000165152,TMEM246,81,0.29868,87,0.49448,107,0.76773,92,0.50642,32,-1.1445,37,-0.9534,42,-0.8197
ENSG00000155827,RNF20,58,0.43445,28,-0.8093,43,-0.0391,41,-0.1242,44,-0.0033,29,-0.6612,64,0.71872
ENSG00000198785,GRIN3A,2,-1.9294,9,-0.0605,17,0.92893,29,1.98069,5,-0.9656,0,-6.1001,7,-0.4946
ENSG00000136824,SMC2,21,-0.7970,19,-1.0431,48,0.48128,53,0.65908,28,-0.3879,15,-1.3021,58,0.99142
ENSG00000136783,NIPSNAP3A,26,-0.1117,18,-0.7573,38,0.53924,28,0.04490,34,0.36332,20,-0.5311,33,0.34035
ENSG00000165028,NIPSNAP3B,20,0.40603,12,-0.4225,19,0.33691,28,0.98847,11,-0.5552,32,1.17204,3,-2.4727
ENSG00000165029,ABCA1,8,-0.8906,9,-0.8040,6,-1.3215,11,-0.5503,44,1.90693,6,-1.4628,21,0.63546
ENSG00000070214,SLC44A1,208,-0.2673,47,-2.6801,59,-2.1912,103,-1.3576,173,-0.5627,443,0.99912,568,1.87755
ENSG00000106701,FSD1L,39,0.14270,27,-0.4874,56,0.74483,43,0.29383,14,-1.4032,48,0.48589,33,-0.1104
ENSG00000106692,FKTN,23,0.64057,11,-0.5829,12,-0.4448,7,-1.1593,14,-0.2261,17,0.14141,23,0.73251
ENSG00000095209,TMEM38B,13,-0.1610,3,-2.2960,8,-1.0042,10,-0.6475,22,0.64078,8,-0.8938,33,1.72522
ENSG00000148143,ZNF462,34,0.49720,14,-0.9285,8,-1.7108,24,-0.0759,36,0.60384,17,-0.5917,38,0.85351
ENSG00000119318,RAD23B,118,-0.1071,151,0.33987,201,0.77834,141,0.17798,84,-0.6408,118,-0.1070,86,-0.6749
ENSG00000070061,ELP1,30,0.04227,31,0.09516,46,0.76771,38,0.42921,17,-0.8111,25,-0.2109,22,-0.4944
ENSG00000119328,ABITRAM,8,-0.8313,16,0.16293,8,-0.8758,10,-0.5685,21,0.54557,29,1.13384,12,-0.3710
ENSG00000119326,CTNNAL1,52,1.41416,21,-0.1627,20,-0.2020,40,0.93648,20,-0.1614,8,-1.4908,11,-1.1709
ENSG00000106771,TMEM245,80,0.15008,80,0.18346,104,0.59355,117,0.80095,36,-1.0774,38,-1.0171,59,-0.3646
ENSG00000260230,FRRS1L,112,0.14448,155,0.81084,168,0.81879,176,0.91007,50,-1.1271,71,-0.5941,20,-2.6597
ENSG00000095203,EPB41L4B,5,-1.9632,34,1.26862,28,0.71057,28,0.69349,21,0.17554,11,-0.7269,2,-3.2416
ENSG00000070159,PTPN3,6,-0.5511,15,1.04047,25,1.87256,13,0.71932,4,-1.1044,0,-6.1947,0,-4.8332
ENSG00000157654,PALM2-AKAP2,113,0.40666,39,-1.3905,58,-0.6620,66,-0.4543,63,-0.5346,118,0.48231,149,1.06835
ENSG00000136810,TXN,194,-0.7204,365,0.34075,426,0.55130,310,0.02642,191,-0.7453,237,-0.4055,330,0.14765
ENSG00000165124,SVEP1,26,0.70457,3,-2.8110,2,-3.2551,2,-2.7384,7,-1.3086,33,1.12586,38,1.79566
ENSG00000198121,LPAR1,115,-0.3561,13,-3.7087,16,-3.2548,54,-1.5098,135,-0.0971,287,1.19550,328,1.85049
ENSG00000136813,ECPAS,199,1.09685,101,-0.0656,150,0.60419,108,0.05218,49,-1.1776,99,-0.0832,67,-0.7845
ENSG00000173258,ZNF483,245,0.12388,240,0.10554,349,0.72303,352,0.73818,109,-1.1388,226,-0.0057,140,-0.8479
ENSG00000106853,PTGR1,11,-0.8415,26,0.63611,44,1.47033,23,0.35511,16,-0.2539,6,-1.6999,8,-1.3582
ENSG00000059769,DNAJC25,19,0.00264,22,0.20816,18,-0.1352,15,-0.3719,14,-0.5334,41,1.27835,12,-0.8340
ENSG00000242616,GNG10,167,0.40975,175,0.58115,123,-0.0922,89,-0.6039,116,-0.1816,126,-0.0531,100,-0.4761
ENSG00000148154,UGCG,52,0.22717,65,0.70077,87,1.10619,50,0.16861,21,-1.1830,25,-0.9341,21,-1.2623
ENSG00000259953,AL138756.1,13,1.12886,11,0.95403,14,1.19986,9,0.52196,0,-6.6069,0,-6.1084,1,-2.4201
ENSG00000106868,SUSD1,12,0.27032,16,0.91341,21,1.28584,13,0.47042,2,-2.2227,6,-0.6188,1,-2.9124
ENSG00000119314,PTBP3,26,0.55899,16,-0.2781,26,0.55940,20,0.16588,27,0.62186,4,-2.1089,15,-0.3245
ENSG00000119471,HSDL2,26,-1.0658,36,-0.6487,22,-1.3325,53,0.03293,94,1.00650,48,-0.1292,76,0.75646
ENSG00000165185,KIAA1958,13,0.16101,3,-1.9954,3,-1.9481,6,-1.0553,9,-0.5312,24,1.12647,24,1.39128
ENSG00000148153,INIP,31,-0.0538,22,-0.6820,37,0.23651,21,-0.6398,23,-0.4887,24,-0.4585,54,1.06149
ENSG00000148158,SNX30,52,-0.2732,34,-1.0216,37,-0.8015,48,-0.3926,28,-1.2196,96,0.73776,113,1.25606
ENSG00000136866,ZFP37,18,1.17452,7,-0.4490,8,-0.2342,8,-0.1177,4,-1.3013,6,-0.6569,12,0.48597
ENSG00000136867,SLC31A2,60,-0.4938,9,-3.4959,9,-3.2440,28,-1.6420,33,-1.4095,166,1.20244,214,2.23699
ENSG00000119321,FKBP15,24,0.80109,11,-0.4788,16,0.12878,10,-0.5910,18,0.32734,6,-1.2989,18,0.37415
ENSG00000136868,SLC31A1,49,0.90377,25,-0.2193,19,-0.6557,21,-0.4690,31,0.13852,41,0.57756,23,-0.3909
ENSG00000176386,CDC26,16,-0.2377,30,1.00634,19,0.03269,15,-0.3039,15,-0.3190,9,-1.0890,15,-0.3070
ENSG00000136875,PRPF4,8,-1.1796,23,0.65141,12,-0.4862,22,0.45578,19,0.20126,17,0.02935,13,-0.4713
ENSG00000119431,HDHD3,13,0.42070,10,-0.0754,7,-0.4693,8,-0.2717,19,1.08491,12,0.29857,5,-1.0149
ENSG00000148218,ALAD,52,-0.3137,38,-0.8790,29,-1.1982,49,-0.4143,99,0.74689,73,0.23136,95,0.82060
ENSG00000148229,POLE3,85,0.50302,52,-0.3426,87,0.54183,90,0.59741,77,0.33896,44,-0.5668,39,-0.8322
ENSG00000138835,RGS3,26,-0.0119,15,-1.0229,12,-1.2379,9,-1.6246,13,-1.0411,52,1.13287,49,1.25083
ENSG00000095397,WHRN,14,0.49588,1,-3.1009,3,-1.8810,2,-2.3909,5,-1.1095,19,0.92114,25,1.89776
ENSG00000136888,ATP6V1G1,68,-1.0901,212,0.86071,203,0.64783,123,-0.1855,117,-0.2590,111,-0.3468,97,-0.6276
ENSG00000157693,TMEM268,50,0.58724,51,0.73656,65,1.05318,48,0.53716,14,-1.4162,15,-1.3178,10,-1.9834
ENSG00000041982,TNC,11,-0.4008,0,-9.3958,0,-9.2550,0,-4.5245,25,0.92191,13,-0.1072,40,2.46496
ENSG00000148219,ASTN2,58,0.72565,35,-0.1173,40,0.07939,43,0.19579,39,0.06185,28,-0.4643,30,-0.3820
ENSG00000119401,TRIM32,7,-0.1210,12,0.75990,14,0.90714,13,0.73145,2,-2.0601,5,-0.6025,3,-1.3009
ENSG00000136869,TLR4,33,0.08894,10,-1.8267,1,-4.2600,13,-1.2818,103,2.18989,20,-0.6691,45,0.69769
ENSG00000078725,BRINP1,211,1.12668,135,0.40337,196,0.99170,74,-0.6229,66,-0.7994,119,0.14854,23,-2.4877
ENSG00000136861,CDK5RAP2,62,0.65695,20,-1.2590,17,-1.4171,20,-1.1164,41,-0.0339,57,0.51106,70,1.03626
ENSG00000106780,MEGF9,95,-0.1479,73,-0.6098,89,-0.2402,85,-0.3237,86,-0.3056,117,0.20171,157,0.83037
ENSG00000119402,FBXW2,47,0.64421,33,0.05928,41,0.38156,38,0.25906,37,0.24157,7,-2.1770,26,-0.3671
ENSG00000095261,PSMD5,10,-0.6044,11,-0.6247,17,0.12268,11,-0.5630,30,1.09443,13,-0.2783,19,0.34144
