Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000171798,KNDC1,27,-1.8347,95,0.06278,65,-0.5499,111,0.30966,120,0.50519,106,0.23057,81,-0.1985,97,0.08831
ENSG00000130640,TUBGCP2,24,-1.4547,47,-0.4530,64,0.06861,70,0.20478,73,0.31356,64,0.07106,56,-0.1431,96,0.73151
ENSG00000130643,CALY,26,-3.5955,148,-1.1292,122,-1.3270,279,-0.0563,500,1.08283,465,0.78790,220,-0.4330,480,0.84270
ENSG00000127884,ECHS1,53,-1.2620,108,-0.1854,84,-0.5445,217,0.99622,160,0.54872,135,0.19266,85,-0.5348,85,-0.5265
ENSG00000148824,MTG1,8,-0.8825,14,-0.0306,6,-1.3637,20,0.51355,16,0.14559,19,0.40487,15,0.11741,17,0.23709
ENSG00000203772,SPRN,8,-2.0294,29,-0.1863,13,-1.3232,30,-0.0914,37,0.26076,55,0.88550,49,0.70836,32,0.03121
ENSG00000177963,RIC8A,22,-0.8583,20,-1.1064,23,-0.8345,54,0.50225,52,0.50942,51,0.41485,54,0.50988,45,0.23299
ENSG00000142082,SIRT3,7,-1.9641,21,-0.4569,13,-1.1158,35,0.38260,33,0.31314,30,0.10427,38,0.49899,46,0.81527
ENSG00000185627,PSMD13,12,-2.1466,29,-0.8925,24,-1.0874,59,0.28484,68,0.60668,78,0.74568,56,0.20640,70,0.56911
ENSG00000142089,IFITM3,104,1.06910,72,0.50923,33,-0.7998,125,1.40293,55,0.00861,10,-2.5722,3,-3.9539,19,-1.6150
ENSG00000182272,B4GALNT4,26,-1.7488,93,0.23767,45,-0.9218,122,0.65391,117,0.68515,85,0.06748,69,-0.2678,49,-0.7835
ENSG00000185187,SIGIRR,24,-0.1841,28,0.08674,18,-0.6519,59,1.30579,28,0.10071,28,0.06120,16,-0.8395,12,-1.2097
ENSG00000174915,PTDSS2,12,-0.7186,13,-0.5660,14,-0.4897,33,0.92101,23,0.39313,17,-0.1308,26,0.51252,13,-0.5834
ENSG00000023191,RNH1,32,0.05309,22,-0.5699,26,-0.2587,69,1.33718,34,0.14744,33,0.09764,15,-1.0743,23,-0.4524
ENSG00000174775,HRAS,31,-1.2889,74,0.02226,63,-0.2404,80,0.14395,115,0.87239,64,-0.2084,45,-0.7371,69,-0.0900
ENSG00000070047,PHRF1,45,1.95888,8,-1.0183,16,0.12819,8,-0.9292,6,-1.3322,8,-0.8843,27,0.97035,15,-0.0130
ENSG00000177030,DEAF1,51,-1.1460,160,0.74882,79,-0.4888,119,0.15084,147,0.57680,99,-0.1331,59,-0.9416,59,-0.9357
ENSG00000177156,TALDO1,67,0.26014,33,-0.9021,24,-1.3411,101,0.95030,53,-0.1330,88,0.72385,40,-0.5669,77,0.49424
ENSG00000177225,GATD1,46,0.29003,49,0.43711,29,-0.4552,53,0.53591,38,-0.0075,38,-0.0317,21,-0.9050,23,-0.7845
ENSG00000184524,CEND1,36,-2.9205,205,-0.3504,117,-1.1760,186,-0.4726,351,0.63411,627,1.58270,230,-0.1345,199,-0.3645
ENSG00000177542,SLC25A22,11,-2.9414,98,0.39957,33,-1.3306,54,-0.5883,103,0.49911,142,0.98176,77,-0.0370,69,-0.2057
ENSG00000177600,RPLP2,994,0.78472,691,0.20298,498,-0.3432,610,-0.0224,904,0.72422,279,-1.2324,208,-1.6706,405,-0.6630
ENSG00000177666,PNPLA2,10,-0.9578,16,-0.3749,3,-2.6754,26,0.42593,33,0.99131,36,1.00380,11,-0.8723,13,-0.6561
ENSG00000177697,CD151,23,0.19785,28,0.56290,8,-1.4660,43,1.22478,11,-0.9783,29,0.54065,16,-0.3849,8,-1.3316
ENSG00000177700,POLR2L,63,-1.1242,141,0.14993,113,-0.2231,200,0.70730,203,0.86137,85,-0.6660,48,-1.5138,102,-0.3803
ENSG00000177830,CHID1,31,-0.3818,29,-0.5388,24,-0.7530,53,0.47907,47,0.33873,51,0.42475,41,0.05995,41,0.07612
ENSG00000183020,AP2A2,50,-1.2970,79,-0.6513,104,-0.1763,118,0.02745,116,0.00596,148,0.39904,155,0.47060,193,0.84408
ENSG00000078902,TOLLIP,30,-2.7930,135,-0.6062,99,-1.0276,183,-0.0753,291,0.80158,362,1.06671,184,-0.0662,207,0.12150
ENSG00000174672,BRSK2,9,-2.8119,71,0.24459,48,-0.4035,55,-0.1699,79,0.45647,78,0.37200,74,0.29470,54,-0.2133
ENSG00000182208,MOB2,3,-3.0329,20,-0.5213,9,-1.5688,42,0.73873,32,0.34338,48,0.95708,28,0.08659,33,0.32227
ENSG00000184545,DUSP8,10,-2.7108,87,0.72225,51,-0.2603,88,0.64019,73,0.37964,39,-0.6642,44,-0.4931,44,-0.4609
ENSG00000244242,IFITM10,11,-0.7171,14,-0.4711,10,-0.8640,7,-1.4203,15,-0.2700,60,2.13768,26,0.55458,8,-1.2010
ENSG00000117984,CTSD,118,-0.7111,177,-0.0806,92,-1.0850,252,0.49958,156,-0.3058,450,1.52626,165,-0.1861,111,-0.7980
ENSG00000214026,MRPL23,20,-0.8214,27,-0.3959,21,-0.7409,58,0.85909,48,0.63685,28,-0.3328,19,-0.9464,47,0.49766
ENSG00000110651,CD81,207,-0.2472,244,0.01482,187,-0.4026,536,1.35479,250,0.05814,202,-0.2853,108,-1.2505,191,-0.3687
ENSG00000184281,TSSC4,8,-0.9454,17,0.21930,9,-0.7978,19,0.36242,22,0.68329,18,0.25745,9,-0.8507,11,-0.4919
ENSG00000269821,KCNQ1OT1,241,1.27549,61,-1.0384,27,-2.1749,51,-1.2283,31,-2.1163,76,-0.6214,509,2.85945,47,-1.3432
ENSG00000129757,CDKN1C,117,3.64150,10,-1.1379,4,-2.3856,7,-1.4971,5,-2.1046,28,0.54364,5,-1.8729,6,-1.6350
ENSG00000205531,NAP1L4,149,0.45105,119,0.10366,132,0.25769,97,-0.2367,75,-0.7098,154,0.50900,112,-0.0162,96,-0.2611
ENSG00000110619,CARS,51,-0.0566,34,-0.7511,47,-0.1919,47,-0.1858,53,0.00786,71,0.47728,77,0.61002,62,0.24971
ENSG00000005801,ZNF195,36,0.59816,14,-0.9378,25,-0.0058,26,0.05896,18,-0.5454,21,-0.2745,36,0.59327,41,0.81230
ENSG00000167323,STIM1,13,-1.4976,27,-0.4697,36,0.04063,39,0.15941,37,0.08310,47,0.46523,55,0.70632,36,0.00689
ENSG00000167325,RRM1,43,1.17908,16,-0.4948,44,1.22239,26,0.31835,9,-1.3097,16,-0.4194,13,-0.7336,19,-0.1716
ENSG00000244734,HBB,40,-0.2443,112,1.84323,141,1.93119,22,-1.1420,10,-2.4373,11,-2.1999,4,-3.6053,9,-2.5167
ENSG00000051009,FAM160A2,9,-0.7548,10,-0.5287,9,-0.6961,12,-0.2242,16,0.16037,13,-0.1174,20,0.49969,28,1.10074
ENSG00000110148,CCKBR,0,-4.9835,23,0.03497,17,-0.3748,16,-0.5168,22,-0.0443,25,0.17909,24,0.12126,51,1.40146
ENSG00000166311,SMPD1,28,0.04847,10,-1.6214,12,-1.2666,56,1.21069,31,0.24278,59,1.30622,15,-0.9275,20,-0.4742
ENSG00000166313,APBB1,83,-1.8421,210,-0.4772,195,-0.5529,208,-0.4526,378,0.58567,485,0.93328,252,-0.1471,368,0.46716
ENSG00000110171,TRIM3,6,-1.6827,13,-0.6251,11,-0.7683,21,0.16326,24,0.41750,33,0.90539,22,0.25021,22,0.23799
ENSG00000132254,ARFIP2,10,-1.4553,14,-1.1061,22,-0.3277,32,0.30289,37,0.60649,38,0.57763,27,-0.0083,37,0.52347
ENSG00000132286,TIMM10B,21,-0.3959,27,-0.0121,17,-0.6705,33,0.33189,40,0.76046,36,0.44702,11,-1.2842,17,-0.7283
ENSG00000132275,RRP8,45,1.44508,19,-0.0161,25,0.38823,17,-0.1701,8,-1.3976,8,-1.2463,31,0.77092,12,-0.7517
ENSG00000166333,ILK,23,-0.8077,31,-0.4126,20,-0.9884,80,1.20427,48,0.39494,42,0.11419,28,-0.4932,38,-0.0418
ENSG00000166337,TAF10,39,-0.8784,72,0.07099,49,-0.5415,81,0.26444,105,0.80778,54,-0.3813,46,-0.6343,66,-0.0563
ENSG00000166340,TPP1,57,-0.3420,45,-0.7607,79,0.18322,223,2.03913,52,-0.5160,76,0.11305,51,-0.5063,26,-1.5455
ENSG00000158042,MRPL17,7,-1.7385,15,-0.7981,22,-0.1163,31,0.44394,38,0.90435,29,0.29597,17,-0.4887,25,0.08794
ENSG00000175390,EIF3F,110,0.27359,95,0.04065,121,0.42753,116,0.36390,97,0.08071,54,-0.8491,44,-1.1626,100,0.11566
ENSG00000166402,TUB,6,-2.9728,51,0.11266,40,-0.2870,54,0.17639,73,0.78672,41,-0.2505,40,-0.2781,52,0.11725
ENSG00000166405,RIC3,25,-0.8554,28,-0.7690,35,-0.3313,40,-0.1326,34,-0.4332,58,0.47242,82,1.03850,73,0.83508
ENSG00000166441,RPL27A,742,0.64320,626,0.41089,398,-0.3642,590,0.26126,708,0.65225,227,-1.2243,132,-2.0371,260,-1.0225
ENSG00000166444,ST5,33,0.70780,16,-0.4730,12,-0.8125,36,0.87872,15,-0.5685,23,0.14650,28,0.46336,16,-0.3929
ENSG00000166452,AKIP1,6,-1.3211,13,-0.2743,8,-0.9215,19,0.33864,20,0.41288,26,0.84124,11,-0.5256,19,0.29725
ENSG00000175348,TMEM9B,35,-0.5975,40,-0.4383,24,-1.1593,86,0.82913,65,0.41725,76,0.62489,32,-0.7526,54,0.08078
ENSG00000175352,NRIP3,28,-1.3509,79,0.24425,76,0.17060,65,-0.0974,53,-0.4429,146,1.27555,85,0.35208,22,-1.7016
ENSG00000184014,DENND5A,82,0.67555,64,0.28758,49,-0.1560,48,-0.2085,52,-0.0800,61,0.18371,46,-0.2766,27,-1.0859
ENSG00000166471,TMEM41B,16,-0.8352,19,-0.7081,27,-0.1042,39,0.49787,20,-0.6300,55,1.09871,38,0.47576,33,0.21481
ENSG00000205339,IPO7,103,-0.1992,88,-0.4783,124,0.10309,103,-0.1987,110,-0.0950,149,0.40087,135,0.23970,153,0.44209
ENSG00000133789,SWAP70,45,0.50128,42,0.43362,50,0.66664,38,0.23435,14,-1.3844,22,-0.6571,32,-0.0321,31,-0.0833
ENSG00000133812,SBF2,47,0.66840,30,-0.0899,27,-0.2397,39,0.35928,18,-0.9307,22,-0.5424,37,0.29042,45,0.58063
ENSG00000255823,MTRNR2L8,1575,-0.0865,3748,1.71504,1691,0.02724,1157,-0.5711,1318,-0.4076,899,-0.9583,635,-1.4829,537,-1.7349
ENSG00000110315,RNF141,199,1.45677,83,-0.0501,79,-0.1067,83,-0.0468,51,-0.8577,88,0.05548,55,-0.6749,78,-0.1447
ENSG00000072952,MRVI1,117,1.63040,65,0.67855,36,-0.3648,87,1.07678,17,-1.5990,26,-0.8864,21,-1.1854,4,-3.5404
ENSG00000198730,CTR9,124,0.78653,64,-0.3075,97,0.37830,70,-0.1443,50,-0.7410,52,-0.6076,79,0.04861,117,0.69453
ENSG00000110321,EIF4G2,162,-0.9012,225,-0.4409,298,0.04445,364,0.36981,333,0.25254,396,0.50832,257,-0.1882,305,0.08097
ENSG00000236287,ZBED5,52,0.43824,29,-0.5317,34,-0.2542,50,0.35482,25,-0.8040,28,-0.5351,46,0.21860,81,1.18005
ENSG00000110328,GALNT18,4,-1.9370,11,-0.7792,8,-1.1275,28,0.79335,24,0.64925,11,-0.6672,22,0.36857,28,0.80198
ENSG00000170242,USP47,202,1.37393,54,-0.8799,151,0.85671,96,0.10608,56,-0.8001,60,-0.6265,115,0.39011,56,-0.7320
ENSG00000050165,DKK3,203,-1.8032,494,-0.5020,385,-0.8392,818,0.35351,789,0.33563,867,0.44856,726,0.15709,1018,0.71874
ENSG00000133816,MICAL2,16,-2.3269,54,-0.5847,37,-1.1041,40,-0.9614,81,0.13082,160,1.27359,145,1.09788,85,0.20530
ENSG00000197702,PARVA,35,-0.2431,39,-0.0567,67,0.82770,60,0.62037,23,-0.9624,58,0.56737,25,-0.7398,38,-0.1274
ENSG00000187079,TEAD1,62,0.99991,33,-0.0295,42,0.34780,66,1.10245,14,-1.4952,24,-0.5210,38,0.16047,14,-1.3723
ENSG00000133794,ARNTL,1,-4.4355,11,-1.4528,26,-0.1191,28,-0.0084,39,0.63157,48,0.89037,31,0.14884,45,0.76992
ENSG00000148925,BTBD10,11,-3.0713,49,-0.9266,88,0.07232,59,-0.5461,98,0.28555,118,0.54801,117,0.53193,155,1.01807
ENSG00000197601,FAR1,79,0.42262,42,-0.6253,40,-0.6579,58,-0.0869,52,-0.2898,99,0.79233,86,0.56255,60,-0.0273
ENSG00000262655,SPON1,50,0.31356,21,-1.1048,37,-0.1677,194,2.97028,15,-1.5957,24,-0.8119,19,-1.1709,15,-1.5682
ENSG00000129083,COPB1,53,0.25321,27,-0.8314,56,0.36260,45,0.01326,36,-0.3690,43,-0.0581,49,0.14155,75,0.84358
ENSG00000129084,PSMA1,30,-1.3386,53,-0.5212,45,-0.7101,90,0.37738,86,0.33923,118,0.83321,55,-0.4113,98,0.51731
ENSG00000110693,SOX6,96,1.55850,35,-0.1932,73,1.06923,61,0.74640,14,-1.6726,6,-2.6119,32,-0.3158,21,-0.9246
ENSG00000110696,C11orf58,202,0.07173,174,-0.1813,283,0.62695,198,0.03994,136,-0.6019,118,-0.7677,239,0.35015,268,0.53980
ENSG00000110700,RPS13,517,0.75011,367,0.20226,251,-0.4237,404,0.33502,438,0.54297,132,-1.4013,80,-2.1470,288,-0.2051
ENSG00000011405,PIK3C2A,115,0.43003,55,-0.8068,200,1.38922,224,1.60800,33,-1.6253,48,-0.9563,74,-0.2866,47,-0.9691
ENSG00000070081,NUCB2,92,0.40949,53,-0.5100,179,1.57024,60,-0.2819,39,-1.0408,43,-0.8040,89,0.34272,71,-0.0232
ENSG00000188211,NCR3LG1,2,-2.8962,15,0.10241,25,0.91342,8,-0.8285,11,-0.5146,17,0.24636,36,1.57359,4,-1.9558
ENSG00000260196,AC124798.1,1,-3.8117,11,-1.2516,10,-1.3328,29,0.35351,34,0.69097,38,0.75777,30,0.40984,37,0.73682
ENSG00000187486,KCNJ11,1,-3.3861,11,-0.3145,15,0.28159,10,-0.3996,12,-0.0582,27,1.20969,9,-0.5175,20,0.72698
ENSG00000006071,ABCC8,11,-1.6075,12,-1.5205,14,-1.2497,38,0.33301,48,0.84588,31,-0.0214,59,1.07967,37,0.27309
ENSG00000129159,KCNC1,17,-2.1979,52,-0.5926,55,-0.4541,52,-0.5533,91,0.39368,164,1.35860,96,0.41898,67,-0.1604
ENSG00000129158,SERGEF,16,-1.5783,48,0.06155,47,-0.0019,51,0.12739,80,1.03771,48,0.03458,10,-2.2294,39,-0.2655
ENSG00000110756,HPS5,59,2.17637,20,0.26874,29,0.86273,13,-0.4834,5,-1.9104,3,-2.5444,12,-0.5952,7,-1.3084
ENSG00000110768,GTF2H1,26,-0.2603,25,-0.3662,22,-0.5692,23,-0.4433,34,0.14730,23,-0.4862,53,0.88007,46,0.63718
ENSG00000134333,LDHA,34,-2.7543,125,-0.9106,102,-1.1377,181,-0.2643,270,0.43575,388,1.00020,227,0.10248,411,1.10191
ENSG00000074319,TSG101,57,0.18918,24,-1.2345,63,0.34836,54,0.10165,64,0.44917,56,0.16039,44,-0.2354,56,0.15227
ENSG00000151116,UEVLD,18,-0.0197,17,-0.1877,18,-0.0158,27,0.60334,22,0.29476,17,-0.1790,22,0.24680,7,-1.5219
ENSG00000179119,SPTY2D1,28,0.46384,12,-0.9768,38,0.98308,11,-0.9294,14,-0.6794,21,-0.0003,33,0.72696,27,0.41289
ENSG00000110786,PTPN5,4,-4.0998,39,-0.8502,36,-0.8897,55,-0.2429,102,0.87983,77,0.28910,76,0.27071,114,0.94827
ENSG00000177054,ZDHHC13,8,-1.0436,13,-0.3176,3,-2.4538,24,0.74976,11,-0.5465,28,0.97251,31,1.17380,12,-0.3753
ENSG00000166833,NAV2,119,1.67125,36,-0.3970,45,-0.0248,59,0.42246,18,-1.4800,25,-0.9356,55,0.32540,41,-0.1395
ENSG00000165973,NELL1,0,-7.1524,20,-0.2726,15,-0.7550,15,-0.7250,16,-0.7254,61,1.59842,37,0.72864,40,0.82445
ENSG00000171714,ANO5,17,-1.2192,22,-0.9270,59,0.69109,46,0.27936,38,-0.0172,45,0.23421,45,0.22478,54,0.53556
ENSG00000091664,SLC17A6,0,-7.7657,11,-0.6816,19,0.17709,13,-0.3595,16,-0.0880,53,1.98606,17,0.04172,13,-0.4616
ENSG00000198168,SVIP,169,0.40923,82,-0.8101,186,0.56737,105,-0.3619,141,0.12833,117,-0.1912,140,0.10266,152,0.23714
ENSG00000187398,LUZP2,71,1.34645,31,-0.0426,59,1.01540,29,-0.1571,16,-1.1198,8,-2.0678,16,-1.0577,42,0.43643
ENSG00000134343,ANO3,5,-3.3504,27,-1.1479,53,0.00350,41,-0.4283,54,0.01569,54,0.03039,86,0.79185,132,1.55685
ENSG00000176971,FIBIN,15,0.03854,22,0.77773,10,-0.5794,42,1.81646,7,-1.2114,8,-0.9021,6,-1.1920,7,-1.1676
ENSG00000129151,BBOX1,16,0.01423,15,-0.1412,18,0.16076,60,2.35451,11,-0.6629,12,-0.4285,1,-3.7303,3,-2.4043
ENSG00000109881,CCDC34,8,-3.1467,56,-0.4079,107,0.67682,52,-0.4740,71,-0.0005,54,-0.4301,109,0.70205,124,0.93244
ENSG00000205213,LGR4,13,-0.3111,11,-0.5787,23,0.59762,50,2.03313,8,-0.9844,8,-1.0562,16,0.04576,8,-1.0158
ENSG00000148943,LIN7C,24,-1.5352,77,0.31644,45,-0.5795,87,0.46674,67,0.04179,80,0.32653,73,0.18207,55,-0.2687
ENSG00000169519,METTL15,11,-0.8724,10,-1.1447,27,0.48704,30,0.68360,24,0.36293,13,-0.6526,28,0.54251,21,0.10011
ENSG00000152219,ARL14EP,35,0.01677,19,-0.9835,71,1.19966,28,-0.3413,23,-0.6837,25,-0.5273,49,0.56313,54,0.72862
ENSG00000066382,MPPED2,21,-0.5007,29,-0.0022,22,-0.4470,33,0.20950,21,-0.5949,21,-0.5532,39,0.46532,57,1.10430
ENSG00000170946,DNAJC24,34,0.51220,14,-0.8957,32,0.43146,25,0.03470,25,-0.0174,16,-0.6944,39,0.72921,23,-0.0923
ENSG00000148950,IMMP1L,18,-0.3008,10,-1.2511,18,-0.2719,33,0.72792,33,0.84095,14,-0.6086,17,-0.3510,27,0.36489
ENSG00000109911,ELP4,19,-0.1463,21,-0.0473,24,0.15042,25,0.24723,20,-0.1204,23,0.13463,20,-0.0772,21,-0.0537
ENSG00000007372,PAX6,71,0.80380,42,-0.0483,63,0.61220,105,1.51977,25,-0.8953,10,-2.1610,21,-1.1344,28,-0.6730
ENSG00000049449,RCN1,26,-0.7347,19,-1.2787,20,-1.0732,96,1.43487,55,0.55604,7,-2.6477,12,-1.8068,102,1.55296
ENSG00000149100,EIF3M,65,-0.3571,55,-0.6851,70,-0.2344,105,0.40198,86,0.09162,92,0.18717,71,-0.2215,132,0.79514
ENSG00000060749,QSER1,88,1.08451,42,-0.1617,73,0.77042,39,-0.2401,30,-0.7072,16,-1.6138,57,0.34437,41,-0.1701
ENSG00000280798,LINC00294,18,-1.1382,35,-0.1852,37,-0.0713,26,-0.6343,46,0.32267,43,0.14865,26,-0.6033,75,1.10848
ENSG00000176102,CSTF3,30,-0.3608,19,-1.1414,27,-0.5342,45,0.27219,56,0.74577,24,-0.7095,48,0.38872,54,0.58674
ENSG00000110422,HIPK3,40,0.05091,46,0.31105,30,-0.4020,21,-0.9420,48,0.42224,37,-0.0511,29,-0.4168,40,0.05035
ENSG00000110427,KIAA1549L,19,-3.7192,150,-0.7347,233,0.02398,211,-0.1368,286,0.40401,272,0.27288,312,0.50042,380,0.83045
ENSG00000085063,CD59,71,-1.4347,172,-0.0807,140,-0.3969,276,0.70629,202,0.21722,270,0.66867,113,-0.7289,180,-0.0011
ENSG00000110429,FBXO3,27,-1.3433,62,-0.0956,48,-0.4784,50,-0.4231,59,-0.1720,131,1.17102,81,0.36020,73,0.17587
ENSG00000135363,LMO2,8,-1.1540,25,0.71478,24,0.52366,17,-0.0482,20,0.23940,22,0.35102,8,-1.2198,5,-1.8846
ENSG00000135387,CAPRIN1,58,-0.9682,67,-0.8244,98,-0.1600,154,0.57721,117,0.14629,141,0.43427,109,0.01672,153,0.57003
ENSG00000135372,NAT10,60,1.15018,15,-1.1336,32,0.10265,26,-0.2112,17,-0.9445,28,-0.0737,65,1.29514,24,-0.3336
ENSG00000121691,CAT,24,0.16098,14,-0.7077,16,-0.4890,94,2.69157,14,-0.7662,8,-1.5292,7,-1.7492,15,-0.5995
ENSG00000149089,APIP,22,0.39435,13,-0.4950,18,0.11503,24,0.54210,13,-0.3987,22,0.43354,17,0.03745,14,-0.2959
ENSG00000110435,PDHX,23,-1.2734,33,-0.7848,45,-0.2464,63,0.30319,64,0.36600,68,0.41853,64,0.33400,66,0.39260
ENSG00000110436,SLC1A2,344,-2.5093,1552,-0.2619,2658,0.64119,7080,2.54502,1189,-0.7146,1056,-0.8335,743,-1.3660,630,-1.6131
ENSG00000149090,PAMR1,4,-2.8511,18,-0.7556,17,-0.7889,138,3.10874,22,-0.4123,15,-0.8927,13,-1.1936,12,-1.2342
ENSG00000179431,FJX1,6,-2.1205,15,-0.8846,12,-1.1018,38,0.61058,21,-0.3934,93,2.29809,25,-0.0291,13,-1.0745
ENSG00000166326,TRIM44,494,0.46607,388,0.08277,587,0.75768,221,-0.8110,294,-0.4063,271,-0.4940,403,0.13448,369,-0.0102
ENSG00000110442,COMMD9,16,-0.9092,22,-0.4835,16,-0.9409,26,-0.2156,33,0.17467,59,1.14221,16,-0.9464,53,0.97137
ENSG00000166352,C11orf74,9,-0.9470,12,-0.5902,16,-0.1395,23,0.47888,23,0.52281,32,0.99450,11,-0.7306,12,-0.5816
ENSG00000148948,LRRC4C,56,-0.7685,54,-0.8905,182,1.16212,59,-0.6847,78,-0.2866,63,-0.5903,150,0.81474,141,0.71047
ENSG00000166181,API5,35,-1.0816,58,-0.3449,39,-0.9019,79,0.19780,83,0.30995,106,0.67890,71,0.02668,89,0.39154
ENSG00000052841,TTC17,48,0.44142,22,-0.8594,53,0.61279,41,0.18210,16,-1.3804,30,-0.2864,74,1.17883,43,0.27504
ENSG00000149084,HSD17B12,123,0.12109,88,-0.4524,136,0.28378,189,0.83663,96,-0.3005,110,-0.0610,95,-0.2800,119,0.06563
ENSG00000151348,EXT2,9,-1.6117,15,-1.0199,21,-0.3961,28,0.06997,34,0.41526,43,0.75774,28,0.04720,44,0.79559
ENSG00000175274,TP53I11,9,-0.9190,13,-0.3792,11,-0.6016,10,-0.7718,24,0.66089,13,-0.3821,10,-0.7160,39,1.41651
ENSG00000019505,SYT13,10,-4.1317,127,-0.5368,146,-0.2671,137,-0.3624,281,0.95078,211,0.32891,185,0.10838,220,0.39403
ENSG00000175264,CHST1,54,-1.0635,85,-0.3923,61,-0.8763,164,0.70279,141,0.52882,105,-0.0274,121,0.20552,109,0.03715
ENSG00000121671,CRY2,35,-0.9575,55,-0.3115,36,-0.9324,85,0.42494,89,0.56222,88,0.47759,66,0.01028,58,-0.1828
ENSG00000121653,MAPK8IP1,52,-1.6426,189,0.39099,94,-0.7661,207,0.49397,221,0.69684,142,-0.1170,85,-0.9096,130,-0.2589
ENSG00000121680,PEX16,10,-1.0652,23,0.19395,19,-0.1334,35,0.86434,20,-0.0249,26,0.38874,10,-1.0375,19,-0.1438
ENSG00000135365,PHF21A,65,1.32282,32,0.13515,54,0.97527,28,-0.1116,13,-1.3180,13,-1.2775,27,-0.1466,20,-0.5979
ENSG00000149091,DGKZ,43,-2.5957,306,0.42831,135,-0.9119,240,-0.0221,365,0.78139,247,0.02922,261,0.11289,161,-0.6487
ENSG00000110497,AMBRA1,8,-0.7155,14,0.11657,6,-1.3044,19,0.56513,10,-0.5319,21,0.72429,18,0.45414,14,0.07115
ENSG00000175224,ATG13,18,-1.7974,59,0.00613,41,-0.5669,74,0.36906,79,0.54874,74,0.37397,53,-0.1597,52,-0.1861
ENSG00000175220,ARHGAP1,31,-0.2300,45,0.44514,12,-1.6168,38,0.11109,40,0.19535,43,0.29571,32,-0.1750,30,-0.2535
ENSG00000175216,CKAP5,132,0.11612,73,-0.8713,177,0.60434,99,-0.3266,82,-0.6953,151,0.34020,164,0.47226,191,0.73177
ENSG00000134569,LRP4,20,-0.6406,37,0.34438,36,0.25151,107,2.25472,20,-0.7057,11,-1.5901,11,-1.4827,6,-2.2730
ENSG00000149179,C11orf49,12,-2.3252,47,-0.3357,24,-1.3399,63,0.17087,69,0.35655,112,1.14100,58,0.03199,67,0.27402
ENSG00000149182,ARFGAP2,73,-0.1597,77,-0.0828,36,-1.2343,75,-0.1231,94,0.27913,111,0.51041,80,-0.0266,92,0.19930
ENSG00000134575,ACP2,7,-1.8714,17,-0.6892,15,-0.8732,20,-0.3774,43,0.97598,41,0.74702,34,0.44340,21,-0.3102
ENSG00000110514,MADD,37,-1.6320,88,-0.3434,75,-0.5521,94,-0.1977,115,0.14158,151,0.57224,115,0.12167,188,0.94512
ENSG00000165915,SLC39A13,5,-1.8865,24,0.67369,19,0.16313,17,0.02442,23,0.57260,14,-0.3029,15,-0.2129,5,-1.7297
ENSG00000165916,PSMC3,83,-0.8921,160,0.14288,123,-0.2874,149,0.00857,172,0.28117,180,0.31624,139,-0.1006,140,-0.0855
ENSG00000149187,CELF1,124,-0.4624,161,-0.0575,161,-0.0518,159,-0.0718,179,0.13454,127,-0.4296,240,0.59992,173,0.05662
ENSG00000213619,NDUFS3,13,-2.9326,57,-0.8166,68,-0.4738,166,0.97437,128,0.61672,112,0.31378,76,-0.3128,118,0.39557
ENSG00000110536,PTPMT1,10,-1.6201,31,0.11103,22,-0.4421,63,1.33039,38,0.52729,13,-1.2432,15,-1.0385,28,-0.0404
ENSG00000123444,KBTBD4,1,-3.7001,12,-0.2589,6,-1.1319,19,0.52602,18,0.54513,11,-0.2467,20,0.65722,18,0.43391
ENSG00000172247,C1QTNF4,16,-3.2515,125,-0.2232,60,-1.3259,182,0.40332,223,0.86482,132,-0.1205,123,-0.2273,212,0.65910
ENSG00000109919,MTCH2,43,-0.6854,57,-0.2495,62,-0.1102,88,0.45909,67,0.01867,83,0.37074,60,-0.1438,77,0.25006
ENSG00000109920,FNBP4,164,1.42765,49,-0.6336,65,-0.1322,65,-0.1252,47,-0.6921,32,-1.2096,147,1.22534,43,-0.7854
ENSG00000149177,PTPRJ,22,0.33499,14,-0.4654,13,-0.5423,11,-0.7719,22,0.31273,17,-0.0920,25,0.51231,23,0.34460
ENSG00000149136,SSRP1,90,0.34321,51,-0.5993,86,0.25901,57,-0.3737,74,0.02593,77,0.08777,84,0.23724,83,0.21419
ENSG00000186907,RTN4RL2,4,-3.5278,27,-0.8451,21,-1.1578,30,-0.6280,80,1.17820,75,0.85757,38,-0.2432,62,0.53975
ENSG00000134809,TIMM10,26,-0.8137,26,-0.8552,37,-0.2604,66,0.69651,77,1.13794,32,-0.4783,19,-1.2229,47,0.11557
ENSG00000156587,UBE2L6,18,-0.6144,28,0.00698,15,-0.9238,45,0.79586,36,0.50173,31,0.20869,9,-1.6147,29,0.06750
ENSG00000149131,SERPING1,14,-0.4829,15,-0.4401,10,-1.0549,34,0.90946,28,0.65969,18,-0.1059,15,-0.4327,19,-0.0892
