Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000107672,NSMCE4A,29,0.90511,29,0.81026,25,0.54693,9,-1.1287,10,-0.8081,9,-1.0517,9,-0.9555,20,0.16922
ENSG00000138162,TACC2,11,-1.9015,23,-0.7242,66,1.01190,50,0.60620,39,0.14441,42,0.24596,43,0.29153,25,-0.5609
ENSG00000107679,PLEKHA1,141,0.10831,167,0.37586,285,1.29454,116,-0.2320,127,-0.0661,107,-0.3394,67,-1.0597,59,-1.2461
ENSG00000166033,HTRA1,452,0.77873,304,0.01366,212,-0.5528,110,-1.6588,166,-0.9294,213,-0.5408,252,-0.2791,739,1.54817
ENSG00000119965,C10orf88,9,-0.6357,11,-0.3545,26,1.12742,20,0.73954,17,0.35501,11,-0.3425,1,-3.4627,10,-0.4204
ENSG00000179988,PSTK,13,-0.1294,13,-0.0908,25,0.95853,20,0.66515,11,-0.3763,16,0.21184,6,-1.2415,2,-2.4249
ENSG00000095574,IKZF5,53,1.26369,27,-0.0544,34,0.34035,19,-0.6153,17,-0.7830,23,-0.3192,16,-0.8744,18,-0.6753
ENSG00000196177,ACADSB,36,-0.2283,40,-0.0490,27,-0.6449,50,0.35835,36,-0.1928,51,0.35558,42,0.04580,42,0.03387
ENSG00000154473,BUB3,54,0.42341,32,-0.4482,50,0.24708,54,0.42339,27,-0.7098,35,-0.3366,31,-0.5266,39,-0.1692
ENSG00000154478,GPR26,0,-6.1946,6,-1.7869,0,-8.3206,16,-0.5041,59,1.73448,97,2.82855,1,-3.6120,21,-0.0794
ENSG00000182022,CHST15,3,-2.9099,18,-0.4114,30,0.39562,31,0.49100,27,0.19977,47,1.15972,25,0.07907,20,-0.2381
ENSG00000065154,OAT,111,-0.6350,104,-0.6832,80,-1.0770,316,1.37156,147,-0.1348,181,0.19506,116,-0.5129,123,-0.4170
ENSG00000107902,LHPP,478,2.83124,116,-0.3893,100,-0.6297,32,-2.4410,35,-2.1960,33,-2.2805,99,-0.6424,86,-0.8483
ENSG00000189319,FAM53B,42,1.58551,29,0.63463,17,-0.2417,6,-1.9025,11,-0.8590,11,-0.7965,13,-0.6048,17,-0.1730
ENSG00000203791,EEF1AKMT2,18,-0.4087,19,-0.2944,34,0.65395,18,-0.3976,8,-1.4753,42,1.00259,24,0.12219,28,0.31913
ENSG00000165660,ABRAXAS2,10,-0.9852,19,0.07068,26,0.62759,28,0.86216,14,-0.3475,16,-0.1110,18,0.03476,8,-1.1202
ENSG00000019995,ZRANB1,75,-0.3970,114,0.31263,136,0.60619,95,0.02917,99,0.08608,98,0.06244,81,-0.2369,71,-0.4415
ENSG00000175029,CTBP2,57,0.36546,75,0.78001,24,-1.0401,40,-0.2746,44,-0.0955,33,-0.5535,34,-0.4912,64,0.50007
ENSG00000107938,EDRF1,17,0.01243,23,0.46673,20,0.29240,18,0.08177,12,-0.5537,16,-0.1232,20,0.24328,9,-0.8694
ENSG00000188690,UROS,58,-1.4459,54,-1.4583,79,-0.8774,161,0.27996,276,1.16077,163,0.25745,182,0.43846,194,0.55210
ENSG00000107949,BCCIP,54,0.40530,46,0.10935,37,-0.2230,42,-0.0285,25,-0.8482,61,0.57151,25,-0.8681,45,0.05098
ENSG00000089876,DHX32,16,0.14636,20,0.50376,6,-1.3036,15,0.07632,10,-0.5433,13,-0.1645,12,-0.2668,22,0.66656
ENSG00000154493,C10orf90,57,3.47845,14,-0.1412,7,-1.1204,0,-4.7784,0,-7.6575,0,-8.5175,15,-0.0250,2,-2.8075
ENSG00000150760,DOCK1,118,2.14233,46,0.05994,34,-0.4120,7,-2.8677,16,-1.5950,4,-3.4764,47,0.08425,50,0.16286
ENSG00000132334,PTPRE,50,0.13898,87,1.04832,66,0.56407,38,-0.3533,25,-0.9203,73,0.73511,14,-1.7521,22,-1.1066
ENSG00000170430,MGMT,31,0.67580,6,-1.9434,23,0.09982,21,-0.0467,21,-0.0341,18,-0.2792,12,-0.8674,32,0.62263
ENSG00000108010,GLRX3,34,-0.2403,13,-1.7068,24,-0.7377,67,1.03292,46,0.25402,40,0.03328,46,0.23522,22,-0.8846
ENSG00000175470,PPP2R2D,31,-0.6947,34,-0.4788,59,0.40419,54,0.29604,64,0.52819,63,0.50352,29,-0.7369,43,-0.1221
ENSG00000176171,BNIP3,175,-0.7333,187,-0.5600,299,0.18317,405,0.79475,263,-0.0285,227,-0.2568,287,0.11341,251,-0.0978
ENSG00000188385,JAKMIP3,46,1.15622,83,2.08970,23,-0.1537,15,-0.8824,5,-2.3631,12,-1.1299,3,-2.9163,6,-2.0068
ENSG00000151640,DPYSL4,15,-1.0124,19,-0.5815,11,-1.3513,36,0.47762,44,0.76104,47,0.84851,20,-0.5322,35,0.35116
ENSG00000165752,STK32C,11,-2.2677,35,-0.4208,70,0.68903,57,0.42136,61,0.46592,89,1.12131,18,-1.4343,48,0.06412
ENSG00000148814,LRRC27,10,-1.0547,27,0.59874,18,-0.0701,20,0.11526,25,0.51264,30,0.78589,14,-0.4342,12,-0.6490
ENSG00000068383,INPP5A,22,-1.3976,36,-0.5386,42,-0.2878,63,0.39559,107,1.25245,66,0.41500,43,-0.2686,45,-0.1928
ENSG00000148826,NKX6-2,368,3.50717,84,-0.2535,58,-0.8328,7,-4.0966,4,-4.7279,1,-5.9646,71,-0.5114,23,-2.2003
ENSG00000197177,ADGRA1,6,-2.7138,35,-0.1201,44,0.26936,60,0.91671,56,0.65107,50,0.45867,35,-0.0892,21,-0.8996
ENSG00000171798,KNDC1,13,-2.6927,80,0.21492,52,-0.4532,72,0.05008,119,0.88562,129,1.02486,60,-0.2389,89,0.39007
ENSG00000130640,TUBGCP2,48,-0.7226,59,-0.3404,101,0.50299,102,0.60903,84,0.20744,90,0.31826,44,-0.8035,59,-0.3450
ENSG00000198546,ZNF511,10,-0.5129,9,-0.6534,6,-1.0896,16,0.33325,12,-0.2307,29,1.23681,12,-0.2210,16,0.22235
ENSG00000130643,CALY,24,-3.9746,123,-1.4368,373,0.28198,561,1.15882,429,0.51579,709,1.39547,184,-0.8283,142,-1.2205
ENSG00000127884,ECHS1,105,-0.5520,127,-0.2048,111,-0.4052,175,0.35630,146,0.02229,157,0.13488,167,0.23881,174,0.30225
ENSG00000148824,MTG1,28,0.12061,40,0.68669,9,-1.5529,28,0.11021,26,-0.0183,31,0.30116,21,-0.3359,22,-0.2508
ENSG00000203772,SPRN,2,-4.2873,37,0.21582,63,1.08488,50,0.80509,49,0.67334,47,0.59834,14,-1.3174,13,-1.3737
ENSG00000177951,BET1L,15,0.36078,11,-0.1559,7,-0.8103,13,0.19012,9,-0.4893,17,0.58846,8,-0.5110,11,-0.0657
ENSG00000177963,RIC8A,25,-0.8199,36,-0.1787,53,0.42672,51,0.40967,50,0.33330,71,0.93596,15,-1.5103,29,-0.5252
ENSG00000142082,SIRT3,14,-0.9756,21,-0.2607,8,-1.5888,28,0.20244,34,0.52092,44,0.93882,30,0.30939,27,0.14170
ENSG00000185627,PSMD13,50,-0.6579,49,-0.6188,73,0.00466,111,0.80300,95,0.43665,100,0.51731,40,-0.9437,50,-0.5795
ENSG00000185201,IFITM2,47,1.29981,44,0.97604,6,-2.1643,0,-5.8538,9,-1.5403,4,-2.7494,15,-0.7587,74,1.92328
ENSG00000142089,IFITM3,94,1.89571,40,0.05333,17,-1.2691,2,-4.3741,10,-1.9467,5,-2.9362,18,-1.1322,104,1.72133
ENSG00000182272,B4GALNT4,38,-0.6321,123,1.35106,39,-0.5550,30,-1.0199,32,-0.8393,69,0.34539,49,-0.2039,106,1.07844
ENSG00000185187,SIGIRR,42,0.55877,28,-0.1721,1,-4.1369,27,-0.2316,31,0.02593,23,-0.4844,23,-0.4894,66,1.26486
ENSG00000174915,PTDSS2,34,0.63185,33,0.49451,18,-0.5058,22,-0.2131,21,-0.2363,24,-0.0139,15,-0.7024,21,-0.2359
ENSG00000023191,RNH1,159,1.77006,23,-1.6812,38,-0.9109,49,-0.5732,31,-1.2102,51,-0.4805,61,-0.1881,67,-0.0293
ENSG00000174775,HRAS,71,-0.5952,72,-0.5020,57,-0.8631,124,0.40942,144,0.59619,126,0.38456,105,0.08237,102,0.04239
ENSG00000070047,PHRF1,12,-0.1902,35,1.65839,16,0.33167,6,-1.3154,11,-0.2444,11,-0.3378,6,-1.1239,17,0.44741
ENSG00000177030,DEAF1,39,-1.5107,61,-0.7500,77,-0.3853,88,-0.1935,153,0.72589,144,0.61926,148,0.66820,147,0.65010
ENSG00000177156,TALDO1,241,1.28716,72,-0.8863,97,-0.4344,133,0.07483,88,-0.5797,119,-0.1069,74,-0.8421,75,-0.8285
ENSG00000177225,GATD1,32,0.15506,34,0.25978,19,-0.6232,11,-1.5388,49,0.84266,35,0.28906,14,-1.0688,54,1.00506
ENSG00000184524,CEND1,63,-2.4469,138,-1.1290,120,-1.3404,526,1.20962,460,0.78024,402,0.55131,327,0.21075,244,-0.2544
ENSG00000177542,SLC25A22,13,-2.5751,41,-0.7192,50,-0.3844,95,0.72449,119,1.01764,91,0.56586,67,0.05133,63,-0.0387
ENSG00000177600,RPLP2,1012,0.51377,518,-0.6209,414,-0.9666,479,-0.8138,1007,0.43881,601,-0.3915,1052,0.51121,1120,0.61661
ENSG00000177666,PNPLA2,25,0.23245,12,-0.8813,15,-0.5536,23,0.08479,30,0.49834,32,0.60517,16,-0.5112,18,-0.2849
ENSG00000177697,CD151,10,-0.6422,22,0.59998,9,-0.8435,14,-0.1500,14,-0.1394,11,-0.4474,6,-1.2518,40,1.69127
ENSG00000177700,POLR2L,114,-0.6521,70,-1.3261,84,-1.0542,157,-0.0971,222,0.47567,257,0.72161,238,0.58714,246,0.64890
ENSG00000177830,CHID1,39,-0.4716,28,-0.9185,62,0.30042,63,0.35769,54,0.06730,69,0.47729,48,-0.1107,50,-0.0452
ENSG00000183020,AP2A2,53,-1.3326,95,-0.3536,125,0.07700,178,0.76968,157,0.45804,190,0.77305,102,-0.2469,57,-1.1294
ENSG00000078902,TOLLIP,46,-2.2702,129,-0.5881,174,-0.1154,270,0.69440,351,1.05012,313,0.84784,135,-0.5142,140,-0.4550
ENSG00000174672,BRSK2,21,-1.4087,73,0.65671,65,0.45830,43,-0.2389,70,0.57391,61,0.34617,53,0.11417,41,-0.2657
ENSG00000182208,MOB2,15,-0.7845,23,-0.0803,17,-0.5456,32,0.47331,27,0.16786,42,0.85664,16,-0.6502,26,0.08133
ENSG00000184545,DUSP8,13,-1.8251,28,-0.5867,39,-0.0734,29,-0.5660,60,0.63867,61,0.66898,35,-0.2505,99,1.52431
ENSG00000244242,IFITM10,13,-1.4533,15,-1.1166,29,-0.1566,83,2.10693,22,-0.5652,9,-1.9461,26,-0.3142,25,-0.3826
ENSG00000117984,CTSD,265,-0.2965,246,-0.3858,263,-0.2786,548,1.10236,196,-0.7338,293,-0.1064,214,-0.5975,297,-0.0865
ENSG00000214026,MRPL23,38,-0.3212,20,-1.2297,25,-0.8948,61,0.55415,48,0.08860,53,0.25078,49,0.13028,60,0.45619
ENSG00000110651,CD81,399,0.71470,245,-0.1771,239,-0.2209,153,-0.9928,245,-0.1791,299,0.13960,126,-1.2064,485,0.94888
ENSG00000184281,TSSC4,18,-0.0609,10,-0.9632,19,-0.0029,12,-0.7804,29,0.70058,25,0.48313,23,0.31576,22,0.25411
ENSG00000269821,KCNQ1OT1,186,0.92786,441,2.47235,64,-0.9249,90,-0.4391,17,-2.8243,23,-2.4366,34,-1.8635,23,-2.4367
ENSG00000129757,CDKN1C,356,3.70229,35,-1.5001,31,-1.6872,40,-1.3970,6,-3.8946,1,-6.1221,54,-0.8514,9,-3.4300
ENSG00000181649,PHLDA2,0,-4.3466,0,-7.7282,0,-7.9390,44,2.52751,22,0.61837,10,-0.5796,22,0.67953,4,-1.8210
ENSG00000205531,NAP1L4,179,0.63275,110,-0.2362,136,0.09130,116,-0.1793,129,0.01071,123,-0.0601,106,-0.3003,87,-0.6063
ENSG00000110619,CARS,46,-0.5264,61,-0.0521,55,-0.2143,94,0.77272,56,-0.1634,60,-0.0681,54,-0.2344,60,-0.0612
ENSG00000005801,ZNF195,27,-0.2554,71,1.38006,46,0.59311,38,0.33725,13,-1.3809,20,-0.6662,15,-1.1198,20,-0.7019
ENSG00000110713,NUP98,18,0.66292,18,0.60585,6,-1.0343,10,-0.3698,3,-1.8666,13,0.11822,14,0.17065,14,0.15172
ENSG00000177105,RHOG,133,3.31304,32,-0.2533,24,-0.6713,5,-3.1583,4,-3.1036,3,-3.4130,19,-1.0243,12,-1.6424
ENSG00000167323,STIM1,13,-1.8270,44,0.15396,93,1.41600,53,0.51629,30,-0.4408,45,0.18843,22,-0.9134,35,-0.1977
ENSG00000167325,RRM1,39,0.02872,28,-0.4843,31,-0.3270,52,0.58718,35,-0.1258,35,-0.1103,37,-0.0543,33,-0.2323
ENSG00000244734,HBB,11,-1.8224,14,-1.3001,0,-9.0792,4,-3.1074,11,-1.6584,4,-3.0577,45,0.50554,227,4.25074
ENSG00000051009,FAM160A2,8,-0.7860,16,0.27342,13,-0.0662,14,0.07300,24,0.90649,18,0.45078,3,-2.0397,16,0.29933
ENSG00000110148,CCKBR,0,-5.3497,17,-0.6400,8,-1.6435,45,1.12650,50,1.10804,36,0.57605,25,-0.0436,27,0.11304
ENSG00000166311,SMPD1,69,0.70381,28,-0.8173,18,-1.4318,52,0.17966,52,0.13264,49,0.05821,35,-0.4627,50,0.06622
ENSG00000166313,APBB1,286,-0.2330,253,-0.4055,433,0.45919,445,0.58414,341,0.07051,364,0.17350,176,-0.9632,236,-0.5111
ENSG00000110171,TRIM3,13,-0.8594,15,-0.5804,14,-0.6215,36,0.96477,22,0.02991,31,0.58063,21,-0.0382,16,-0.5087
ENSG00000132254,ARFIP2,26,-0.6532,15,-1.4503,43,0.17384,53,0.60223,36,-0.1211,76,1.11946,33,-0.2410,25,-0.6959
ENSG00000132286,TIMM10B,25,-0.5726,24,-0.6066,20,-0.8960,47,0.54359,43,0.33269,41,0.23729,54,0.71291,25,-0.5172
ENSG00000132275,RRP8,28,0.73846,34,0.95602,19,0.03217,9,-1.2217,21,0.21175,19,-0.0090,11,-0.8063,10,-0.8967
ENSG00000166333,ILK,55,0.18535,30,-0.7476,19,-1.4406,63,0.45970,45,-0.1355,68,0.52518,36,-0.4844,58,0.26959
ENSG00000166337,TAF10,87,0.32606,42,-0.8427,39,-0.9716,52,-0.5775,91,0.35279,88,0.30197,111,0.68840,80,0.14383
ENSG00000166340,TPP1,125,0.85890,62,-0.3930,59,-0.4805,54,-0.6607,54,-0.5950,67,-0.2761,42,-0.9949,155,1.11842
ENSG00000158042,MRPL17,19,-0.9598,13,-1.4380,18,-0.9677,50,0.72161,36,0.06575,68,1.13955,26,-0.4153,42,0.34011
ENSG00000166387,PPFIBP2,52,2.79382,11,-0.5679,16,-0.0404,3,-2.3568,0,-4.2533,1,-3.6115,15,-0.1146,7,-1.2654
ENSG00000166394,CYB5R2,70,3.84493,10,-0.8885,9,-0.9518,4,-2.2528,0,-7.9168,0,-6.3728,9,-1.0108,0,-5.2464
ENSG00000175390,EIF3F,127,0.20323,68,-0.8040,81,-0.5306,89,-0.4182,136,0.30121,126,0.16956,144,0.38918,146,0.41613
ENSG00000166402,TUB,16,-1.7886,30,-0.7633,49,0.01492,48,-0.0249,60,0.33457,96,1.13672,43,-0.1881,80,0.82860
ENSG00000166405,RIC3,30,-0.5368,96,1.44809,58,0.57372,43,0.07889,27,-0.6591,56,0.50029,18,-1.2797,10,-2.1603
ENSG00000166441,RPL27A,722,0.40443,395,-0.6050,402,-0.5792,345,-0.8917,515,-0.1898,454,-0.3908,927,0.77266,981,0.87122
ENSG00000166444,ST5,21,0.43808,32,1.11431,7,-1.3516,6,-1.5497,20,0.32364,13,-0.3377,25,0.67840,13,-0.3766
ENSG00000166452,AKIP1,10,-0.8549,25,0.56875,4,-2.0420,22,0.38375,19,0.13753,18,0.03271,21,0.28095,24,0.48938
ENSG00000175348,TMEM9B,68,0.36684,43,-0.3954,87,0.72852,54,-0.0506,61,0.14864,45,-0.3294,18,-1.7232,59,0.07736
ENSG00000175352,NRIP3,15,-2.7452,81,-0.0492,98,0.25566,124,0.76541,66,-0.3586,50,-0.7819,162,1.11964,97,0.25144
ENSG00000184014,DENND5A,201,1.57896,99,0.09535,50,-0.9784,49,-1.1005,51,-0.9430,42,-1.2154,109,0.24460,86,-0.1344
ENSG00000166471,TMEM41B,58,0.72541,18,-1.1881,66,0.83149,33,-0.3407,26,-0.6716,28,-0.5489,37,-0.0932,40,0.01552
ENSG00000205339,IPO7,98,-0.3582,172,0.58068,159,0.44529,132,0.16438,113,-0.0995,112,-0.1168,96,-0.3551,93,-0.4090
ENSG00000133789,SWAP70,49,0.48573,29,-0.3973,89,1.46587,22,-0.8987,20,-0.9859,15,-1.3785,36,-0.0893,46,0.31120
ENSG00000133812,SBF2,35,0.17764,83,1.66860,55,0.91649,19,-0.8146,14,-1.2601,20,-0.7091,17,-0.9716,18,-0.8219
ENSG00000133805,AMPD3,34,2.01535,20,0.69300,8,-0.8220,11,-0.3114,0,-4.6082,4,-1.6405,1,-3.5026,9,-0.5708
ENSG00000255823,MTRNR2L8,8357,0.39920,8050,0.28748,2936,-1.2867,1895,-2.0688,6024,-0.1790,2186,-1.7285,16915,1.59207,10792,0.77870
ENSG00000110315,RNF141,263,1.33596,123,-0.1600,123,-0.1510,73,-1.0544,140,0.04764,86,-0.7095,122,-0.1628,91,-0.6228
ENSG00000072952,MRVI1,75,1.30170,92,1.45934,11,-1.9274,5,-3.1013,18,-1.2093,13,-1.6231,23,-0.7923,74,1.04994
ENSG00000198730,CTR9,92,0.37709,108,0.59959,101,0.48889,69,-0.1360,85,0.19353,73,-0.0314,22,-1.8281,37,-1.0955
ENSG00000110321,EIF4G2,289,-0.2206,176,-0.9680,229,-0.5654,409,0.40997,335,0.03648,431,0.44869,414,0.38203,295,-0.1686
ENSG00000236287,ZBED5,59,0.43004,58,0.36159,56,0.28608,50,0.13604,20,-1.3233,40,-0.2490,56,0.28107,19,-1.3661
ENSG00000110328,GALNT18,3,-2.0928,14,0.03512,23,0.81809,10,-0.4893,8,-0.7569,47,2.15485,7,-1.0957,12,-0.2522
ENSG00000170242,USP47,220,1.24315,187,0.75180,114,-0.0545,93,-0.4282,47,-1.4177,56,-1.1446,80,-0.6166,73,-0.7509
ENSG00000050165,DKK3,164,-2.2416,398,-0.7768,1082,0.83391,1006,0.82885,893,0.50788,992,0.68548,291,-1.2559,547,-0.2850
ENSG00000133816,MICAL2,10,-3.5317,56,-0.8636,89,-0.1504,251,2.04980,102,0.06314,103,0.08209,54,-0.9398,56,-0.8604
ENSG00000197702,PARVA,12,-1.5504,35,0.11090,28,-0.2066,52,0.91806,33,0.06062,27,-0.2883,35,0.12794,36,0.15439
ENSG00000187079,TEAD1,60,1.29814,76,1.51027,21,-0.6345,11,-1.6992,7,-2.2709,8,-2.0641,12,-1.4725,49,0.70892
ENSG00000133794,ARNTL,5,-2.4100,50,1.15718,22,-0.1785,35,0.61286,24,-0.0383,41,0.80916,22,-0.1874,10,-1.3774
ENSG00000148925,BTBD10,23,-2.0978,61,-0.4757,106,0.39194,147,1.12541,103,0.35051,132,0.75486,41,-1.0902,49,-0.8232
ENSG00000197601,FAR1,193,1.73381,93,0.14756,93,0.15848,75,-0.2055,20,-2.2006,47,-0.9216,37,-1.2890,21,-2.0917
ENSG00000262655,SPON1,48,0.89198,44,0.64137,17,-0.8619,15,-1.1270,3,-3.2771,5,-2.6938,6,-2.2502,98,2.10907
ENSG00000129083,COPB1,71,0.82973,33,-0.5423,40,-0.2337,53,0.24024,29,-0.7143,45,-0.0505,31,-0.6149,36,-0.3692
ENSG00000129084,PSMA1,44,-1.2724,55,-0.8437,85,-0.1652,153,0.94766,121,0.41220,136,0.59643,59,-0.7387,92,-0.0426
ENSG00000110693,SOX6,39,0.28915,70,1.26824,45,0.52107,9,-1.9909,9,-1.9639,16,-1.1284,62,1.04150,32,-0.0654
ENSG00000110696,C11orf58,248,0.25603,225,0.06286,311,0.59647,162,-0.5068,200,-0.1216,252,0.24603,145,-0.6258,208,-0.0589
ENSG00000110700,RPS13,518,0.36689,246,-0.8528,176,-1.3608,310,-0.5491,434,0.03395,363,-0.2492,738,0.92018,635,0.66170
ENSG00000011405,PIK3C2A,101,0.68265,125,0.94902,51,-0.4901,26,-1.6406,31,-1.2747,42,-0.7870,83,0.26555,118,0.85407
ENSG00000070081,NUCB2,80,0.19744,84,0.26170,106,0.63384,56,-0.4442,56,-0.3977,62,-0.2391,77,0.11328,62,-0.2348
ENSG00000260196,AC124798.1,1,-3.0520,11,-0.2530,18,0.52693,22,1.10854,11,-0.1495,23,1.01987,4,-1.5595,11,-0.2408
ENSG00000006071,ABCC8,11,-1.0525,39,0.97474,17,-0.3417,25,0.26852,24,0.19643,42,1.12990,12,-0.8734,7,-1.5965
ENSG00000006611,USH1C,57,4.95879,10,-0.3038,3,-1.9502,0,-8.6564,0,-7.4389,0,-8.2613,0,-6.4350,0,-7.6967
ENSG00000129159,KCNC1,3,-4.4491,21,-1.5295,19,-1.6634,130,1.67715,84,0.59532,99,0.87039,67,0.22202,27,-1.1995
ENSG00000129158,SERGEF,25,-1.5338,20,-1.7381,39,-0.7617,61,-0.0593,127,1.18002,81,0.39424,125,1.15058,67,0.10715
ENSG00000110756,HPS5,27,0.73149,61,2.13509,21,0.20254,9,-1.1749,3,-2.3641,6,-1.6743,7,-1.3757,13,-0.5662
ENSG00000110768,GTF2H1,23,-0.8202,50,0.46491,29,-0.4109,47,0.40774,59,0.73409,41,0.11619,32,-0.2580,26,-0.5990
ENSG00000134333,LDHA,71,-2.1224,62,-2.1919,188,-0.5297,564,1.58175,268,0.03114,455,0.91248,215,-0.3208,173,-0.6563
ENSG00000074319,TSG101,50,0.18720,20,-1.2492,57,0.36258,60,0.51721,55,0.29879,42,-0.1385,24,-1.0066,37,-0.3354
ENSG00000151116,UEVLD,47,1.56280,15,-0.5776,32,0.60691,15,-0.5916,7,-1.6400,14,-0.7259,6,-1.8711,20,-0.1326
ENSG00000179119,SPTY2D1,21,-0.2575,33,0.52578,41,0.88447,20,-0.2931,20,-0.2878,15,-0.7524,33,0.48953,17,-0.5790
ENSG00000110786,PTPN5,2,-4.5004,15,-1.7661,37,-0.3743,63,0.52366,68,0.59482,136,1.85566,40,-0.2454,46,-0.0337
ENSG00000177054,ZDHHC13,9,-0.7512,10,-0.5865,33,1.30448,20,0.49627,12,-0.2894,13,-0.1980,18,0.33461,4,-1.7865
ENSG00000166833,NAV2,43,0.41138,136,2.52769,28,-0.3387,13,-1.6045,8,-2.0796,12,-1.6023,9,-2.0477,40,0.24213
ENSG00000109854,HTATIP2,37,1.39394,5,-1.9811,9,-1.1101,27,0.71674,7,-1.4914,18,-0.0053,10,-0.9744,8,-1.2456
ENSG00000185238,PRMT3,20,1.05369,9,-0.3198,10,-0.1069,5,-1.1391,4,-1.4529,11,-0.0386,6,-0.9056,22,1.06425
ENSG00000165973,NELL1,1,-5.4382,18,-1.0109,90,1.61037,75,1.54505,37,0.07391,33,-0.1130,4,-3.1306,20,-0.8921
ENSG00000171714,ANO5,12,-1.7054,21,-0.8016,11,-1.7282,73,1.43039,45,0.37220,34,-0.0609,47,0.42707,29,-0.3166
ENSG00000091664,SLC17A6,0,-4.7911,3,-2.2727,0,-7.9726,31,1.46354,23,0.70161,27,0.94486,21,0.55085,14,-0.1538
ENSG00000198168,SVIP,250,1.27854,120,-0.1460,96,-0.5080,102,-0.4551,104,-0.3806,93,-0.5571,129,-0.0364,76,-0.8536
ENSG00000187398,LUZP2,27,-0.5245,74,1.19923,61,0.87672,19,-1.0693,28,-0.4084,32,-0.1965,45,0.35668,30,-0.3039
ENSG00000134343,ANO3,4,-3.3237,31,-0.3665,63,0.75251,44,0.18428,50,0.36379,104,1.66894,19,-1.1557,33,-0.2819
ENSG00000176971,FIBIN,23,0.91823,30,1.27376,6,-1.3032,3,-2.1513,3,-2.1693,2,-2.6470,4,-1.8008,43,1.93770
ENSG00000129151,BBOX1,23,0.94807,11,-0.3685,4,-1.9182,2,-2.5861,2,-2.7802,6,-1.1634,3,-2.2727,62,2.82900
ENSG00000109881,CCDC34,11,-2.6673,49,-0.3281,64,0.09068,82,0.56555,127,1.25499,76,0.35875,49,-0.3336,54,-0.1746
ENSG00000205213,LGR4,14,0.01572,29,1.19752,27,1.04628,5,-1.6868,2,-2.5727,14,-0.0276,9,-0.6230,22,0.69628
ENSG00000148943,LIN7C,40,-0.4952,45,-0.2434,93,0.94653,37,-0.6154,60,0.21355,46,-0.2006,74,0.56004,55,0.06063
ENSG00000245573,BDNF-AS,26,1.41448,18,0.53408,12,-0.1520,6,-1.2507,5,-1.4140,4,-1.6648,10,-0.3955,16,0.34602
ENSG00000169519,METTL15,17,-0.3133,31,0.62261,29,0.52512,17,-0.3428,30,0.57120,29,0.55016,10,-1.1423,11,-0.9506
ENSG00000152219,ARL14EP,31,-0.5357,54,0.40198,60,0.57180,51,0.36076,34,-0.3357,43,0.01077,31,-0.4865,36,-0.2569
ENSG00000066382,MPPED2,7,-1.8754,27,0.34730,54,1.52031,16,-0.5171,20,-0.1491,31,0.57031,15,-0.5746,27,0.29333
ENSG00000170946,DNAJC24,33,0.27664,44,0.74028,31,0.16539,20,-0.6228,29,0.06661,21,-0.4799,30,0.10396,21,-0.4374
ENSG00000148950,IMMP1L,19,-0.3628,8,-1.6055,21,-0.1803,34,0.63071,17,-0.5116,34,0.53367,26,0.13579,27,0.21152
ENSG00000109911,ELP4,28,0.71981,28,0.64070,20,0.13012,16,-0.3201,5,-1.9666,14,-0.3973,13,-0.6121,21,0.18621
ENSG00000007372,PAX6,66,0.83474,127,1.92301,6,-2.7641,5,-3.2607,17,-1.3628,26,-0.7603,10,-2.1321,96,1.39370
ENSG00000049449,RCN1,15,-1.5981,37,-0.1185,20,-1.0914,9,-2.3694,50,0.34811,202,3.15107,2,-4.2503,44,0.13480
ENSG00000149100,EIF3M,82,-0.0871,37,-1.2940,95,0.16565,124,0.69424,65,-0.4314,105,0.31753,74,-0.2292,71,-0.2959
ENSG00000060749,QSER1,62,0.98766,76,1.19765,27,-0.5048,15,-1.4636,13,-1.5672,19,-0.9932,26,-0.5216,55,0.65492
ENSG00000176148,TCP11L1,7,-0.9846,17,0.48557,15,0.24390,15,0.29507,8,-0.6428,9,-0.4792,18,0.49890,16,0.37869
ENSG00000280798,LINC00294,38,-0.5426,40,-0.3885,67,0.43242,50,-0.0428,76,0.62171,45,-0.2230,64,0.34714,48,-0.1187
ENSG00000176102,CSTF3,28,-0.4907,33,-0.1883,37,0.00623,41,0.16541,32,-0.2154,50,0.47045,61,0.80054,21,-0.8558
ENSG00000110422,HIPK3,35,-0.2770,47,0.22754,58,0.57180,35,-0.2541,29,-0.5449,32,-0.3877,59,0.60280,43,0.08438
ENSG00000110427,KIAA1549L,13,-4.0618,90,-1.1481,334,0.95554,254,0.56755,341,0.99279,364,1.10719,99,-0.9914,118,-0.7306
ENSG00000085063,CD59,96,-1.0615,121,-0.6236,163,-0.1590,294,0.95981,176,-0.0347,204,0.20121,151,-0.2791,203,0.19849
ENSG00000110429,FBXO3,38,-0.7921,77,0.39248,48,-0.3662,91,0.77562,67,0.15414,79,0.42985,46,-0.4271,31,-1.0499
